case_id,person_id,true_role
CASE096,P0304,Associate
CASE096,P0851,Recruiter
CASE096,P0238,Operational Member
CASE096,P0198,Document Handler
CASE096,P0660,Recruiter
CASE096,P0907,Vehicle Provider
CASE096,P0588,Recruiter
CASE096,P0947,Logistics Coordinator
CASE096,P0788,Operational Member
CASE096,P0883,Logistics Coordinator
CASE096,P0092,Vehicle Provider
CASE096,P0285,Unrelated Person
CASE096,P0809,Operational Member
CASE096,P0383,Communicator
CASE096,P0605,Vehicle Provider
CASE096,P0290,Associate
CASE096,P0561,Logistics Coordinator
CASE096,P0334,Recruiter
CASE096,P0981,Associate
CASE096,P0162,Recruiter
CASE096,P0338,Operational Member
CASE096,P0184,Document Handler
CASE096,P0597,Recruiter
CASE096,P0576,Associate
CASE096,P0865,Communicator
CASE096,P0448,Logistics Coordinator
CASE096,P0461,Operational Member
CASE096,P0256,Vehicle Provider
CASE096,P0654,Recruiter
CASE096,P0429,Recruiter
CASE096,P0591,Vehicle Provider
CASE096,P0980,Associate
CASE096,P0158,Document Handler
CASE096,P0301,Logistics Coordinator
CASE096,P0884,Document Handler
CASE096,P0249,Unrelated Person
CASE096,P0458,Vehicle Provider
CASE096,P0674,Associate
CASE096,P0743,Associate
CASE096,P0072,Recruiter
CASE096,P0362,Operational Member
CASE096,P0214,Logistics Coordinator
CASE096,P0211,Vehicle Provider
CASE096,P0550,Unrelated Person
CASE096,P0045,Unrelated Person
CASE096,P0121,Recruiter
CASE096,P0431,Communicator
CASE096,P0790,Communicator
CASE096,P0364,Unrelated Person
CASE096,P0227,Recruiter
CASE096,P0294,Unrelated Person
CASE096,P0849,Recruiter
CASE096,P0459,Communicator
CASE096,P0084,Document Handler
CASE096,P0656,Unrelated Person
CASE096,P0414,Document Handler
CASE096,P0363,Unrelated Person
CASE096,P0102,Associate
CASE097,P0890,Coordinator
CASE097,P0664,Financial Intermediary
CASE097,P0862,False Lead
CASE097,P0658,False Lead
CASE097,P0974,Bridge / Communicator
CASE097,P0788,Unrelated Person
CASE097,P0676,Unrelated Person
CASE097,P0900,Unrelated Person
CASE097,P0714,Vehicle Provider
CASE097,P0717,Document Handler
CASE097,P0928,Logistics Coordinator
CASE097,P0678,Vehicle Provider
CASE097,P0003,Vehicle Provider
CASE097,P0340,Unrelated Person
CASE097,P0535,Vehicle Provider
CASE097,P0045,Operational Member
CASE097,P0190,Logistics Coordinator
CASE097,P0391,Communicator
CASE097,P0792,Operational Member
CASE097,P0593,Communicator
CASE097,P0059,Vehicle Provider
CASE097,P0299,Associate
CASE098,P0224,Coordinator
CASE098,P0103,Financial Intermediary
CASE098,P0241,False Lead
CASE098,P0690,Logistics Coordinator
CASE099,P0519,Coordinator
CASE099,P0935,Financial Intermediary
CASE099,P0062,False Lead
CASE099,P0599,False Lead
CASE099,P0677,False Lead
CASE099,P0931,False Lead
CASE099,P0134,False Lead
CASE099,P0777,False Lead
CASE099,P0061,False Lead
CASE099,P0229,Operational Member
CASE099,P0270,Vehicle Provider
CASE099,P0001,Communicator
CASE099,P0246,Unrelated Person
CASE099,P0158,Recruiter
CASE099,P0534,Logistics Coordinator
CASE099,P0934,Recruiter
CASE099,P0701,Unrelated Person
CASE099,P0230,Associate
CASE099,P0666,Communicator
CASE099,P0971,Logistics Coordinator
CASE099,P0649,Recruiter
CASE099,P0319,Unrelated Person
CASE099,P0476,Unrelated Person
CASE099,P0469,Unrelated Person
CASE099,P0918,Vehicle Provider
CASE099,P0066,Logistics Coordinator
CASE099,P0977,Unrelated Person
CASE099,P0700,Vehicle Provider
CASE099,P0650,Operational Member
CASE099,P0771,Unrelated Person
CASE099,P0038,Communicator
CASE099,P0808,Recruiter
CASE099,P0716,Logistics Coordinator
CASE099,P0558,Recruiter
CASE099,P0118,Associate
CASE099,P0682,Recruiter
CASE099,P0611,Logistics Coordinator
CASE099,P0132,Operational Member
CASE099,P0778,Vehicle Provider
CASE099,P0799,Vehicle Provider
CASE099,P0289,Vehicle Provider
CASE099,P0513,Logistics Coordinator
CASE099,P0169,Document Handler
CASE099,P0624,Associate
CASE099,P0437,Logistics Coordinator
CASE099,P0457,Vehicle Provider
CASE099,P0082,Vehicle Provider
CASE099,P0815,Communicator
CASE099,P0717,Operational Member
CASE099,P0396,Communicator
CASE099,P0911,Unrelated Person
CASE099,P0678,Communicator
CASE099,P0614,Recruiter
CASE099,P0190,Unrelated Person
CASE099,P0968,Vehicle Provider
CASE099,P0630,Document Handler
CASE099,P0107,Communicator
CASE099,P0388,Operational Member
CASE099,P0272,Operational Member
CASE099,P0375,Vehicle Provider
CASE099,P0401,Associate
CASE099,P0427,Recruiter
CASE099,P0350,Vehicle Provider
CASE099,P0572,Logistics Coordinator
CASE099,P0706,Recruiter
CASE099,P0471,Vehicle Provider
CASE099,P0535,Recruiter
CASE099,P0097,Document Handler
CASE099,P0282,Logistics Coordinator
CASE099,P0423,Recruiter
CASE099,P0510,Document Handler
CASE099,P0913,Logistics Coordinator
CASE099,P0866,Vehicle Provider
CASE099,P0333,Recruiter
CASE099,P0425,Recruiter
CASE099,P0769,Operational Member
CASE099,P0010,Logistics Coordinator
CASE099,P0833,Recruiter
CASE100,P0789,Coordinator
CASE100,P0478,Financial Intermediary
CASE100,P0348,False Lead
CASE100,P0625,Bridge / Communicator
CASE100,P0863,Vehicle Provider
CASE100,P0643,Operational Member
CASE100,P0098,Communicator
CASE100,P0019,Recruiter
CASE100,P0946,Unrelated Person
CASE100,P0957,Associate
CASE100,P0598,Associate
CASE100,P0989,Vehicle Provider
CASE100,P0306,Associate
CASE100,P0198,Logistics Coordinator
CASE100,P0950,Unrelated Person
CASE100,P0674,Logistics Coordinator
