case_id,person_id,true_role,is_innocent
CASE081,P0566,Recruiter,N
CASE081,P0393,Vehicle Provider,N
CASE081,P0261,Communicator,N
CASE081,P0352,Vehicle Provider,N
CASE081,P0295,Unrelated Person,Y
CASE081,P0944,Logistics Coordinator,N
CASE082,P0530,Coordinator,N
CASE082,P0107,Financial Intermediary,N
CASE082,P0528,False Lead,Y
CASE082,P0042,False Lead,Y
CASE082,P0404,False Lead,Y
CASE082,P0279,Bridge / Communicator,N
CASE082,P0243,Unrelated Person,Y
CASE082,P0525,Operational Member,N
CASE082,P0534,Unrelated Person,Y
CASE082,P0397,Operational Member,N
CASE082,P0701,Unrelated Person,Y
CASE082,P0547,Operational Member,N
CASE082,P0433,Operational Member,N
CASE082,P0314,Document Handler,N
CASE082,P0862,Recruiter,N
CASE082,P0325,Recruiter,N
CASE082,P0581,Unrelated Person,Y
CASE082,P0284,Communicator,N
CASE082,P0103,Vehicle Provider,N
CASE082,P0186,Associate,N
CASE082,P0504,Vehicle Provider,N
CASE082,P0138,Logistics Coordinator,N
CASE082,P0848,Recruiter,N
CASE082,P0233,Vehicle Provider,N
CASE082,P0614,Operational Member,N
CASE082,P0145,Communicator,N
CASE082,P0116,Vehicle Provider,N
CASE082,P0248,Logistics Coordinator,N
CASE082,P0387,Associate,N
CASE082,P0255,Associate,N
CASE082,P0236,Operational Member,N
CASE083,P0241,Coordinator,N
CASE083,P0435,Financial Intermediary,N
CASE083,P0415,False Lead,Y
CASE083,P0288,False Lead,Y
CASE083,P0827,Associate,N
CASE083,P0351,Associate,N
CASE083,P0549,Operational Member,N
CASE083,P0163,Communicator,N
CASE083,P0277,Logistics Coordinator,N
CASE083,P0661,Document Handler,N
CASE083,P0371,Recruiter,N
CASE083,P0321,Logistics Coordinator,N
CASE083,P0929,Document Handler,N
CASE083,P0793,Document Handler,N
CASE083,P0259,Vehicle Provider,N
CASE083,P0857,Document Handler,N
CASE083,P0278,Associate,N
CASE083,P0324,Recruiter,N
CASE083,P0014,Operational Member,N
CASE083,P0066,Recruiter,N
CASE083,P0601,Unrelated Person,Y
CASE083,P0671,Recruiter,N
CASE083,P0158,Operational Member,N
CASE083,P0229,Recruiter,N
CASE083,P0660,Recruiter,N
CASE083,P0052,Associate,N
CASE083,P0850,Associate,N
CASE083,P0247,Operational Member,N
CASE084,P0647,Coordinator,N
CASE084,P0862,Financial Intermediary,N
CASE084,P0870,False Lead,Y
CASE084,P0576,False Lead,Y
CASE084,P0612,Operational Member,N
CASE084,P0651,Vehicle Provider,N
CASE084,P0198,Associate,N
CASE084,P0960,Unrelated Person,Y
CASE084,P0624,Recruiter,N
CASE084,P0575,Vehicle Provider,N
CASE084,P0567,Communicator,N
CASE084,P0649,Logistics Coordinator,N
CASE084,P0867,Associate,N
CASE084,P0785,Recruiter,N
CASE084,P0077,Associate,N
CASE084,P0668,Operational Member,N
CASE084,P0689,Vehicle Provider,N
CASE084,P0096,Unrelated Person,Y
CASE084,P0185,Logistics Coordinator,N
CASE084,P0573,Communicator,N
CASE084,P0699,Unrelated Person,Y
CASE084,P0740,Unrelated Person,Y
CASE084,P0875,Document Handler,N
CASE084,P0719,Document Handler,N
CASE084,P0496,Unrelated Person,Y
CASE084,P0724,Logistics Coordinator,N
CASE085,P0182,Coordinator,N
CASE085,P0605,Financial Intermediary,N
CASE085,P0426,False Lead,Y
CASE085,P0158,Bridge / Communicator,N
CASE085,P0957,Document Handler,N
CASE085,P0105,Vehicle Provider,N
CASE085,P0637,Vehicle Provider,N
CASE085,P0577,Associate,N
CASE085,P0329,Communicator,N
CASE086,P0301,Coordinator,N
CASE086,P0245,Financial Intermediary,N
CASE086,P0751,False Lead,Y
CASE086,P0443,Bridge / Communicator,N
CASE086,P0771,Logistics Coordinator,N
CASE086,P0445,Operational Member,N
CASE086,P0839,Document Handler,N
CASE086,P0020,Logistics Coordinator,N
CASE086,P0469,Unrelated Person,Y
CASE086,P0513,Associate,N
CASE086,P0322,Associate,N
CASE086,P0106,Recruiter,N
CASE086,P0119,Logistics Coordinator,N
CASE086,P0690,Logistics Coordinator,N
CASE087,P0359,Coordinator,N
CASE087,P0826,Financial Intermediary,N
CASE087,P0638,False Lead,Y
CASE087,P0857,Unrelated Person,Y
CASE087,P0754,Recruiter,N
CASE087,P0697,Vehicle Provider,N
CASE087,P0024,Document Handler,N
CASE088,P0651,Coordinator,N
CASE088,P0187,Financial Intermediary,N
CASE088,P0696,False Lead,Y
CASE088,P0279,Bridge / Communicator,N
CASE088,P0813,Document Handler,N
CASE088,P0463,Vehicle Provider,N
CASE088,P0985,Recruiter,N
CASE088,P0775,Document Handler,N
CASE088,P0016,Logistics Coordinator,N
CASE088,P0759,Logistics Coordinator,N
CASE088,P0714,Vehicle Provider,N
CASE088,P0825,Recruiter,N
CASE088,P0459,Communicator,N
CASE089,P0172,Coordinator,N
CASE089,P0777,Financial Intermediary,N
CASE089,P0378,False Lead,Y
CASE089,P0014,Associate,N
CASE089,P0051,Vehicle Provider,N
CASE090,P0906,Coordinator,N
CASE090,P0623,Financial Intermediary,N
CASE090,P0978,False Lead,Y
CASE090,P0633,False Lead,Y
CASE090,P0376,False Lead,Y
CASE090,P0651,False Lead,Y
CASE090,P0257,False Lead,Y
CASE090,P0328,False Lead,Y
CASE090,P0545,False Lead,Y
CASE090,P0806,Vehicle Provider,N
CASE090,P0749,Unrelated Person,Y
CASE090,P0643,Operational Member,N
CASE090,P0362,Recruiter,N
CASE090,P0482,Logistics Coordinator,N
CASE090,P0172,Logistics Coordinator,N
CASE090,P0645,Document Handler,N
CASE090,P0994,Operational Member,N
CASE090,P0560,Recruiter,N
CASE090,P0781,Communicator,N
CASE090,P0263,Unrelated Person,Y
CASE090,P0105,Document Handler,N
CASE090,P0962,Associate,N
CASE090,P0841,Vehicle Provider,N
CASE090,P0316,Vehicle Provider,N
CASE090,P0265,Logistics Coordinator,N
CASE090,P0534,Recruiter,N
CASE090,P0170,Vehicle Provider,N
CASE090,P0700,Communicator,N
CASE090,P0928,Document Handler,N
CASE090,P0533,Associate,N
CASE090,P0224,Communicator,N
CASE090,P0758,Unrelated Person,Y
CASE090,P0966,Recruiter,N
CASE090,P0840,Operational Member,N
CASE090,P0008,Unrelated Person,Y
CASE090,P0486,Unrelated Person,Y
CASE090,P0118,Logistics Coordinator,N
CASE090,P0015,Associate,N
CASE090,P0117,Associate,N
CASE090,P0581,Document Handler,N
CASE090,P0595,Document Handler,N
CASE090,P0746,Vehicle Provider,N
CASE090,P0067,Document Handler,N
CASE090,P0507,Document Handler,N
CASE090,P0195,Logistics Coordinator,N
CASE090,P0986,Associate,N
CASE090,P0152,Vehicle Provider,N
CASE090,P0524,Document Handler,N
CASE090,P0883,Unrelated Person,Y
CASE090,P0222,Communicator,N
CASE090,P0852,Document Handler,N
CASE090,P0721,Logistics Coordinator,N
CASE090,P0843,Associate,N
CASE090,P0449,Vehicle Provider,N
CASE090,P0078,Vehicle Provider,N
CASE090,P0961,Logistics Coordinator,N
CASE090,P0327,Operational Member,N
CASE090,P0663,Recruiter,N
CASE090,P0814,Document Handler,N
CASE090,P0987,Operational Member,N
CASE090,P0336,Document Handler,N
CASE090,P0703,Operational Member,N
CASE090,P0361,Document Handler,N
CASE090,P0750,Communicator,N
CASE090,P0691,Logistics Coordinator,N
CASE090,P0847,Unrelated Person,Y
CASE090,P0474,Unrelated Person,Y
CASE090,P0812,Recruiter,N
CASE090,P0086,Logistics Coordinator,N
CASE090,P0945,Recruiter,N
CASE090,P0348,Logistics Coordinator,N
CASE090,P0589,Vehicle Provider,N
CASE090,P0392,Logistics Coordinator,N
CASE090,P0732,Unrelated Person,Y
CASE090,P0740,Associate,N
CASE091,P0462,Coordinator,N
CASE091,P0095,Financial Intermediary,N
CASE091,P0828,Bridge / Communicator,N
CASE091,P0600,Document Handler,N
CASE091,P0286,Logistics Coordinator,N
CASE091,P0738,Logistics Coordinator,N
CASE091,P0048,Vehicle Provider,N
CASE091,P0657,Unrelated Person,Y
CASE092,P0706,Coordinator,N
CASE092,P0980,Financial Intermediary,N
CASE092,P0136,False Lead,Y
CASE092,P0472,Logistics Coordinator,N
CASE092,P0024,Unrelated Person,Y
CASE092,P0309,Operational Member,N
CASE092,P0822,Communicator,N
CASE092,P0232,Associate,N
CASE092,P0187,Associate,N
CASE092,P0840,Vehicle Provider,N
CASE092,P0020,Operational Member,N
CASE092,P0842,Associate,N
CASE092,P0668,Document Handler,N
CASE093,P0531,Coordinator,N
CASE093,P0332,Financial Intermediary,N
CASE093,P0455,False Lead,Y
CASE093,P0723,Operational Member,N
CASE093,P0811,Recruiter,N
CASE093,P0039,Operational Member,N
CASE093,P0583,Unrelated Person,Y
CASE093,P0311,Associate,N
CASE094,P0681,Coordinator,N
CASE094,P0502,Financial Intermediary,N
CASE094,P0255,False Lead,Y
CASE094,P0269,False Lead,Y
CASE094,P0954,False Lead,Y
CASE094,P0268,False Lead,Y
CASE094,P0286,False Lead,Y
CASE094,P0733,Vehicle Provider,N
CASE094,P0200,Logistics Coordinator,N
CASE094,P0825,Communicator,N
CASE094,P0104,Operational Member,N
CASE094,P0638,Vehicle Provider,N
CASE094,P0910,Recruiter,N
CASE094,P0266,Vehicle Provider,N
CASE094,P0777,Operational Member,N
CASE094,P0979,Vehicle Provider,N
CASE094,P0866,Associate,N
CASE094,P0226,Logistics Coordinator,N
CASE094,P0765,Logistics Coordinator,N
CASE094,P0907,Unrelated Person,Y
CASE094,P0750,Logistics Coordinator,N
CASE094,P0372,Associate,N
CASE094,P0186,Communicator,N
CASE094,P0043,Communicator,N
CASE094,P0921,Communicator,N
CASE094,P0088,Operational Member,N
CASE094,P0783,Operational Member,N
CASE094,P0356,Logistics Coordinator,N
CASE094,P0171,Communicator,N
CASE094,P0228,Associate,N
CASE094,P0437,Logistics Coordinator,N
CASE094,P0352,Associate,N
CASE094,P0501,Recruiter,N
CASE094,P0841,Document Handler,N
CASE094,P0865,Communicator,N
CASE094,P0939,Logistics Coordinator,N
CASE094,P0198,Unrelated Person,Y
CASE094,P0026,Communicator,N
CASE094,P0699,Operational Member,N
CASE094,P0100,Logistics Coordinator,N
CASE094,P0562,Vehicle Provider,N
CASE094,P0637,Unrelated Person,Y
CASE094,P0061,Operational Member,N
CASE094,P0278,Recruiter,N
CASE094,P0419,Logistics Coordinator,N
CASE094,P0076,Communicator,N
CASE094,P0872,Recruiter,N
CASE094,P0067,Communicator,N
CASE094,P0080,Communicator,N
CASE094,P0902,Associate,N
CASE094,P0151,Unrelated Person,Y
CASE094,P0057,Logistics Coordinator,N
CASE094,P0032,Logistics Coordinator,N
CASE095,P0236,Coordinator,N
CASE095,P0682,Financial Intermediary,N
CASE095,P0125,False Lead,Y
CASE095,P0315,False Lead,Y
CASE095,P0933,Recruiter,N
CASE095,P0661,Operational Member,N
CASE095,P0653,Document Handler,N
CASE095,P0987,Logistics Coordinator,N
CASE095,P0260,Vehicle Provider,N
CASE095,P0207,Communicator,N
CASE095,P0814,Associate,N
CASE095,P0519,Vehicle Provider,N
CASE095,P0679,Logistics Coordinator,N
CASE095,P0802,Vehicle Provider,N
CASE095,P0652,Logistics Coordinator,N
CASE095,P0224,Vehicle Provider,N
CASE095,P0497,Unrelated Person,Y
CASE095,P0729,Vehicle Provider,N
CASE095,P0637,Logistics Coordinator,N
CASE095,P0546,Document Handler,N
CASE095,P0426,Unrelated Person,Y
CASE095,P0876,Communicator,N
CASE096,P0673,Coordinator,N
CASE096,P0331,Financial Intermediary,N
CASE096,P0332,False Lead,Y
CASE096,P0692,False Lead,Y
CASE096,P0546,False Lead,Y
CASE096,P0812,False Lead,Y
CASE096,P0818,False Lead,Y
CASE096,P0997,False Lead,Y
CASE096,P0279,Bridge / Communicator,N
CASE096,P0304,Associate,N
CASE096,P0851,Recruiter,N
CASE096,P0238,Operational Member,N
CASE096,P0198,Document Handler,N
CASE096,P0660,Recruiter,N
CASE096,P0907,Vehicle Provider,N
CASE096,P0588,Recruiter,N
CASE096,P0947,Logistics Coordinator,N
CASE096,P0788,Operational Member,N
CASE096,P0883,Logistics Coordinator,N
CASE096,P0092,Vehicle Provider,N
CASE096,P0285,Unrelated Person,Y
CASE096,P0809,Operational Member,N
CASE096,P0383,Communicator,N
CASE096,P0605,Vehicle Provider,N
CASE096,P0290,Associate,N
CASE096,P0561,Logistics Coordinator,N
CASE096,P0334,Recruiter,N
CASE096,P0981,Associate,N
CASE096,P0162,Recruiter,N
CASE096,P0338,Operational Member,N
CASE096,P0184,Document Handler,N
CASE096,P0597,Recruiter,N
CASE096,P0576,Associate,N
CASE096,P0865,Communicator,N
CASE096,P0448,Logistics Coordinator,N
CASE096,P0461,Operational Member,N
CASE096,P0256,Vehicle Provider,N
CASE096,P0654,Recruiter,N
CASE096,P0429,Recruiter,N
CASE096,P0591,Vehicle Provider,N
CASE096,P0980,Associate,N
CASE096,P0158,Document Handler,N
CASE096,P0301,Logistics Coordinator,N
CASE096,P0884,Document Handler,N
CASE096,P0249,Unrelated Person,Y
CASE096,P0458,Vehicle Provider,N
CASE096,P0674,Associate,N
CASE096,P0743,Associate,N
CASE096,P0072,Recruiter,N
CASE096,P0362,Operational Member,N
CASE096,P0214,Logistics Coordinator,N
CASE096,P0211,Vehicle Provider,N
CASE096,P0550,Unrelated Person,Y
CASE096,P0045,Unrelated Person,Y
CASE096,P0121,Recruiter,N
CASE096,P0431,Communicator,N
CASE096,P0790,Communicator,N
CASE096,P0364,Unrelated Person,Y
CASE096,P0227,Recruiter,N
CASE096,P0294,Unrelated Person,Y
CASE096,P0849,Recruiter,N
CASE096,P0459,Communicator,N
CASE096,P0084,Document Handler,N
CASE096,P0656,Unrelated Person,Y
CASE096,P0414,Document Handler,N
CASE096,P0363,Unrelated Person,Y
CASE096,P0102,Associate,N
CASE097,P0890,Coordinator,N
CASE097,P0664,Financial Intermediary,N
CASE097,P0862,False Lead,Y
CASE097,P0658,False Lead,Y
CASE097,P0974,Bridge / Communicator,N
CASE097,P0788,Unrelated Person,Y
CASE097,P0676,Unrelated Person,Y
CASE097,P0900,Unrelated Person,Y
CASE097,P0714,Vehicle Provider,N
CASE097,P0717,Document Handler,N
CASE097,P0928,Logistics Coordinator,N
CASE097,P0678,Vehicle Provider,N
CASE097,P0003,Vehicle Provider,N
CASE097,P0340,Unrelated Person,Y
CASE097,P0535,Vehicle Provider,N
CASE097,P0045,Operational Member,N
CASE097,P0190,Logistics Coordinator,N
CASE097,P0391,Communicator,N
CASE097,P0792,Operational Member,N
CASE097,P0593,Communicator,N
CASE097,P0059,Vehicle Provider,N
CASE097,P0299,Associate,N
CASE098,P0224,Coordinator,N
CASE098,P0103,Financial Intermediary,N
CASE098,P0241,False Lead,Y
CASE098,P0690,Logistics Coordinator,N
CASE099,P0519,Coordinator,N
CASE099,P0935,Financial Intermediary,N
CASE099,P0062,False Lead,Y
CASE099,P0599,False Lead,Y
CASE099,P0677,False Lead,Y
CASE099,P0931,False Lead,Y
CASE099,P0134,False Lead,Y
CASE099,P0777,False Lead,Y
CASE099,P0061,False Lead,Y
CASE099,P0229,Operational Member,N
CASE099,P0270,Vehicle Provider,N
CASE099,P0001,Communicator,N
CASE099,P0246,Unrelated Person,Y
CASE099,P0158,Recruiter,N
CASE099,P0534,Logistics Coordinator,N
CASE099,P0934,Recruiter,N
CASE099,P0701,Unrelated Person,Y
CASE099,P0230,Associate,N
CASE099,P0666,Communicator,N
CASE099,P0971,Logistics Coordinator,N
CASE099,P0649,Recruiter,N
CASE099,P0319,Unrelated Person,Y
CASE099,P0476,Unrelated Person,Y
CASE099,P0469,Unrelated Person,Y
CASE099,P0918,Vehicle Provider,N
CASE099,P0066,Logistics Coordinator,N
CASE099,P0977,Unrelated Person,Y
CASE099,P0700,Vehicle Provider,N
CASE099,P0650,Operational Member,N
CASE099,P0771,Unrelated Person,Y
CASE099,P0038,Communicator,N
CASE099,P0808,Recruiter,N
CASE099,P0716,Logistics Coordinator,N
CASE099,P0558,Recruiter,N
CASE099,P0118,Associate,N
CASE099,P0682,Recruiter,N
CASE099,P0611,Logistics Coordinator,N
CASE099,P0132,Operational Member,N
CASE099,P0778,Vehicle Provider,N
CASE099,P0799,Vehicle Provider,N
CASE099,P0289,Vehicle Provider,N
CASE099,P0513,Logistics Coordinator,N
CASE099,P0169,Document Handler,N
CASE099,P0624,Associate,N
CASE099,P0437,Logistics Coordinator,N
CASE099,P0457,Vehicle Provider,N
CASE099,P0082,Vehicle Provider,N
CASE099,P0815,Communicator,N
CASE099,P0717,Operational Member,N
CASE099,P0396,Communicator,N
CASE099,P0911,Unrelated Person,Y
CASE099,P0678,Communicator,N
CASE099,P0614,Recruiter,N
CASE099,P0190,Unrelated Person,Y
CASE099,P0968,Vehicle Provider,N
CASE099,P0630,Document Handler,N
CASE099,P0107,Communicator,N
CASE099,P0388,Operational Member,N
CASE099,P0272,Operational Member,N
CASE099,P0375,Vehicle Provider,N
CASE099,P0401,Associate,N
CASE099,P0427,Recruiter,N
CASE099,P0350,Vehicle Provider,N
CASE099,P0572,Logistics Coordinator,N
CASE099,P0706,Recruiter,N
CASE099,P0471,Vehicle Provider,N
CASE099,P0535,Recruiter,N
CASE099,P0097,Document Handler,N
CASE099,P0282,Logistics Coordinator,N
CASE099,P0423,Recruiter,N
CASE099,P0510,Document Handler,N
CASE099,P0913,Logistics Coordinator,N
CASE099,P0866,Vehicle Provider,N
CASE099,P0333,Recruiter,N
CASE099,P0425,Recruiter,N
CASE099,P0769,Operational Member,N
CASE099,P0010,Logistics Coordinator,N
CASE099,P0833,Recruiter,N
CASE100,P0789,Coordinator,N
CASE100,P0478,Financial Intermediary,N
CASE100,P0348,False Lead,Y
CASE100,P0625,Bridge / Communicator,N
CASE100,P0863,Vehicle Provider,N
CASE100,P0643,Operational Member,N
CASE100,P0098,Communicator,N
CASE100,P0019,Recruiter,N
CASE100,P0946,Unrelated Person,Y
CASE100,P0957,Associate,N
CASE100,P0598,Associate,N
CASE100,P0989,Vehicle Provider,N
CASE100,P0306,Associate,N
CASE100,P0198,Logistics Coordinator,N
CASE100,P0950,Unrelated Person,Y
CASE100,P0674,Logistics Coordinator,N
