case_id,timestamp,event_type,source_table,source_id,description,entities_involved
CASE072,2025-08-18T21:34:00,cdr_sms,cdr,CDR14537,sms 676s,P0958|P0004
CASE072,2025-08-18T21:34:00,cdr_sms,cdr,CDR14738,sms 490s,P0958|P0065
CASE072,2025-08-18T23:34:00,meeting,timelines,CASE072-EVT006,Interaction preceding the reported incident.,P0958|P0615
CASE072,2025-08-19T00:34:00,cdr_sms,cdr,CDR14581,sms 600s,P0958|P0070
CASE072,2025-08-19T01:34:00,cdr_voice,cdr,CDR14466,voice 601s,P0958|P0650
CASE072,2025-08-19T01:34:00,cdr_voice,cdr,CDR14605,voice 298s,P0958|P0604
CASE072,2025-08-19T02:34:00,vehicle_movement,timelines,CASE072-EVT011,Interaction preceding the reported incident.,P0958|P0837
CASE072,2025-08-19T02:34:00,meeting,timelines,CASE072-EVT016,Interaction preceding the reported incident.,P0958|P0281
CASE072,2025-08-19T02:34:00,cdr_sms,cdr,CDR14601,sms 624s,P0958|P0604
CASE072,2025-08-19T02:34:00,cdr_sms,cdr,CDR14676,sms 705s,P0958|P0882
CASE072,2025-08-19T03:34:00,cdr_voice,cdr,CDR14710,voice 431s,P0958|P0481
CASE072,2025-08-19T03:34:00,cdr_voice,cdr,CDR14727,voice 277s,P0958|P0403
CASE072,2025-08-19T04:34:00,phone_call,timelines,CASE072-EVT044,Interaction preceding the reported incident.,P0958|P0010
CASE072,2025-08-19T04:34:00,cdr_sms,cdr,CDR14612,sms 859s,P0958|P0592
CASE072,2025-08-19T05:34:00,cdr_voice,cdr,CDR14517,voice 475s,P0958|P0323
CASE072,2025-08-19T05:34:00,cdr_voice,cdr,CDR14713,voice 897s,P0958|P0541
CASE072,2025-08-19T05:34:00,cdr_voice,cdr,CDR14714,voice 566s,P0958|P0108
CASE072,2025-08-19T05:34:00,cdr_voice,cdr,CDR14734,voice 516s,P0958|P0013
CASE072,2025-08-19T06:34:00,cdr_voice,cdr,CDR14474,voice 772s,P0958|P0938
CASE072,2025-08-19T07:34:00,cdr_voice,cdr,CDR14482,voice 240s,P0958|P0663
CASE072,2025-08-19T07:34:00,cdr_voice,cdr,CDR14516,voice 518s,P0958|P0323
CASE072,2025-08-19T07:34:00,cdr_voice,cdr,CDR14527,voice 83s,P0958|P0051
CASE072,2025-08-19T07:34:00,cdr_voice,cdr,CDR14534,voice 833s,P0958|P0281
CASE072,2025-08-19T07:34:00,cdr_sms,cdr,CDR14665,sms 892s,P0958|P0048
CASE072,2025-08-19T07:34:00,cdr_sms,cdr,CDR14812,sms 288s,P0051|P0719
CASE072,2025-08-19T07:34:00,cdr_sms,cdr,CDR14818,sms 180s,P0887|P0371
CASE072,2025-08-19T08:34:00,cdr_voice,cdr,CDR14475,voice 216s,P0958|P0938
CASE072,2025-08-19T08:34:00,cdr_sms,cdr,CDR14483,sms 599s,P0958|P0663
CASE072,2025-08-19T08:34:00,cdr_voice,cdr,CDR14602,voice 108s,P0958|P0604
CASE072,2025-08-19T08:34:00,transaction,transactions,TX3394,legitimate transfer amount=9888,ACC0590|ACC0532
CASE072,2025-08-19T08:34:00,transaction,transactions,TX3406,legitimate transfer amount=17006,ACC0004|ACC0767
CASE072,2025-08-19T08:34:00,transaction,transactions,TX3428,legitimate transfer amount=19725,ACC0208|ACC0064
CASE072,2025-08-19T10:34:00,cdr_sms,cdr,CDR14480,sms 546s,P0958|P0663
CASE072,2025-08-19T10:34:00,cdr_sms,cdr,CDR14539,sms 140s,P0958|P0004
CASE072,2025-08-19T10:34:00,cdr_voice,cdr,CDR14633,voice 884s,P0958|P0588
CASE072,2025-08-19T11:34:00,cdr_voice,cdr,CDR14686,voice 299s,P0958|P0883
CASE072,2025-08-19T12:34:00,cdr_voice,cdr,CDR14502,voice 319s,P0958|P0825
CASE072,2025-08-19T12:34:00,cdr_voice,cdr,CDR14614,voice 163s,P0958|P0592
CASE072,2025-08-19T13:34:00,meeting,timelines,CASE072-EVT010,Interaction preceding the reported incident.,P0958|P0825
CASE072,2025-08-19T13:34:00,cdr_sms,cdr,CDR14536,sms 24s,P0958|P0004
CASE072,2025-08-19T13:34:00,cdr_voice,cdr,CDR14706,voice 806s,P0958|P0920
CASE072,2025-08-19T14:34:00,cdr_voice,cdr,CDR14639,voice 385s,P0958|P0240
CASE072,2025-08-19T15:34:00,vehicle_movement,timelines,CASE072-EVT046,Interaction preceding the reported incident.,P0958|P0599
CASE072,2025-08-19T16:34:00,cdr_voice,cdr,CDR14680,voice 854s,P0958|P0955
CASE072,2025-08-19T18:34:00,cdr_sms,cdr,CDR14485,sms 543s,P0958|P0019
CASE072,2025-08-19T19:34:00,vehicle_movement,timelines,CASE072-EVT005,Interaction preceding the reported incident.,P0958|P0019
CASE072,2025-08-19T19:34:00,cdr_voice,cdr,CDR14629,voice 185s,P0958|P0047
CASE072,2025-08-19T19:34:00,cdr_voice,cdr,CDR14663,voice 102s,P0958|P0887
CASE072,2025-08-19T20:34:00,vehicle_movement,timelines,CASE072-EVT034,Interaction preceding the reported incident.,P0958|P0604
CASE072,2025-08-19T20:34:00,cdr_voice,cdr,CDR14604,voice 542s,P0958|P0604
CASE072,2025-08-19T22:34:00,cdr_voice,cdr,CDR14547,voice 152s,P0958|P0295
CASE072,2025-08-19T22:34:00,cdr_voice,cdr,CDR14607,voice 495s,P0958|P0164
CASE072,2025-08-19T23:34:00,cdr_voice,cdr,CDR14469,voice 196s,P0958|P0650
CASE072,2025-08-20T00:34:00,phone_call,timelines,CASE072-EVT029,Interaction preceding the reported incident.,P0958|P0377
CASE072,2025-08-20T00:34:00,cdr_voice,cdr,CDR14542,voice 27s,P0958|P0261
CASE072,2025-08-20T00:34:00,cdr_voice,cdr,CDR14660,voice 48s,P0958|P0887
CASE072,2025-08-20T01:34:00,meeting,timelines,CASE072-EVT026,Interaction preceding the reported incident.,P0958|P0906
CASE072,2025-08-20T01:34:00,meeting,timelines,CASE072-EVT058,Interaction preceding the reported incident.,P0958|P0920
CASE072,2025-08-20T01:34:00,cdr_sms,cdr,CDR14616,sms 836s,P0958|P0636
CASE072,2025-08-20T02:34:00,phone_call,timelines,CASE072-EVT008,Interaction preceding the reported incident.,P0958|P0935
CASE072,2025-08-20T02:34:00,cdr_voice,cdr,CDR14470,voice 89s,P0958|P0650
CASE072,2025-08-20T03:34:00,cdr_sms,cdr,CDR14574,sms 141s,P0958|P0906
CASE072,2025-08-20T04:34:00,cdr_sms,cdr,CDR14540,sms 268s,P0958|P0004
CASE072,2025-08-20T04:34:00,cdr_sms,cdr,CDR14683,sms 509s,P0958|P0846
CASE072,2025-08-20T04:34:00,cdr_voice,cdr,CDR14717,voice 585s,P0958|P0108
CASE072,2025-08-20T05:34:00,vehicle_movement,timelines,CASE072-EVT065,Interaction preceding the reported incident.,P0958|P0289
CASE072,2025-08-20T06:34:00,cdr_voice,cdr,CDR14554,voice 600s,P0958|P0401
CASE072,2025-08-20T07:34:00,cdr_voice,cdr,CDR14653,voice 841s,P0958|P0599
CASE072,2025-08-20T07:34:00,cdr_voice,cdr,CDR14708,voice 817s,P0958|P0481
CASE072,2025-08-20T08:34:00,transaction,transactions,TX3398,legitimate transfer amount=8633,ACC0535|ACC0379
CASE072,2025-08-20T09:34:00,cdr_voice,cdr,CDR14499,voice 890s,P0958|P0869
CASE072,2025-08-20T09:34:00,cdr_voice,cdr,CDR14597,voice 344s,P0958|P0769
CASE072,2025-08-20T09:34:00,cdr_voice,cdr,CDR14619,voice 543s,P0958|P0214
CASE072,2025-08-20T09:34:00,cdr_voice,cdr,CDR14636,voice 167s,P0958|P0588
CASE072,2025-08-20T10:34:00,cdr_sms,cdr,CDR14662,sms 386s,P0958|P0887
CASE072,2025-08-20T11:34:00,cdr_sms,cdr,CDR14555,sms 329s,P0958|P0319
CASE072,2025-08-20T11:34:00,cdr_voice,cdr,CDR14588,voice 758s,P0958|P0754
CASE072,2025-08-20T11:34:00,cdr_voice,cdr,CDR14595,voice 506s,P0958|P0146
CASE072,2025-08-20T11:34:00,cdr_sms,cdr,CDR14682,sms 424s,P0958|P0955
CASE072,2025-08-20T12:34:00,cdr_voice,cdr,CDR14572,voice 842s,P0958|P0906
CASE072,2025-08-20T12:34:00,cdr_voice,cdr,CDR14827,voice 520s,P0281|P0899
CASE072,2025-08-20T13:34:00,phone_call,timelines,CASE072-EVT061,Interaction preceding the reported incident.,P0958|P0108
CASE072,2025-08-20T14:34:00,meeting,timelines,CASE072-EVT053,Interaction preceding the reported incident.,P0958|P0846
CASE072,2025-08-20T14:34:00,meeting,timelines,CASE072-EVT057,Interaction preceding the reported incident.,P0958|P0533
CASE072,2025-08-20T16:34:00,cdr_sms,cdr,CDR14765,sms 542s,P0240|P0800
CASE072,2025-08-20T17:34:00,cdr_sms,cdr,CDR14521,sms 784s,P0958|P0323
CASE072,2025-08-20T17:34:00,cdr_sms,cdr,CDR14568,sms 153s,P0958|P0757
CASE072,2025-08-20T17:34:00,cdr_voice,cdr,CDR14674,voice 312s,P0958|P0882
CASE072,2025-08-20T18:34:00,meeting,timelines,CASE072-EVT038,Interaction preceding the reported incident.,P0958|P0214
CASE072,2025-08-20T18:34:00,meeting,timelines,CASE072-EVT060,Interaction preceding the reported incident.,P0958|P0541
CASE072,2025-08-20T18:34:00,cdr_voice,cdr,CDR14505,voice 887s,P0958|P0825
CASE072,2025-08-20T18:34:00,cdr_voice,cdr,CDR14579,voice 497s,P0958|P0070
CASE072,2025-08-20T18:34:00,cdr_voice,cdr,CDR14586,voice 682s,P0958|P0754
CASE072,2025-08-20T18:34:00,cdr_sms,cdr,CDR14690,sms 114s,P0958|P0311
CASE072,2025-08-20T18:34:00,cdr_voice,cdr,CDR14698,voice 605s,P0958|P0834
CASE072,2025-08-20T19:34:00,cdr_sms,cdr,CDR14560,sms 459s,P0958|P0691
CASE072,2025-08-20T20:34:00,cdr_voice,cdr,CDR14473,voice 326s,P0958|P0172
CASE072,2025-08-20T22:34:00,cdr_sms,cdr,CDR14487,sms 245s,P0958|P0019
CASE072,2025-08-20T22:34:00,cdr_sms,cdr,CDR14513,sms 796s,P0958|P0336
CASE072,2025-08-20T22:34:00,cdr_sms,cdr,CDR14589,sms 307s,P0958|P0754
CASE072,2025-08-20T22:34:00,cdr_voice,cdr,CDR14628,voice 887s,P0958|P0047
CASE072,2025-08-20T23:34:00,cdr_voice,cdr,CDR14503,voice 18s,P0958|P0825
CASE072,2025-08-20T23:34:00,cdr_sms,cdr,CDR14529,sms 685s,P0958|P0051
CASE072,2025-08-21T00:34:00,cdr_voice,cdr,CDR14694,voice 443s,P0958|P0311
CASE072,2025-08-21T00:34:00,cdr_voice,cdr,CDR14731,voice 794s,P0958|P0289
CASE072,2025-08-21T00:34:00,cdr_sms,cdr,CDR14782,sms 173s,P0938|P0697
CASE072,2025-08-21T01:34:00,cdr_sms,cdr,CDR14728,sms 422s,P0958|P0289
CASE072,2025-08-21T03:34:00,cdr_sms,cdr,CDR14490,sms 432s,P0958|P0615
CASE072,2025-08-21T03:34:00,cdr_sms,cdr,CDR14651,sms 349s,P0958|P0599
CASE072,2025-08-21T03:34:00,cdr_voice,cdr,CDR14819,voice 361s,P0588|P0876
CASE072,2025-08-21T04:34:00,vehicle_movement,timelines,CASE072-EVT041,Interaction preceding the reported incident.,P0958|P0588
CASE072,2025-08-21T05:34:00,cdr_sms,cdr,CDR14678,sms 285s,P0958|P0955
CASE072,2025-08-21T05:34:00,location_co-location,location_events,CASE072-LE0370,seen at LOC0195,P0958
CASE072,2025-08-21T06:34:00,meeting,timelines,CASE072-EVT043,Interaction preceding the reported incident.,P0958|P0687
CASE072,2025-08-21T06:34:00,cdr_voice,cdr,CDR14627,voice 841s,P0958|P0047
CASE072,2025-08-21T06:34:00,cdr_voice,cdr,CDR14631,voice 874s,P0958|P0767
CASE072,2025-08-21T07:34:00,cdr_sms,cdr,CDR14495,sms 891s,P0958|P0935
CASE072,2025-08-21T07:34:00,cdr_sms,cdr,CDR14723,sms 807s,P0958|P0403
CASE072,2025-08-21T08:34:00,cdr_voice,cdr,CDR14519,voice 684s,P0958|P0323
CASE072,2025-08-21T08:34:00,transaction,transactions,TX3390,transfer amount=235000,ACC0570|ACC0141
CASE072,2025-08-21T08:34:00,transaction,transactions,TX3416,legitimate transfer amount=8631,ACC0313|ACC0152
CASE072,2025-08-21T08:34:00,transaction,transactions,TX3419,legitimate transfer amount=9461,ACC0667|ACC0235
CASE072,2025-08-21T09:34:00,cdr_voice,cdr,CDR14541,voice 101s,P0958|P0261
CASE072,2025-08-21T10:34:00,cdr_voice,cdr,CDR14777,voice 404s,P0261|P0432
CASE072,2025-08-21T11:34:00,cdr_voice,cdr,CDR14644,voice 395s,P0958|P0010
CASE072,2025-08-21T11:34:00,cdr_sms,cdr,CDR14715,sms 672s,P0958|P0108
CASE072,2025-08-21T13:34:00,meeting,timelines,CASE072-EVT067,Interaction preceding the reported incident.,P0958|P0065
CASE072,2025-08-21T13:34:00,cdr_voice,cdr,CDR14718,voice 152s,P0958|P0473
CASE072,2025-08-21T14:34:00,cdr_voice,cdr,CDR14593,voice 691s,P0958|P0146
CASE072,2025-08-21T14:34:00,cdr_voice,cdr,CDR14626,voice 588s,P0958|P0047
CASE072,2025-08-21T15:34:00,cdr_sms,cdr,CDR14799,sms 111s,P0240|P0437
CASE072,2025-08-21T16:34:00,cdr_voice,cdr,CDR14701,voice 254s,P0958|P0533
CASE072,2025-08-21T17:34:00,cdr_sms,cdr,CDR14744,sms 369s,P0588|P0689
CASE072,2025-08-21T18:34:00,cdr_voice,cdr,CDR14518,voice 695s,P0958|P0323
CASE072,2025-08-21T18:34:00,cdr_voice,cdr,CDR14591,voice 429s,P0958|P0169
CASE072,2025-08-21T18:34:00,cdr_voice,cdr,CDR14638,voice 317s,P0958|P0240
CASE072,2025-08-21T19:34:00,meeting,timelines,CASE072-EVT036,Interaction preceding the reported incident.,P0958|P0592
CASE072,2025-08-21T19:34:00,cdr_voice,cdr,CDR14526,voice 143s,P0958|P0051
CASE072,2025-08-21T19:34:00,cdr_voice,cdr,CDR14553,voice 122s,P0958|P0401
CASE072,2025-08-21T20:34:00,cdr_sms,cdr,CDR14477,sms 527s,P0958|P0938
CASE072,2025-08-21T20:34:00,cdr_voice,cdr,CDR14492,voice 537s,P0958|P0450
CASE072,2025-08-21T21:34:00,cdr_voice,cdr,CDR14467,voice 77s,P0958|P0650
CASE072,2025-08-21T21:34:00,cdr_voice,cdr,CDR14693,voice 141s,P0958|P0311
CASE072,2025-08-21T21:34:00,cdr_voice,cdr,CDR14733,voice 15s,P0958|P0289
CASE072,2025-08-21T22:34:00,meeting,timelines,CASE072-EVT009,Interaction preceding the reported incident.,P0958|P0869
CASE072,2025-08-21T22:34:00,vehicle_movement,timelines,CASE072-EVT047,Interaction preceding the reported incident.,P0958|P0764
CASE072,2025-08-21T22:34:00,cdr_voice,cdr,CDR14615,voice 38s,P0958|P0592
CASE072,2025-08-21T23:34:00,cdr_voice,cdr,CDR14641,voice 110s,P0958|P0687
CASE072,2025-08-21T23:34:00,cdr_sms,cdr,CDR14801,sms 297s,P0958|P0873
CASE072,2025-08-22T00:34:00,meeting,timelines,CASE072-EVT015,Interaction preceding the reported incident.,P0958|P0051
CASE072,2025-08-22T01:34:00,cdr_voice,cdr,CDR14592,voice 585s,P0958|P0169
CASE072,2025-08-22T01:34:00,cdr_voice,cdr,CDR14630,voice 570s,P0958|P0047
CASE072,2025-08-22T01:34:00,cdr_voice,cdr,CDR14820,voice 308s,P0319|P0692
CASE072,2025-08-22T02:34:00,cdr_voice,cdr,CDR14618,voice 394s,P0958|P0636
CASE072,2025-08-22T03:34:00,cdr_sms,cdr,CDR14606,sms 194s,P0958|P0164
CASE072,2025-08-22T03:34:00,cdr_sms,cdr,CDR14642,sms 635s,P0958|P0687
CASE072,2025-08-22T04:34:00,cdr_voice,cdr,CDR14478,voice 194s,P0958|P0938
CASE072,2025-08-22T04:34:00,cdr_voice,cdr,CDR14716,voice 493s,P0958|P0108
CASE072,2025-08-22T05:34:00,meeting,timelines,CASE072-EVT066,Interaction preceding the reported incident.,P0958|P0013
CASE072,2025-08-22T05:34:00,cdr_sms,cdr,CDR14576,sms 753s,P0958|P0808
CASE072,2025-08-22T05:34:00,cdr_voice,cdr,CDR14637,voice 191s,P0958|P0588
CASE072,2025-08-22T05:34:00,cdr_voice,cdr,CDR14743,voice 215s,P0764|P0472
CASE072,2025-08-22T06:34:00,meeting,timelines,CASE072-EVT056,Interaction preceding the reported incident.,P0958|P0834
CASE072,2025-08-22T06:34:00,cdr_sms,cdr,CDR14584,sms 258s,P0958|P0377
CASE072,2025-08-22T07:34:00,cdr_voice,cdr,CDR14689,voice 329s,P0958|P0883
CASE072,2025-08-22T07:34:00,cdr_voice,cdr,CDR14761,voice 440s,P0825|P0158
CASE072,2025-08-22T07:34:00,cdr_sms,cdr,CDR14790,sms 463s,P0869|P0511
CASE072,2025-08-22T09:34:00,cdr_sms,cdr,CDR14774,sms 222s,P0764|P0091
CASE072,2025-08-22T10:34:00,cdr_sms,cdr,CDR14613,sms 466s,P0958|P0592
CASE072,2025-08-22T10:34:00,cdr_voice,cdr,CDR14677,voice 144s,P0958|P0882
CASE072,2025-08-22T12:34:00,cdr_voice,cdr,CDR14580,voice 249s,P0958|P0070
CASE072,2025-08-22T13:34:00,cdr_sms,cdr,CDR14803,sms 569s,P0882|P0197
CASE072,2025-08-22T14:34:00,phone_call,timelines,CASE072-EVT020,Interaction preceding the reported incident.,P0958|P0489
CASE072,2025-08-22T14:34:00,cdr_voice,cdr,CDR14558,voice 814s,P0958|P0319
CASE072,2025-08-22T14:34:00,cdr_sms,cdr,CDR14776,sms 415s,P0013|P0313
CASE072,2025-08-22T16:34:00,cdr_voice,cdr,CDR14548,voice 243s,P0958|P0489
CASE072,2025-08-22T17:34:00,cdr_voice,cdr,CDR14501,voice 41s,P0958|P0825
CASE072,2025-08-22T17:34:00,cdr_sms,cdr,CDR14645,sms 562s,P0958|P0010
CASE072,2025-08-22T17:34:00,cdr_voice,cdr,CDR14700,voice 122s,P0958|P0834
CASE072,2025-08-22T18:34:00,cdr_sms,cdr,CDR14524,sms 871s,P0958|P0751
CASE072,2025-08-22T20:34:00,meeting,timelines,CASE072-EVT045,Interaction preceding the reported incident.,P0958|P0968
CASE072,2025-08-22T21:34:00,vehicle_movement,timelines,CASE072-EVT017,Interaction preceding the reported incident.,P0958|P0004
CASE072,2025-08-22T21:34:00,cdr_sms,cdr,CDR14826,sms 107s,P0588|P0446
CASE072,2025-08-22T22:34:00,cdr_voice,cdr,CDR14507,voice 304s,P0958|P0837
CASE072,2025-08-22T22:34:00,cdr_sms,cdr,CDR14823,sms 339s,P0403|P0385
CASE072,2025-08-23T01:34:00,cdr_voice,cdr,CDR14493,voice 105s,P0958|P0450
CASE072,2025-08-23T01:34:00,cdr_voice,cdr,CDR14594,voice 283s,P0958|P0146
CASE072,2025-08-23T03:34:00,cdr_sms,cdr,CDR14625,sms 54s,P0958|P0047
CASE072,2025-08-23T03:34:00,cdr_voice,cdr,CDR14643,voice 593s,P0958|P0010
CASE072,2025-08-23T03:34:00,cdr_sms,cdr,CDR14697,sms 245s,P0958|P0834
CASE072,2025-08-23T03:34:00,cdr_sms,cdr,CDR14711,sms 840s,P0958|P0481
CASE072,2025-08-23T04:34:00,cdr_voice,cdr,CDR14556,voice 443s,P0958|P0319
CASE072,2025-08-23T05:34:00,cdr_voice,cdr,CDR14587,voice 669s,P0958|P0754
CASE072,2025-08-23T06:34:00,cdr_voice,cdr,CDR14648,voice 186s,P0958|P0968
CASE072,2025-08-23T07:34:00,cdr_sms,cdr,CDR14500,sms 123s,P0958|P0869
CASE072,2025-08-23T07:34:00,cdr_sms,cdr,CDR14691,sms 593s,P0958|P0311
CASE072,2025-08-23T08:34:00,cdr_voice,cdr,CDR14533,voice 351s,P0958|P0281
CASE072,2025-08-23T08:34:00,cdr_voice,cdr,CDR14565,voice 65s,P0958|P0757
CASE072,2025-08-23T08:34:00,cdr_sms,cdr,CDR14671,sms 785s,P0958|P0290
CASE072,2025-08-23T08:34:00,transaction,transactions,TX3391,transfer amount=235000,ACC0141|ACC0083
CASE072,2025-08-23T08:34:00,transaction,transactions,TX3418,legitimate transfer amount=1463,ACC0667|ACC0727
CASE072,2025-08-23T10:34:00,cdr_voice,cdr,CDR14696,voice 187s,P0958|P0834
CASE072,2025-08-23T13:34:00,cdr_sms,cdr,CDR14699,sms 326s,P0958|P0834
CASE072,2025-08-23T14:34:00,meeting,timelines,CASE072-EVT051,Interaction preceding the reported incident.,P0958|P0882
CASE072,2025-08-23T14:34:00,cdr_voice,cdr,CDR14666,voice 631s,P0958|P0048
CASE072,2025-08-23T15:34:00,meeting,timelines,CASE072-EVT030,Interaction preceding the reported incident.,P0958|P0754
CASE072,2025-08-23T15:34:00,phone_call,timelines,CASE072-EVT063,Interaction preceding the reported incident.,P0958|P0670
CASE072,2025-08-23T15:34:00,cdr_voice,cdr,CDR14640,voice 215s,P0958|P0687
CASE072,2025-08-23T16:34:00,vehicle_movement,timelines,CASE072-EVT037,Interaction preceding the reported incident.,P0958|P0636
CASE072,2025-08-23T17:34:00,cdr_voice,cdr,CDR14585,voice 103s,P0958|P0377
CASE072,2025-08-23T20:34:00,phone_call,timelines,CASE072-EVT024,Interaction preceding the reported incident.,P0958|P0379
CASE072,2025-08-23T20:34:00,vehicle_movement,timelines,CASE072-EVT035,Interaction preceding the reported incident.,P0958|P0164
CASE072,2025-08-23T20:34:00,cdr_sms,cdr,CDR14603,sms 376s,P0958|P0604
CASE072,2025-08-23T21:34:00,cdr_sms,cdr,CDR14609,sms 463s,P0958|P0164
CASE072,2025-08-23T21:34:00,cdr_voice,cdr,CDR14822,voice 560s,P0754|P0648
CASE072,2025-08-23T22:34:00,phone_call,timelines,CASE072-EVT004,Interaction preceding the reported incident.,P0958|P0663
CASE072,2025-08-23T22:34:00,phone_call,timelines,CASE072-EVT049,Interaction preceding the reported incident.,P0958|P0048
CASE072,2025-08-23T23:34:00,phone_call,timelines,CASE072-EVT042,Interaction preceding the reported incident.,P0958|P0240
CASE072,2025-08-23T23:34:00,meeting,timelines,CASE072-EVT064,Interaction preceding the reported incident.,P0958|P0403
CASE072,2025-08-24T00:34:00,phone_call,timelines,CASE072-EVT048,Interaction preceding the reported incident.,P0958|P0887
CASE072,2025-08-24T00:34:00,cdr_voice,cdr,CDR14504,voice 312s,P0958|P0825
CASE072,2025-08-24T00:34:00,cdr_sms,cdr,CDR14724,sms 580s,P0958|P0403
CASE072,2025-08-24T01:34:00,cdr_voice,cdr,CDR14538,voice 515s,P0958|P0004
CASE072,2025-08-24T01:34:00,cdr_voice,cdr,CDR14675,voice 56s,P0958|P0882
CASE072,2025-08-24T01:34:00,cdr_voice,cdr,CDR14817,voice 239s,P0051|P0034
CASE072,2025-08-24T02:34:00,vehicle_movement,timelines,CASE072-EVT028,Interaction preceding the reported incident.,P0958|P0070
CASE072,2025-08-24T02:34:00,cdr_sms,cdr,CDR14623,sms 43s,P0958|P0214
CASE072,2025-08-24T02:34:00,cdr_voice,cdr,CDR14646,voice 463s,P0958|P0010
CASE072,2025-08-24T02:34:00,cdr_voice,cdr,CDR14758,voice 180s,P0290|P0351
CASE072,2025-08-24T03:34:00,cdr_sms,cdr,CDR14481,sms 232s,P0958|P0663
CASE072,2025-08-24T03:34:00,cdr_voice,cdr,CDR14511,voice 564s,P0958|P0336
CASE072,2025-08-24T03:34:00,cdr_voice,cdr,CDR14520,voice 544s,P0958|P0323
CASE072,2025-08-24T03:34:00,cdr_voice,cdr,CDR14739,voice 690s,P0958|P0065
CASE072,2025-08-24T04:34:00,phone_call,timelines,CASE072-EVT001,Interaction preceding the reported incident.,P0958|P0650
CASE072,2025-08-24T04:34:00,meeting,timelines,CASE072-EVT031,Interaction preceding the reported incident.,P0958|P0169
CASE072,2025-08-24T04:34:00,cdr_voice,cdr,CDR14515,voice 518s,P0958|P0336
CASE072,2025-08-24T05:34:00,cdr_voice,cdr,CDR14550,voice 358s,P0958|P0401
CASE072,2025-08-24T05:34:00,cdr_sms,cdr,CDR14596,sms 414s,P0958|P0146
CASE072,2025-08-24T05:34:00,cdr_sms,cdr,CDR14749,sms 576s,P0604|P0831
CASE072,2025-08-24T06:34:00,cdr_sms,cdr,CDR14709,sms 640s,P0958|P0481
CASE072,2025-08-24T08:34:00,cdr_voice,cdr,CDR14617,voice 341s,P0958|P0636
CASE072,2025-08-24T08:34:00,transaction,transactions,TX3392,transfer amount=150000,ACC0083|ACC0037
CASE072,2025-08-24T08:34:00,transaction,transactions,TX3396,legitimate transfer amount=11869,ACC0156|ACC0081
CASE072,2025-08-24T08:34:00,transaction,transactions,TX3417,legitimate transfer amount=17652,ACC0524|ACC0677
CASE072,2025-08-24T08:34:00,transaction,transactions,TX3427,legitimate transfer amount=12868,ACC0109|ACC0778
CASE072,2025-08-24T08:34:00,location_co-location,location_events,CASE072-LE0371,seen at LOC0195,P0650
CASE072,2025-08-24T12:34:00,cdr_sms,cdr,CDR14780,sms 245s,P0955|P0862
CASE072,2025-08-24T13:34:00,cdr_voice,cdr,CDR14525,voice 672s,P0958|P0751
CASE072,2025-08-24T13:34:00,cdr_voice,cdr,CDR14571,voice 440s,P0958|P0906
CASE072,2025-08-24T13:34:00,cdr_voice,cdr,CDR14622,voice 55s,P0958|P0214
CASE072,2025-08-24T13:34:00,cdr_voice,cdr,CDR14635,voice 61s,P0958|P0588
CASE072,2025-08-24T13:34:00,cdr_voice,cdr,CDR14687,voice 518s,P0958|P0883
CASE072,2025-08-24T14:34:00,cdr_voice,cdr,CDR14793,voice 116s,P0019|P0193
CASE072,2025-08-24T14:34:00,cdr_voice,cdr,CDR14796,voice 500s,P0013|P0344
CASE072,2025-08-24T14:34:00,cdr_voice,cdr,CDR14828,voice 530s,P0010|P0855
CASE072,2025-08-24T15:34:00,cdr_voice,cdr,CDR14479,voice 203s,P0958|P0663
CASE072,2025-08-24T15:34:00,cdr_voice,cdr,CDR14664,voice 534s,P0958|P0887
CASE072,2025-08-24T16:34:00,cdr_voice,cdr,CDR14745,voice 174s,P0377|P0604
CASE072,2025-08-24T17:34:00,cdr_voice,cdr,CDR14599,voice 869s,P0958|P0769
CASE072,2025-08-24T18:34:00,cdr_voice,cdr,CDR14494,voice 523s,P0958|P0935
CASE072,2025-08-24T18:34:00,cdr_voice,cdr,CDR14681,voice 528s,P0958|P0955
CASE072,2025-08-24T20:34:00,cdr_voice,cdr,CDR14552,voice 375s,P0958|P0401
CASE072,2025-08-24T20:34:00,cdr_voice,cdr,CDR14620,voice 290s,P0958|P0214
CASE072,2025-08-24T21:34:00,cdr_sms,cdr,CDR14766,sms 151s,P0311|P0545
CASE072,2025-08-24T22:34:00,cdr_voice,cdr,CDR14532,voice 515s,P0958|P0281
CASE072,2025-08-24T22:34:00,cdr_voice,cdr,CDR14768,voice 309s,P0754|P0531
CASE072,2025-08-25T01:34:00,cdr_voice,cdr,CDR14570,voice 489s,P0958|P0906
CASE072,2025-08-25T01:34:00,cdr_voice,cdr,CDR14649,voice 518s,P0958|P0968
CASE072,2025-08-25T03:34:00,cdr_sms,cdr,CDR14551,sms 565s,P0958|P0401
CASE072,2025-08-25T03:34:00,cdr_voice,cdr,CDR14569,voice 322s,P0958|P0906
CASE072,2025-08-25T04:34:00,cdr_voice,cdr,CDR14557,voice 870s,P0958|P0319
CASE072,2025-08-25T04:34:00,cdr_voice,cdr,CDR14684,voice 358s,P0958|P0846
CASE072,2025-08-25T04:34:00,cdr_sms,cdr,CDR14725,sms 388s,P0958|P0403
CASE072,2025-08-25T05:34:00,cdr_voice,cdr,CDR14667,voice 632s,P0958|P0048
