case_id,source,target,type
CASE050,P0118,P0013,TRUE_NETWORK_EDGE
CASE050,P0118,P0938,TRUE_NETWORK_EDGE
CASE050,P0118,P0190,TRUE_NETWORK_EDGE
CASE050,P0118,P0278,TRUE_NETWORK_EDGE
CASE050,P0118,P0378,TRUE_NETWORK_EDGE
CASE050,P0118,P0942,TRUE_NETWORK_EDGE
CASE050,P0118,P0582,TRUE_NETWORK_EDGE
CASE050,P0118,P0732,TRUE_NETWORK_EDGE
CASE050,P0118,P0956,TRUE_NETWORK_EDGE
CASE050,P0118,P0998,TRUE_NETWORK_EDGE
CASE050,P0118,P0180,TRUE_NETWORK_EDGE
CASE050,P0118,P0482,TRUE_NETWORK_EDGE
CASE050,P0118,P0227,TRUE_NETWORK_EDGE
CASE050,P0118,P0943,TRUE_NETWORK_EDGE
CASE050,P0118,P0401,TRUE_NETWORK_EDGE
CASE050,P0118,P0441,TRUE_NETWORK_EDGE
CASE051,P0009,P0201,TRUE_NETWORK_EDGE
CASE051,P0009,P0145,TRUE_NETWORK_EDGE
CASE052,P0086,P0716,TRUE_NETWORK_EDGE
CASE052,P0716,P0783,TRUE_NETWORK_EDGE
CASE053,P0968,P0494,TRUE_NETWORK_EDGE
CASE053,P0494,P0774,TRUE_NETWORK_EDGE
CASE053,P0774,P0808,TRUE_NETWORK_EDGE
CASE053,P0808,P0438,TRUE_NETWORK_EDGE
CASE053,P0438,P0874,TRUE_NETWORK_EDGE
CASE053,P0874,P0873,TRUE_NETWORK_EDGE
CASE053,P0873,P0241,TRUE_NETWORK_EDGE
CASE053,P0241,P0988,TRUE_NETWORK_EDGE
CASE053,P0988,P0901,TRUE_NETWORK_EDGE
CASE053,P0901,P0688,TRUE_NETWORK_EDGE
CASE053,P0688,P0158,TRUE_NETWORK_EDGE
CASE054,P0497,P0126,TRUE_NETWORK_EDGE
CASE054,P0366,P0126,TRUE_NETWORK_EDGE
CASE054,P0251,P0053,TRUE_NETWORK_EDGE
CASE054,P0126,P0053,TRUE_NETWORK_EDGE
CASE055,P0476,P0101,TRUE_NETWORK_EDGE
CASE055,P0117,P0563,TRUE_NETWORK_EDGE
CASE055,P0712,P0398,TRUE_NETWORK_EDGE
CASE055,P0856,P0430,TRUE_NETWORK_EDGE
CASE055,P0426,P0402,TRUE_NETWORK_EDGE
CASE055,P0981,P0280,TRUE_NETWORK_EDGE
CASE055,P0996,P0711,TRUE_NETWORK_EDGE
CASE055,P0964,P0890,TRUE_NETWORK_EDGE
CASE056,P0179,P0725,TRUE_NETWORK_EDGE
CASE056,P0179,P0688,TRUE_NETWORK_EDGE
CASE056,P0725,P0688,TRUE_NETWORK_EDGE
CASE056,P0725,P0485,TRUE_NETWORK_EDGE
CASE056,P0688,P0485,TRUE_NETWORK_EDGE
CASE056,P0688,P0986,TRUE_NETWORK_EDGE
CASE056,P0485,P0986,TRUE_NETWORK_EDGE
CASE056,P0485,P0379,TRUE_NETWORK_EDGE
CASE056,P0986,P0379,TRUE_NETWORK_EDGE
CASE056,P0986,P0687,TRUE_NETWORK_EDGE
CASE056,P0379,P0687,TRUE_NETWORK_EDGE
CASE056,P0379,P0783,TRUE_NETWORK_EDGE
CASE056,P0687,P0783,TRUE_NETWORK_EDGE
CASE056,P0687,P0607,TRUE_NETWORK_EDGE
CASE056,P0783,P0607,TRUE_NETWORK_EDGE
CASE056,P0783,P0532,TRUE_NETWORK_EDGE
CASE056,P0607,P0532,TRUE_NETWORK_EDGE
CASE056,P0607,P0698,TRUE_NETWORK_EDGE
CASE056,P0532,P0698,TRUE_NETWORK_EDGE
CASE056,P0532,P0847,TRUE_NETWORK_EDGE
CASE056,P0698,P0847,TRUE_NETWORK_EDGE
CASE056,P0698,P0315,TRUE_NETWORK_EDGE
CASE056,P0847,P0315,TRUE_NETWORK_EDGE
CASE056,P0847,P0702,TRUE_NETWORK_EDGE
CASE056,P0315,P0702,TRUE_NETWORK_EDGE
CASE056,P0315,P0992,TRUE_NETWORK_EDGE
CASE056,P0702,P0992,TRUE_NETWORK_EDGE
CASE056,P0702,P0251,TRUE_NETWORK_EDGE
CASE056,P0992,P0251,TRUE_NETWORK_EDGE
CASE056,P0992,P0480,TRUE_NETWORK_EDGE
CASE056,P0251,P0480,TRUE_NETWORK_EDGE
CASE056,P0251,P0178,TRUE_NETWORK_EDGE
CASE056,P0480,P0178,TRUE_NETWORK_EDGE
CASE056,P0480,P0728,TRUE_NETWORK_EDGE
CASE056,P0178,P0728,TRUE_NETWORK_EDGE
CASE056,P0178,P0966,TRUE_NETWORK_EDGE
CASE056,P0728,P0966,TRUE_NETWORK_EDGE
CASE056,P0728,P0555,TRUE_NETWORK_EDGE
CASE056,P0966,P0555,TRUE_NETWORK_EDGE
CASE056,P0966,P0192,TRUE_NETWORK_EDGE
CASE056,P0555,P0192,TRUE_NETWORK_EDGE
CASE056,P0555,P0809,TRUE_NETWORK_EDGE
CASE056,P0192,P0809,TRUE_NETWORK_EDGE
CASE056,P0192,P0406,TRUE_NETWORK_EDGE
CASE056,P0809,P0406,TRUE_NETWORK_EDGE
CASE056,P0809,P0822,TRUE_NETWORK_EDGE
CASE056,P0406,P0822,TRUE_NETWORK_EDGE
CASE056,P0406,P0699,TRUE_NETWORK_EDGE
CASE056,P0822,P0699,TRUE_NETWORK_EDGE
CASE056,P0822,P0775,TRUE_NETWORK_EDGE
CASE056,P0699,P0775,TRUE_NETWORK_EDGE
CASE056,P0699,P0297,TRUE_NETWORK_EDGE
CASE056,P0775,P0297,TRUE_NETWORK_EDGE
CASE056,P0775,P0124,TRUE_NETWORK_EDGE
CASE056,P0297,P0124,TRUE_NETWORK_EDGE
CASE056,P0297,P0328,TRUE_NETWORK_EDGE
CASE056,P0124,P0328,TRUE_NETWORK_EDGE
CASE056,P0124,P0429,TRUE_NETWORK_EDGE
CASE056,P0328,P0429,TRUE_NETWORK_EDGE
CASE057,P0851,P0285,TRUE_NETWORK_EDGE
CASE057,P0285,P0714,TRUE_NETWORK_EDGE
CASE058,P0637,P0821,TRUE_NETWORK_EDGE
CASE058,P0821,P0193,TRUE_NETWORK_EDGE
CASE058,P0193,P0543,TRUE_NETWORK_EDGE
CASE058,P0543,P0187,TRUE_NETWORK_EDGE
CASE058,P0187,P0487,TRUE_NETWORK_EDGE
CASE058,P0487,P0862,TRUE_NETWORK_EDGE
CASE058,P0373,P0771,TRUE_NETWORK_EDGE
CASE058,P0771,P0424,TRUE_NETWORK_EDGE
CASE058,P0424,P0426,TRUE_NETWORK_EDGE
CASE058,P0426,P0602,TRUE_NETWORK_EDGE
CASE058,P0602,P0350,TRUE_NETWORK_EDGE
CASE058,P0350,P0828,TRUE_NETWORK_EDGE
CASE058,P0862,P0373,TRUE_NETWORK_EDGE
CASE059,P0780,P0642,TRUE_NETWORK_EDGE
CASE059,P0642,P0373,TRUE_NETWORK_EDGE
CASE059,P0373,P0223,TRUE_NETWORK_EDGE
CASE059,P0223,P0671,TRUE_NETWORK_EDGE
CASE059,P0671,P0077,TRUE_NETWORK_EDGE
CASE059,P0077,P0075,TRUE_NETWORK_EDGE
CASE059,P0075,P0325,TRUE_NETWORK_EDGE
CASE059,P0325,P0466,TRUE_NETWORK_EDGE
CASE059,P0466,P0850,TRUE_NETWORK_EDGE
CASE059,P0850,P0958,TRUE_NETWORK_EDGE
CASE059,P0958,P0334,TRUE_NETWORK_EDGE
CASE059,P0334,P0117,TRUE_NETWORK_EDGE
CASE059,P0117,P0818,TRUE_NETWORK_EDGE
CASE059,P0818,P0676,TRUE_NETWORK_EDGE
CASE059,P0676,P0131,TRUE_NETWORK_EDGE
CASE059,P0131,P0425,TRUE_NETWORK_EDGE
CASE059,P0425,P0320,TRUE_NETWORK_EDGE
CASE059,P0320,P0130,TRUE_NETWORK_EDGE
CASE059,P0130,P0551,TRUE_NETWORK_EDGE
CASE059,P0551,P0296,TRUE_NETWORK_EDGE
CASE059,P0296,P0970,TRUE_NETWORK_EDGE
CASE059,P0970,P0405,TRUE_NETWORK_EDGE
CASE059,P0405,P0248,TRUE_NETWORK_EDGE
CASE059,P0960,P0678,TRUE_NETWORK_EDGE
CASE059,P0678,P0071,TRUE_NETWORK_EDGE
CASE059,P0071,P0009,TRUE_NETWORK_EDGE
CASE059,P0009,P0541,TRUE_NETWORK_EDGE
CASE059,P0541,P0585,TRUE_NETWORK_EDGE
CASE059,P0585,P0019,TRUE_NETWORK_EDGE
CASE059,P0019,P0503,TRUE_NETWORK_EDGE
CASE059,P0503,P0529,TRUE_NETWORK_EDGE
CASE059,P0529,P0445,TRUE_NETWORK_EDGE
CASE059,P0445,P0617,TRUE_NETWORK_EDGE
CASE059,P0617,P0426,TRUE_NETWORK_EDGE
CASE059,P0426,P0157,TRUE_NETWORK_EDGE
CASE059,P0157,P0324,TRUE_NETWORK_EDGE
CASE059,P0324,P0140,TRUE_NETWORK_EDGE
CASE059,P0140,P0613,TRUE_NETWORK_EDGE
CASE059,P0613,P0458,TRUE_NETWORK_EDGE
CASE059,P0458,P0193,TRUE_NETWORK_EDGE
CASE059,P0193,P0603,TRUE_NETWORK_EDGE
CASE059,P0603,P0885,TRUE_NETWORK_EDGE
CASE059,P0885,P0207,TRUE_NETWORK_EDGE
CASE059,P0207,P0584,TRUE_NETWORK_EDGE
CASE059,P0584,P0450,TRUE_NETWORK_EDGE
CASE059,P0450,P0692,TRUE_NETWORK_EDGE
CASE059,P0248,P0960,TRUE_NETWORK_EDGE
CASE060,P0577,P0884,TRUE_NETWORK_EDGE
CASE060,P0577,P0062,TRUE_NETWORK_EDGE
CASE060,P0577,P0713,TRUE_NETWORK_EDGE
CASE060,P0577,P0373,TRUE_NETWORK_EDGE
CASE060,P0577,P0311,TRUE_NETWORK_EDGE
CASE060,P0577,P0358,TRUE_NETWORK_EDGE
CASE060,P0577,P0354,TRUE_NETWORK_EDGE
CASE060,P0577,P0374,TRUE_NETWORK_EDGE
CASE060,P0577,P0758,TRUE_NETWORK_EDGE
CASE060,P0577,P0696,TRUE_NETWORK_EDGE
CASE060,P0577,P0666,TRUE_NETWORK_EDGE
CASE060,P0577,P0968,TRUE_NETWORK_EDGE
CASE060,P0577,P0498,TRUE_NETWORK_EDGE
CASE060,P0577,P0371,TRUE_NETWORK_EDGE
CASE060,P0577,P1000,TRUE_NETWORK_EDGE
CASE060,P0577,P0917,TRUE_NETWORK_EDGE
CASE060,P0577,P0035,TRUE_NETWORK_EDGE
CASE060,P0577,P0733,TRUE_NETWORK_EDGE
CASE060,P0577,P0033,TRUE_NETWORK_EDGE
CASE060,P0577,P0316,TRUE_NETWORK_EDGE
CASE060,P0577,P0557,TRUE_NETWORK_EDGE
CASE060,P0577,P0730,TRUE_NETWORK_EDGE
CASE060,P0577,P0934,TRUE_NETWORK_EDGE
CASE060,P0577,P0529,TRUE_NETWORK_EDGE
CASE060,P0577,P0263,TRUE_NETWORK_EDGE
CASE060,P0577,P0381,TRUE_NETWORK_EDGE
CASE060,P0577,P0684,TRUE_NETWORK_EDGE
CASE060,P0577,P0981,TRUE_NETWORK_EDGE
CASE060,P0577,P0580,TRUE_NETWORK_EDGE
CASE060,P0577,P0550,TRUE_NETWORK_EDGE
CASE060,P0577,P0370,TRUE_NETWORK_EDGE
CASE060,P0577,P0830,TRUE_NETWORK_EDGE
CASE060,P0577,P0559,TRUE_NETWORK_EDGE
CASE060,P0577,P0851,TRUE_NETWORK_EDGE
CASE060,P0577,P0960,TRUE_NETWORK_EDGE
CASE060,P0577,P0494,TRUE_NETWORK_EDGE
CASE060,P0577,P0697,TRUE_NETWORK_EDGE
CASE060,P0577,P0241,TRUE_NETWORK_EDGE
CASE061,P0353,P0432,TRUE_NETWORK_EDGE
CASE061,P0432,P0035,TRUE_NETWORK_EDGE
CASE061,P0035,P0715,TRUE_NETWORK_EDGE
CASE061,P0715,P0133,TRUE_NETWORK_EDGE
CASE061,P0133,P0497,TRUE_NETWORK_EDGE
CASE061,P0497,P0879,TRUE_NETWORK_EDGE
CASE061,P0879,P0661,TRUE_NETWORK_EDGE
CASE061,P0661,P0414,TRUE_NETWORK_EDGE
CASE061,P0414,P0198,TRUE_NETWORK_EDGE
CASE061,P0198,P0474,TRUE_NETWORK_EDGE
CASE061,P0474,P0115,TRUE_NETWORK_EDGE
CASE061,P0115,P0411,TRUE_NETWORK_EDGE
CASE061,P0411,P0617,TRUE_NETWORK_EDGE
CASE061,P0617,P0711,TRUE_NETWORK_EDGE
CASE061,P0711,P0493,TRUE_NETWORK_EDGE
CASE061,P0493,P0549,TRUE_NETWORK_EDGE
CASE061,P0549,P0899,TRUE_NETWORK_EDGE
CASE061,P0899,P0294,TRUE_NETWORK_EDGE
CASE061,P0294,P0839,TRUE_NETWORK_EDGE
CASE061,P0839,P0961,TRUE_NETWORK_EDGE
CASE061,P0961,P0345,TRUE_NETWORK_EDGE
CASE061,P0345,P0826,TRUE_NETWORK_EDGE
CASE061,P0826,P0544,TRUE_NETWORK_EDGE
CASE061,P0544,P0923,TRUE_NETWORK_EDGE
CASE061,P0923,P0933,TRUE_NETWORK_EDGE
CASE061,P0933,P0492,TRUE_NETWORK_EDGE
CASE061,P0492,P0050,TRUE_NETWORK_EDGE
CASE061,P0050,P0456,TRUE_NETWORK_EDGE
CASE061,P0456,P0116,TRUE_NETWORK_EDGE
CASE061,P0116,P0356,TRUE_NETWORK_EDGE
CASE061,P0356,P0363,TRUE_NETWORK_EDGE
CASE061,P0363,P0908,TRUE_NETWORK_EDGE
CASE061,P0908,P0072,TRUE_NETWORK_EDGE
CASE061,P0072,P0752,TRUE_NETWORK_EDGE
CASE061,P0752,P0996,TRUE_NETWORK_EDGE
CASE061,P0996,P0399,TRUE_NETWORK_EDGE
CASE061,P0399,P0855,TRUE_NETWORK_EDGE
CASE061,P0855,P0114,TRUE_NETWORK_EDGE
CASE061,P0114,P0800,TRUE_NETWORK_EDGE
CASE061,P0800,P0136,TRUE_NETWORK_EDGE
CASE061,P0136,P0001,TRUE_NETWORK_EDGE
CASE061,P0001,P0510,TRUE_NETWORK_EDGE
CASE061,P0510,P0371,TRUE_NETWORK_EDGE
CASE061,P0371,P0620,TRUE_NETWORK_EDGE
CASE061,P0620,P0272,TRUE_NETWORK_EDGE
CASE061,P0272,P0288,TRUE_NETWORK_EDGE
CASE061,P0288,P0346,TRUE_NETWORK_EDGE
CASE061,P0346,P0816,TRUE_NETWORK_EDGE
CASE061,P0816,P0331,TRUE_NETWORK_EDGE
CASE061,P0331,P0103,TRUE_NETWORK_EDGE
CASE061,P0103,P0968,TRUE_NETWORK_EDGE
CASE061,P0968,P0779,TRUE_NETWORK_EDGE
CASE061,P0779,P0350,TRUE_NETWORK_EDGE
CASE061,P0350,P0298,TRUE_NETWORK_EDGE
CASE061,P0298,P0370,TRUE_NETWORK_EDGE
CASE061,P0370,P0023,TRUE_NETWORK_EDGE
CASE061,P0023,P0631,TRUE_NETWORK_EDGE
CASE061,P0631,P0650,TRUE_NETWORK_EDGE
CASE061,P0650,P0327,TRUE_NETWORK_EDGE
CASE061,P0327,P0459,TRUE_NETWORK_EDGE
CASE061,P0459,P0890,TRUE_NETWORK_EDGE
CASE061,P0890,P0725,TRUE_NETWORK_EDGE
CASE061,P0725,P0766,TRUE_NETWORK_EDGE
CASE061,P0766,P0902,TRUE_NETWORK_EDGE
CASE061,P0902,P0049,TRUE_NETWORK_EDGE
CASE061,P0049,P0280,TRUE_NETWORK_EDGE
CASE061,P0280,P0435,TRUE_NETWORK_EDGE
CASE061,P0435,P0501,TRUE_NETWORK_EDGE
CASE061,P0501,P0740,TRUE_NETWORK_EDGE
CASE061,P0740,P0601,TRUE_NETWORK_EDGE
CASE061,P0601,P0379,TRUE_NETWORK_EDGE
CASE061,P0379,P0821,TRUE_NETWORK_EDGE
CASE061,P0821,P0321,TRUE_NETWORK_EDGE
CASE062,P0901,P0794,TRUE_NETWORK_EDGE
CASE062,P0794,P0314,TRUE_NETWORK_EDGE
CASE062,P0314,P0463,TRUE_NETWORK_EDGE
CASE062,P0463,P0366,TRUE_NETWORK_EDGE
CASE062,P0366,P0108,TRUE_NETWORK_EDGE
CASE062,P0108,P0757,TRUE_NETWORK_EDGE
CASE062,P0757,P0456,TRUE_NETWORK_EDGE
CASE062,P0456,P0200,TRUE_NETWORK_EDGE
CASE062,P0200,P0824,TRUE_NETWORK_EDGE
CASE062,P0824,P0363,TRUE_NETWORK_EDGE
CASE062,P0363,P0980,TRUE_NETWORK_EDGE
CASE062,P0980,P0895,TRUE_NETWORK_EDGE
CASE062,P0895,P0328,TRUE_NETWORK_EDGE
CASE062,P0328,P0519,TRUE_NETWORK_EDGE
CASE062,P0519,P0664,TRUE_NETWORK_EDGE
CASE062,P0664,P0816,TRUE_NETWORK_EDGE
CASE062,P0816,P0782,TRUE_NETWORK_EDGE
CASE062,P0782,P0199,TRUE_NETWORK_EDGE
CASE062,P0199,P0070,TRUE_NETWORK_EDGE
CASE062,P0070,P0359,TRUE_NETWORK_EDGE
CASE062,P0359,P0053,TRUE_NETWORK_EDGE
CASE062,P0053,P0287,TRUE_NETWORK_EDGE
CASE062,P0287,P0653,TRUE_NETWORK_EDGE
CASE062,P0653,P0915,TRUE_NETWORK_EDGE
CASE062,P0915,P0446,TRUE_NETWORK_EDGE
CASE062,P0446,P0112,TRUE_NETWORK_EDGE
CASE062,P0112,P0297,TRUE_NETWORK_EDGE
CASE062,P0297,P0060,TRUE_NETWORK_EDGE
CASE062,P0060,P0996,TRUE_NETWORK_EDGE
CASE062,P0996,P0806,TRUE_NETWORK_EDGE
CASE062,P0806,P0404,TRUE_NETWORK_EDGE
CASE062,P0404,P0345,TRUE_NETWORK_EDGE
CASE062,P0345,P0280,TRUE_NETWORK_EDGE
CASE062,P0280,P0853,TRUE_NETWORK_EDGE
CASE062,P0853,P0370,TRUE_NETWORK_EDGE
CASE062,P0370,P0288,TRUE_NETWORK_EDGE
CASE062,P0288,P0395,TRUE_NETWORK_EDGE
CASE062,P0395,P0181,TRUE_NETWORK_EDGE
CASE062,P0181,P0875,TRUE_NETWORK_EDGE
CASE062,P0875,P0469,TRUE_NETWORK_EDGE
CASE062,P0469,P0969,TRUE_NETWORK_EDGE
CASE062,P0969,P0544,TRUE_NETWORK_EDGE
CASE062,P0544,P0625,TRUE_NETWORK_EDGE
CASE063,P0471,P0116,TRUE_NETWORK_EDGE
CASE063,P0148,P0272,TRUE_NETWORK_EDGE
CASE063,P0148,P0694,TRUE_NETWORK_EDGE
CASE063,P0471,P0229,TRUE_NETWORK_EDGE
CASE063,P0471,P0005,TRUE_NETWORK_EDGE
CASE063,P0148,P0017,TRUE_NETWORK_EDGE
CASE063,P0148,P0124,TRUE_NETWORK_EDGE
CASE063,P0148,P0545,TRUE_NETWORK_EDGE
CASE063,P0471,P0707,TRUE_NETWORK_EDGE
CASE063,P0148,P0223,TRUE_NETWORK_EDGE
CASE063,P0148,P0390,TRUE_NETWORK_EDGE
CASE063,P0148,P0659,TRUE_NETWORK_EDGE
CASE063,P0148,P0806,TRUE_NETWORK_EDGE
CASE063,P0471,P0607,TRUE_NETWORK_EDGE
CASE063,P0148,P0689,TRUE_NETWORK_EDGE
CASE063,P0148,P0307,TRUE_NETWORK_EDGE
CASE063,P0148,P0448,TRUE_NETWORK_EDGE
CASE063,P0148,P0064,TRUE_NETWORK_EDGE
CASE063,P0471,P0999,TRUE_NETWORK_EDGE
CASE063,P0471,P0431,TRUE_NETWORK_EDGE
CASE063,P0148,P0484,TRUE_NETWORK_EDGE
CASE063,P0148,P0812,TRUE_NETWORK_EDGE
CASE063,P0471,P0370,TRUE_NETWORK_EDGE
CASE063,P0471,P0168,TRUE_NETWORK_EDGE
CASE063,P0148,P0289,TRUE_NETWORK_EDGE
CASE063,P0148,P0930,TRUE_NETWORK_EDGE
CASE063,P0148,P0306,TRUE_NETWORK_EDGE
CASE063,P0471,P0027,TRUE_NETWORK_EDGE
CASE063,P0471,P0611,TRUE_NETWORK_EDGE
CASE063,P0471,P0986,TRUE_NETWORK_EDGE
CASE063,P0148,P0145,TRUE_NETWORK_EDGE
CASE063,P0471,P0469,TRUE_NETWORK_EDGE
CASE063,P0471,P0630,TRUE_NETWORK_EDGE
CASE063,P0148,P0451,TRUE_NETWORK_EDGE
CASE063,P0148,P0575,TRUE_NETWORK_EDGE
CASE063,P0471,P0216,TRUE_NETWORK_EDGE
CASE063,P0148,P0135,TRUE_NETWORK_EDGE
CASE063,P0471,P0646,TRUE_NETWORK_EDGE
CASE063,P0471,P0947,TRUE_NETWORK_EDGE
CASE063,P0148,P0861,TRUE_NETWORK_EDGE
CASE063,P0471,P0499,TRUE_NETWORK_EDGE
CASE063,P0148,P0786,TRUE_NETWORK_EDGE
CASE063,P0148,P0134,TRUE_NETWORK_EDGE
CASE063,P0148,P0350,TRUE_NETWORK_EDGE
CASE063,P0471,P0001,TRUE_NETWORK_EDGE
CASE063,P0148,P0206,TRUE_NETWORK_EDGE
CASE063,P0471,P0282,TRUE_NETWORK_EDGE
CASE063,P0148,P0173,TRUE_NETWORK_EDGE
CASE063,P0148,P0189,TRUE_NETWORK_EDGE
CASE063,P0148,P0943,TRUE_NETWORK_EDGE
CASE063,P0471,P0388,TRUE_NETWORK_EDGE
CASE063,P0148,P0601,TRUE_NETWORK_EDGE
CASE063,P0148,P0746,TRUE_NETWORK_EDGE
CASE063,P0148,P0615,TRUE_NETWORK_EDGE
CASE063,P0148,P0973,TRUE_NETWORK_EDGE
CASE063,P0148,P0164,TRUE_NETWORK_EDGE
CASE064,P0753,P0462,TRUE_NETWORK_EDGE
CASE064,P0753,P0488,TRUE_NETWORK_EDGE
CASE064,P0753,P0568,TRUE_NETWORK_EDGE
CASE064,P0753,P0519,TRUE_NETWORK_EDGE
CASE064,P0753,P0169,TRUE_NETWORK_EDGE
CASE064,P0753,P0848,TRUE_NETWORK_EDGE
CASE065,P0790,P0401,TRUE_NETWORK_EDGE
CASE065,P0790,P0795,TRUE_NETWORK_EDGE
CASE065,P0560,P0015,TRUE_NETWORK_EDGE
CASE065,P0790,P0598,TRUE_NETWORK_EDGE
CASE065,P0560,P0561,TRUE_NETWORK_EDGE
CASE066,P0778,P0180,TRUE_NETWORK_EDGE
CASE066,P0180,P0743,TRUE_NETWORK_EDGE
CASE066,P0743,P0845,TRUE_NETWORK_EDGE
CASE066,P0845,P0956,TRUE_NETWORK_EDGE
CASE066,P0956,P0648,TRUE_NETWORK_EDGE
CASE066,P0648,P0368,TRUE_NETWORK_EDGE
CASE066,P0368,P0148,TRUE_NETWORK_EDGE
CASE066,P0148,P0853,TRUE_NETWORK_EDGE
CASE066,P0853,P0809,TRUE_NETWORK_EDGE
CASE066,P0809,P0942,TRUE_NETWORK_EDGE
CASE066,P0942,P0389,TRUE_NETWORK_EDGE
CASE066,P0389,P0940,TRUE_NETWORK_EDGE
CASE066,P0940,P0606,TRUE_NETWORK_EDGE
CASE066,P0606,P0789,TRUE_NETWORK_EDGE
CASE066,P0789,P0132,TRUE_NETWORK_EDGE
CASE066,P0132,P0274,TRUE_NETWORK_EDGE
CASE066,P0274,P0859,TRUE_NETWORK_EDGE
CASE066,P0859,P0213,TRUE_NETWORK_EDGE
CASE066,P0213,P0450,TRUE_NETWORK_EDGE
CASE066,P0450,P0107,TRUE_NETWORK_EDGE
CASE066,P0107,P0153,TRUE_NETWORK_EDGE
CASE066,P0153,P0932,TRUE_NETWORK_EDGE
CASE066,P0932,P0101,TRUE_NETWORK_EDGE
CASE066,P0101,P0248,TRUE_NETWORK_EDGE
CASE066,P0248,P0090,TRUE_NETWORK_EDGE
CASE066,P0090,P0141,TRUE_NETWORK_EDGE
CASE066,P0141,P0189,TRUE_NETWORK_EDGE
CASE066,P0189,P0601,TRUE_NETWORK_EDGE
CASE066,P0601,P0725,TRUE_NETWORK_EDGE
CASE066,P0725,P0405,TRUE_NETWORK_EDGE
CASE066,P0405,P0750,TRUE_NETWORK_EDGE
CASE066,P0750,P0688,TRUE_NETWORK_EDGE
CASE066,P0688,P0724,TRUE_NETWORK_EDGE
CASE066,P0724,P0957,TRUE_NETWORK_EDGE
CASE066,P0957,P0830,TRUE_NETWORK_EDGE
CASE066,P0830,P0930,TRUE_NETWORK_EDGE
CASE066,P0930,P0113,TRUE_NETWORK_EDGE
CASE066,P0113,P0171,TRUE_NETWORK_EDGE
CASE066,P0171,P0475,TRUE_NETWORK_EDGE
CASE066,P0475,P0104,TRUE_NETWORK_EDGE
CASE066,P0104,P0379,TRUE_NETWORK_EDGE
CASE066,P0379,P0850,TRUE_NETWORK_EDGE
CASE066,P0850,P0584,TRUE_NETWORK_EDGE
CASE066,P0584,P0580,TRUE_NETWORK_EDGE
CASE066,P0580,P0055,TRUE_NETWORK_EDGE
CASE066,P0055,P0410,TRUE_NETWORK_EDGE
CASE066,P0410,P0795,TRUE_NETWORK_EDGE
CASE066,P0795,P0501,TRUE_NETWORK_EDGE
CASE066,P0501,P0543,TRUE_NETWORK_EDGE
CASE066,P0543,P0391,TRUE_NETWORK_EDGE
CASE066,P0391,P0432,TRUE_NETWORK_EDGE
CASE066,P0432,P0498,TRUE_NETWORK_EDGE
CASE066,P0498,P0669,TRUE_NETWORK_EDGE
CASE066,P0669,P0441,TRUE_NETWORK_EDGE
CASE066,P0441,P0121,TRUE_NETWORK_EDGE
CASE066,P0121,P0713,TRUE_NETWORK_EDGE
CASE066,P0713,P0969,TRUE_NETWORK_EDGE
CASE066,P0969,P0697,TRUE_NETWORK_EDGE
CASE066,P0697,P0878,TRUE_NETWORK_EDGE
CASE066,P0878,P0444,TRUE_NETWORK_EDGE
CASE066,P0444,P0357,TRUE_NETWORK_EDGE
CASE066,P0357,P0784,TRUE_NETWORK_EDGE
CASE066,P0784,P0964,TRUE_NETWORK_EDGE
CASE066,P0964,P0553,TRUE_NETWORK_EDGE
CASE066,P0553,P0003,TRUE_NETWORK_EDGE
CASE066,P0003,P0687,TRUE_NETWORK_EDGE
CASE066,P0687,P0469,TRUE_NETWORK_EDGE
CASE066,P0469,P0806,TRUE_NETWORK_EDGE
CASE066,P0806,P0159,TRUE_NETWORK_EDGE
CASE066,P0159,P0671,TRUE_NETWORK_EDGE
CASE067,P0156,P0258,TRUE_NETWORK_EDGE
CASE068,P0763,P0309,TRUE_NETWORK_EDGE
CASE068,P0309,P0622,TRUE_NETWORK_EDGE
CASE068,P0622,P0267,TRUE_NETWORK_EDGE
CASE068,P0267,P0115,TRUE_NETWORK_EDGE
CASE068,P0115,P0932,TRUE_NETWORK_EDGE
CASE068,P0932,P0068,TRUE_NETWORK_EDGE
CASE068,P0068,P0333,TRUE_NETWORK_EDGE
CASE068,P0333,P0721,TRUE_NETWORK_EDGE
CASE068,P0721,P0225,TRUE_NETWORK_EDGE
CASE068,P0225,P0107,TRUE_NETWORK_EDGE
CASE068,P0107,P0089,TRUE_NETWORK_EDGE
CASE068,P0089,P0994,TRUE_NETWORK_EDGE
CASE068,P0994,P0845,TRUE_NETWORK_EDGE
CASE068,P0845,P0923,TRUE_NETWORK_EDGE
CASE068,P0923,P0795,TRUE_NETWORK_EDGE
CASE068,P0795,P0280,TRUE_NETWORK_EDGE
CASE068,P0280,P0051,TRUE_NETWORK_EDGE
CASE068,P0051,P0510,TRUE_NETWORK_EDGE
CASE068,P0510,P0971,TRUE_NETWORK_EDGE
CASE068,P0971,P0238,TRUE_NETWORK_EDGE
CASE068,P0238,P0262,TRUE_NETWORK_EDGE
CASE068,P0262,P0724,TRUE_NETWORK_EDGE
CASE068,P0724,P0103,TRUE_NETWORK_EDGE
CASE068,P0103,P0712,TRUE_NETWORK_EDGE
CASE068,P0712,P0788,TRUE_NETWORK_EDGE
CASE068,P0788,P0980,TRUE_NETWORK_EDGE
