fir_id,person_id,role,confidence,source
FIR0061,P0577,suspect,0.9,FIR0061
FIR0061,P0884,suspect,0.54,FIR0061
FIR0061,P0062,mentioned_person,0.65,FIR0061
FIR0061,P0713,mentioned_person,0.88,FIR0061
FIR0061,P0373,mentioned_person,0.43,FIR0061
FIR0061,P0311,mentioned_person,0.72,FIR0061
FIR0061,P0358,mentioned_person,0.83,FIR0061
FIR0061,P0354,mentioned_person,0.61,FIR0061
FIR0061,P0374,mentioned_person,0.76,FIR0061
FIR0061,P0758,mentioned_person,0.89,FIR0061
FIR0061,P0696,victim,0.58,FIR0061
FIR0061,P0666,mentioned_person,0.53,FIR0061
FIR0061,P0968,mentioned_person,0.78,FIR0061
FIR0061,P0498,mentioned_person,0.85,FIR0061
FIR0061,P0371,mentioned_person,0.94,FIR0061
FIR0061,P1000,mentioned_person,0.42,FIR0061
FIR0061,P0917,mentioned_person,0.45,FIR0061
FIR0061,P0035,mentioned_person,0.44,FIR0061
FIR0061,P0733,mentioned_person,0.56,FIR0061
FIR0061,P0033,mentioned_person,0.81,FIR0061
FIR0061,P0316,mentioned_person,0.5,FIR0061
FIR0061,P0557,mentioned_person,0.52,FIR0061
FIR0061,P0730,mentioned_person,0.85,FIR0061
FIR0061,P0934,mentioned_person,0.62,FIR0061
FIR0061,P0529,mentioned_person,0.55,FIR0061
FIR0061,P0263,mentioned_person,0.89,FIR0061
FIR0061,P0381,mentioned_person,0.78,FIR0061
FIR0061,P0684,mentioned_person,0.53,FIR0061
FIR0061,P0981,mentioned_person,0.71,FIR0061
FIR0061,P0580,mentioned_person,0.94,FIR0061
FIR0061,P0550,mentioned_person,0.91,FIR0061
FIR0061,P0370,mentioned_person,0.85,FIR0061
FIR0061,P0830,mentioned_person,0.75,FIR0061
FIR0061,P0559,mentioned_person,0.89,FIR0061
FIR0061,P0851,mentioned_person,0.56,FIR0061
FIR0061,P0960,mentioned_person,0.9,FIR0061
FIR0061,P0494,mentioned_person,0.44,FIR0061
FIR0061,P0697,mentioned_person,0.56,FIR0061
FIR0061,P0241,mentioned_person,0.87,FIR0061
FIR0062,P0353,suspect,0.7,FIR0062
FIR0062,P0432,suspect,0.78,FIR0062
FIR0062,P0035,mentioned_person,0.74,FIR0062
FIR0062,P0715,mentioned_person,0.8,FIR0062
FIR0062,P0133,mentioned_person,0.64,FIR0062
FIR0062,P0497,mentioned_person,0.44,FIR0062
FIR0062,P0879,mentioned_person,0.91,FIR0062
FIR0062,P0661,mentioned_person,0.86,FIR0062
FIR0062,P0414,mentioned_person,0.66,FIR0062
FIR0062,P0198,mentioned_person,0.65,FIR0062
FIR0062,P0474,mentioned_person,0.44,FIR0062
FIR0062,P0115,mentioned_person,0.53,FIR0062
FIR0062,P0411,mentioned_person,0.45,FIR0062
FIR0062,P0617,mentioned_person,0.51,FIR0062
FIR0062,P0711,mentioned_person,0.46,FIR0062
FIR0062,P0493,mentioned_person,0.55,FIR0062
FIR0062,P0549,mentioned_person,0.65,FIR0062
FIR0062,P0899,mentioned_person,0.57,FIR0062
FIR0062,P0294,mentioned_person,0.64,FIR0062
FIR0062,P0839,mentioned_person,0.87,FIR0062
FIR0062,P0961,mentioned_person,0.49,FIR0062
FIR0062,P0345,mentioned_person,0.92,FIR0062
FIR0062,P0826,mentioned_person,0.6,FIR0062
FIR0062,P0544,mentioned_person,0.45,FIR0062
FIR0062,P0923,mentioned_person,0.64,FIR0062
FIR0062,P0933,mentioned_person,0.87,FIR0062
FIR0062,P0492,mentioned_person,0.74,FIR0062
FIR0062,P0050,mentioned_person,0.64,FIR0062
FIR0062,P0456,mentioned_person,0.67,FIR0062
FIR0062,P0116,mentioned_person,0.53,FIR0062
FIR0062,P0356,victim,0.67,FIR0062
FIR0062,P0363,mentioned_person,0.75,FIR0062
FIR0062,P0908,mentioned_person,0.74,FIR0062
FIR0062,P0072,mentioned_person,0.59,FIR0062
FIR0062,P0752,mentioned_person,0.62,FIR0062
FIR0062,P0996,mentioned_person,0.45,FIR0062
FIR0062,P0399,mentioned_person,0.44,FIR0062
FIR0062,P0855,mentioned_person,0.7,FIR0062
FIR0062,P0114,mentioned_person,0.46,FIR0062
FIR0062,P0800,mentioned_person,0.59,FIR0062
FIR0062,P0136,mentioned_person,0.55,FIR0062
FIR0062,P0001,mentioned_person,0.86,FIR0062
FIR0062,P0510,mentioned_person,0.61,FIR0062
FIR0062,P0371,mentioned_person,0.55,FIR0062
FIR0062,P0620,mentioned_person,0.43,FIR0062
FIR0062,P0272,mentioned_person,0.75,FIR0062
FIR0062,P0288,mentioned_person,0.93,FIR0062
FIR0062,P0346,mentioned_person,0.44,FIR0062
FIR0062,P0816,mentioned_person,0.7,FIR0062
FIR0062,P0331,mentioned_person,0.87,FIR0062
FIR0062,P0103,mentioned_person,0.76,FIR0062
FIR0062,P0968,mentioned_person,0.64,FIR0062
FIR0062,P0779,mentioned_person,0.7,FIR0062
FIR0062,P0350,mentioned_person,0.59,FIR0062
FIR0062,P0298,mentioned_person,0.62,FIR0062
FIR0062,P0370,mentioned_person,0.55,FIR0062
FIR0062,P0023,mentioned_person,0.46,FIR0062
FIR0062,P0631,mentioned_person,0.76,FIR0062
FIR0062,P0650,mentioned_person,0.95,FIR0062
FIR0062,P0327,mentioned_person,0.64,FIR0062
FIR0062,P0459,mentioned_person,0.73,FIR0062
FIR0062,P0890,mentioned_person,0.71,FIR0062
FIR0062,P0725,mentioned_person,0.4,FIR0062
FIR0062,P0766,mentioned_person,0.45,FIR0062
FIR0062,P0902,mentioned_person,0.82,FIR0062
FIR0062,P0049,mentioned_person,0.4,FIR0062
FIR0062,P0280,mentioned_person,0.55,FIR0062
FIR0062,P0435,mentioned_person,0.46,FIR0062
FIR0062,P0501,mentioned_person,0.89,FIR0062
FIR0062,P0740,mentioned_person,0.46,FIR0062
FIR0062,P0601,mentioned_person,0.59,FIR0062
FIR0062,P0379,mentioned_person,0.6,FIR0062
FIR0062,P0821,mentioned_person,0.78,FIR0062
FIR0062,P0321,mentioned_person,0.77,FIR0062
FIR0063,P0901,suspect,0.56,FIR0063
FIR0063,P0794,suspect,0.88,FIR0063
FIR0063,P0314,mentioned_person,0.83,FIR0063
FIR0063,P0463,mentioned_person,0.43,FIR0063
FIR0063,P0366,mentioned_person,0.78,FIR0063
FIR0063,P0108,victim,0.93,FIR0063
FIR0063,P0757,mentioned_person,0.48,FIR0063
FIR0063,P0456,mentioned_person,0.49,FIR0063
FIR0063,P0200,mentioned_person,0.66,FIR0063
FIR0063,P0824,mentioned_person,0.6,FIR0063
FIR0063,P0363,mentioned_person,0.94,FIR0063
FIR0063,P0980,mentioned_person,0.8,FIR0063
FIR0063,P0895,mentioned_person,0.43,FIR0063
FIR0063,P0328,mentioned_person,0.62,FIR0063
FIR0063,P0519,mentioned_person,0.44,FIR0063
FIR0063,P0664,mentioned_person,0.66,FIR0063
FIR0063,P0816,mentioned_person,0.82,FIR0063
FIR0063,P0782,mentioned_person,0.91,FIR0063
FIR0063,P0199,mentioned_person,0.9,FIR0063
FIR0063,P0070,mentioned_person,0.61,FIR0063
FIR0063,P0359,mentioned_person,0.62,FIR0063
FIR0063,P0053,mentioned_person,0.79,FIR0063
FIR0063,P0287,mentioned_person,0.71,FIR0063
FIR0063,P0653,mentioned_person,0.48,FIR0063
FIR0063,P0915,mentioned_person,0.51,FIR0063
FIR0063,P0446,mentioned_person,0.53,FIR0063
FIR0063,P0112,mentioned_person,0.78,FIR0063
FIR0063,P0297,mentioned_person,0.78,FIR0063
FIR0063,P0060,mentioned_person,0.59,FIR0063
FIR0063,P0996,mentioned_person,0.51,FIR0063
FIR0063,P0806,mentioned_person,0.93,FIR0063
FIR0063,P0404,mentioned_person,0.47,FIR0063
FIR0063,P0345,mentioned_person,0.78,FIR0063
FIR0063,P0280,mentioned_person,0.82,FIR0063
FIR0063,P0853,mentioned_person,0.91,FIR0063
FIR0063,P0370,mentioned_person,0.71,FIR0063
FIR0063,P0288,mentioned_person,0.54,FIR0063
FIR0063,P0395,mentioned_person,0.82,FIR0063
FIR0063,P0181,mentioned_person,0.47,FIR0063
FIR0063,P0875,mentioned_person,0.67,FIR0063
FIR0063,P0469,mentioned_person,0.67,FIR0063
FIR0063,P0969,mentioned_person,0.55,FIR0063
FIR0063,P0544,mentioned_person,0.52,FIR0063
FIR0063,P0625,mentioned_person,0.85,FIR0063
FIR0064,P0148,suspect,0.42,FIR0064
FIR0064,P0471,suspect,0.9,FIR0064
FIR0064,P0116,mentioned_person,0.46,FIR0064
FIR0064,P0272,mentioned_person,0.79,FIR0064
FIR0064,P0694,mentioned_person,0.6,FIR0064
FIR0064,P0229,mentioned_person,0.89,FIR0064
FIR0064,P0005,mentioned_person,0.82,FIR0064
FIR0064,P0017,mentioned_person,0.84,FIR0064
FIR0064,P0124,mentioned_person,0.93,FIR0064
FIR0064,P0545,mentioned_person,0.53,FIR0064
FIR0064,P0707,mentioned_person,0.43,FIR0064
FIR0064,P0223,mentioned_person,0.65,FIR0064
FIR0064,P0390,mentioned_person,0.65,FIR0064
FIR0064,P0659,mentioned_person,0.81,FIR0064
FIR0064,P0806,mentioned_person,0.54,FIR0064
FIR0064,P0607,mentioned_person,0.8,FIR0064
FIR0064,P0689,mentioned_person,0.49,FIR0064
FIR0064,P0307,mentioned_person,0.52,FIR0064
FIR0064,P0448,mentioned_person,0.68,FIR0064
FIR0064,P0064,mentioned_person,0.82,FIR0064
FIR0064,P0999,mentioned_person,0.65,FIR0064
FIR0064,P0431,mentioned_person,0.68,FIR0064
FIR0064,P0484,mentioned_person,0.58,FIR0064
FIR0064,P0812,mentioned_person,0.49,FIR0064
FIR0064,P0370,mentioned_person,0.63,FIR0064
FIR0064,P0168,mentioned_person,0.55,FIR0064
FIR0064,P0289,mentioned_person,0.45,FIR0064
FIR0064,P0930,mentioned_person,0.56,FIR0064
FIR0064,P0306,mentioned_person,0.85,FIR0064
FIR0064,P0027,mentioned_person,0.61,FIR0064
FIR0064,P0611,mentioned_person,0.66,FIR0064
FIR0064,P0986,mentioned_person,0.65,FIR0064
FIR0064,P0145,mentioned_person,0.44,FIR0064
FIR0064,P0469,mentioned_person,0.53,FIR0064
FIR0064,P0630,mentioned_person,0.86,FIR0064
FIR0064,P0451,mentioned_person,0.8,FIR0064
FIR0064,P0575,mentioned_person,0.82,FIR0064
FIR0064,P0216,mentioned_person,0.55,FIR0064
FIR0064,P0135,mentioned_person,0.5,FIR0064
FIR0064,P0646,mentioned_person,0.49,FIR0064
FIR0064,P0947,mentioned_person,0.82,FIR0064
FIR0064,P0861,mentioned_person,0.93,FIR0064
FIR0064,P0499,mentioned_person,0.57,FIR0064
FIR0064,P0786,mentioned_person,0.5,FIR0064
FIR0064,P0134,mentioned_person,0.59,FIR0064
FIR0064,P0350,mentioned_person,0.87,FIR0064
FIR0064,P0001,mentioned_person,0.83,FIR0064
FIR0064,P0206,mentioned_person,0.86,FIR0064
FIR0064,P0282,mentioned_person,0.94,FIR0064
FIR0064,P0173,mentioned_person,0.76,FIR0064
FIR0064,P0189,victim,0.61,FIR0064
FIR0064,P0943,mentioned_person,0.44,FIR0064
FIR0064,P0388,mentioned_person,0.72,FIR0064
FIR0064,P0601,mentioned_person,0.7,FIR0064
FIR0064,P0746,mentioned_person,0.82,FIR0064
FIR0064,P0615,mentioned_person,0.72,FIR0064
FIR0064,P0973,mentioned_person,0.53,FIR0064
FIR0064,P0164,mentioned_person,0.76,FIR0064
FIR0065,P0753,suspect,0.63,FIR0065
FIR0065,P0462,suspect,0.58,FIR0065
FIR0065,P0488,victim,0.4,FIR0065
FIR0065,P0568,mentioned_person,0.93,FIR0065
FIR0065,P0519,mentioned_person,0.53,FIR0065
FIR0065,P0169,mentioned_person,0.87,FIR0065
FIR0065,P0848,mentioned_person,0.62,FIR0065
FIR0066,P0790,suspect,0.51,FIR0066
FIR0066,P0560,suspect,0.66,FIR0066
FIR0066,P0401,mentioned_person,0.58,FIR0066
FIR0066,P0795,mentioned_person,0.79,FIR0066
FIR0066,P0015,victim,0.68,FIR0066
FIR0066,P0598,mentioned_person,0.67,FIR0066
FIR0066,P0561,mentioned_person,0.64,FIR0066
FIR0067,P0778,suspect,0.84,FIR0067
FIR0067,P0180,suspect,0.76,FIR0067
FIR0067,P0743,mentioned_person,0.44,FIR0067
FIR0067,P0845,mentioned_person,0.94,FIR0067
FIR0067,P0956,mentioned_person,0.78,FIR0067
FIR0067,P0648,mentioned_person,0.65,FIR0067
FIR0067,P0368,mentioned_person,0.78,FIR0067
FIR0067,P0148,mentioned_person,0.77,FIR0067
FIR0067,P0853,mentioned_person,0.56,FIR0067
FIR0067,P0809,mentioned_person,0.46,FIR0067
FIR0067,P0942,mentioned_person,0.93,FIR0067
FIR0067,P0389,mentioned_person,0.72,FIR0067
FIR0067,P0940,mentioned_person,0.91,FIR0067
FIR0067,P0606,mentioned_person,0.42,FIR0067
FIR0067,P0789,mentioned_person,0.74,FIR0067
FIR0067,P0132,mentioned_person,0.49,FIR0067
FIR0067,P0274,mentioned_person,0.59,FIR0067
FIR0067,P0859,mentioned_person,0.87,FIR0067
FIR0067,P0213,mentioned_person,0.7,FIR0067
FIR0067,P0450,mentioned_person,0.68,FIR0067
FIR0067,P0107,mentioned_person,0.65,FIR0067
FIR0067,P0153,mentioned_person,0.6,FIR0067
FIR0067,P0932,mentioned_person,0.72,FIR0067
FIR0067,P0101,mentioned_person,0.61,FIR0067
FIR0067,P0248,mentioned_person,0.84,FIR0067
FIR0067,P0090,mentioned_person,0.67,FIR0067
FIR0067,P0141,mentioned_person,0.86,FIR0067
FIR0067,P0189,mentioned_person,0.61,FIR0067
FIR0067,P0601,mentioned_person,0.77,FIR0067
FIR0067,P0725,mentioned_person,0.88,FIR0067
FIR0067,P0405,mentioned_person,0.69,FIR0067
FIR0067,P0750,mentioned_person,0.48,FIR0067
FIR0067,P0688,mentioned_person,0.53,FIR0067
FIR0067,P0724,mentioned_person,0.46,FIR0067
FIR0067,P0957,mentioned_person,0.46,FIR0067
FIR0067,P0830,mentioned_person,0.43,FIR0067
FIR0067,P0930,mentioned_person,0.81,FIR0067
FIR0067,P0113,mentioned_person,0.81,FIR0067
FIR0067,P0171,mentioned_person,0.51,FIR0067
FIR0067,P0475,mentioned_person,0.62,FIR0067
FIR0067,P0104,mentioned_person,0.79,FIR0067
FIR0067,P0379,mentioned_person,0.56,FIR0067
FIR0067,P0850,victim,0.53,FIR0067
FIR0067,P0584,mentioned_person,0.61,FIR0067
FIR0067,P0580,mentioned_person,0.5,FIR0067
FIR0067,P0055,mentioned_person,0.44,FIR0067
FIR0067,P0410,mentioned_person,0.66,FIR0067
FIR0067,P0795,mentioned_person,0.86,FIR0067
FIR0067,P0501,mentioned_person,0.94,FIR0067
FIR0067,P0543,mentioned_person,0.6,FIR0067
FIR0067,P0391,mentioned_person,0.68,FIR0067
FIR0067,P0432,mentioned_person,0.61,FIR0067
FIR0067,P0498,mentioned_person,0.89,FIR0067
FIR0067,P0669,mentioned_person,0.85,FIR0067
FIR0067,P0441,mentioned_person,0.4,FIR0067
FIR0067,P0121,mentioned_person,0.93,FIR0067
FIR0067,P0713,mentioned_person,0.42,FIR0067
FIR0067,P0969,mentioned_person,0.84,FIR0067
FIR0067,P0697,mentioned_person,0.91,FIR0067
FIR0067,P0878,mentioned_person,0.9,FIR0067
FIR0067,P0444,mentioned_person,0.62,FIR0067
FIR0067,P0357,mentioned_person,0.77,FIR0067
FIR0067,P0784,mentioned_person,0.91,FIR0067
FIR0067,P0964,mentioned_person,0.44,FIR0067
FIR0067,P0553,mentioned_person,0.92,FIR0067
FIR0067,P0003,mentioned_person,0.9,FIR0067
FIR0067,P0687,mentioned_person,0.57,FIR0067
FIR0067,P0469,mentioned_person,0.58,FIR0067
FIR0067,P0806,mentioned_person,0.76,FIR0067
FIR0067,P0159,mentioned_person,0.91,FIR0067
FIR0067,P0671,mentioned_person,0.63,FIR0067
FIR0068,P0156,suspect,0.73,FIR0068
FIR0068,P0258,suspect,0.73,FIR0068
FIR0068,P0847,mentioned_person,0.77,FIR0068
FIR0069,P0763,suspect,0.82,FIR0069
FIR0069,P0309,suspect,0.69,FIR0069
FIR0069,P0622,mentioned_person,0.89,FIR0069
FIR0069,P0267,mentioned_person,0.65,FIR0069
FIR0069,P0115,mentioned_person,0.71,FIR0069
FIR0069,P0932,mentioned_person,0.59,FIR0069
FIR0069,P0068,mentioned_person,0.74,FIR0069
FIR0069,P0333,mentioned_person,0.83,FIR0069
FIR0069,P0721,mentioned_person,0.44,FIR0069
FIR0069,P0225,mentioned_person,0.78,FIR0069
FIR0069,P0107,mentioned_person,0.81,FIR0069
FIR0069,P0089,mentioned_person,0.76,FIR0069
FIR0069,P0994,mentioned_person,0.41,FIR0069
FIR0069,P0845,mentioned_person,0.43,FIR0069
FIR0069,P0923,mentioned_person,0.59,FIR0069
FIR0069,P0795,mentioned_person,0.73,FIR0069
FIR0069,P0280,mentioned_person,0.65,FIR0069
FIR0069,P0051,mentioned_person,0.85,FIR0069
FIR0069,P0510,mentioned_person,0.84,FIR0069
FIR0069,P0971,victim,0.83,FIR0069
FIR0069,P0238,mentioned_person,0.59,FIR0069
FIR0069,P0262,mentioned_person,0.43,FIR0069
FIR0069,P0724,mentioned_person,0.44,FIR0069
FIR0069,P0103,mentioned_person,0.68,FIR0069
FIR0069,P0712,mentioned_person,0.42,FIR0069
FIR0069,P0788,mentioned_person,0.84,FIR0069
FIR0069,P0980,mentioned_person,0.78,FIR0069
FIR0069,P0512,mentioned_person,0.81,FIR0069
FIR0069,P0989,mentioned_person,0.59,FIR0069
FIR0069,P0571,mentioned_person,0.71,FIR0069
FIR0069,P0939,mentioned_person,0.76,FIR0069
FIR0070,P0195,suspect,0.81,FIR0070
FIR0070,P0846,suspect,0.92,FIR0070
FIR0070,P0914,mentioned_person,0.61,FIR0070
FIR0070,P0906,mentioned_person,0.64,FIR0070
FIR0070,P0326,mentioned_person,0.85,FIR0070
FIR0070,P0180,mentioned_person,0.79,FIR0070
FIR0070,P0737,mentioned_person,0.68,FIR0070
FIR0070,P0212,mentioned_person,0.64,FIR0070
FIR0070,P0700,mentioned_person,0.8,FIR0070
FIR0070,P0757,mentioned_person,0.88,FIR0070
FIR0070,P0550,mentioned_person,0.63,FIR0070
FIR0070,P0016,victim,0.8,FIR0070
FIR0070,P0293,mentioned_person,0.51,FIR0070
FIR0070,P0998,mentioned_person,0.74,FIR0070
FIR0070,P0919,mentioned_person,0.41,FIR0070
FIR0070,P0079,mentioned_person,0.79,FIR0070
FIR0071,P0300,suspect,0.68,FIR0071
FIR0071,P0357,suspect,0.54,FIR0071
FIR0071,P0270,mentioned_person,0.78,FIR0071
FIR0071,P0738,mentioned_person,0.48,FIR0071
FIR0071,P0469,mentioned_person,0.91,FIR0071
FIR0071,P0262,mentioned_person,0.73,FIR0071
FIR0071,P0663,mentioned_person,0.55,FIR0071
FIR0071,P0084,victim,0.62,FIR0071
FIR0071,P0861,mentioned_person,0.46,FIR0071
FIR0071,P0128,mentioned_person,0.6,FIR0071
FIR0071,P0853,mentioned_person,0.7,FIR0071
FIR0071,P0710,mentioned_person,0.72,FIR0071
FIR0071,P0418,mentioned_person,0.74,FIR0071
FIR0071,P0212,mentioned_person,0.85,FIR0071
FIR0071,P0563,mentioned_person,0.41,FIR0071
FIR0071,P0766,mentioned_person,0.46,FIR0071
FIR0071,P0240,mentioned_person,0.68,FIR0071
FIR0071,P0510,mentioned_person,0.56,FIR0071
FIR0071,P0175,mentioned_person,0.71,FIR0071
FIR0071,P0770,mentioned_person,0.56,FIR0071
FIR0071,P0383,mentioned_person,0.52,FIR0071
FIR0071,P0430,mentioned_person,0.4,FIR0071
FIR0071,P0980,mentioned_person,0.6,FIR0071
FIR0071,P0316,mentioned_person,0.43,FIR0071
FIR0072,P0662,suspect,0.8,FIR0072
FIR0072,P0023,suspect,0.84,FIR0072
FIR0072,P0683,mentioned_person,0.79,FIR0072
FIR0072,P0693,mentioned_person,0.95,FIR0072
FIR0072,P0061,mentioned_person,0.7,FIR0072
FIR0072,P0175,mentioned_person,0.72,FIR0072
FIR0072,P0665,mentioned_person,0.85,FIR0072
FIR0072,P0341,mentioned_person,0.45,FIR0072
FIR0072,P0206,mentioned_person,0.67,FIR0072
FIR0072,P0737,mentioned_person,0.41,FIR0072
FIR0072,P0924,mentioned_person,0.75,FIR0072
FIR0072,P0518,mentioned_person,0.66,FIR0072
FIR0072,P0482,mentioned_person,0.84,FIR0072
FIR0072,P0990,victim,0.67,FIR0072
FIR0072,P0549,mentioned_person,0.45,FIR0072
FIR0072,P0689,mentioned_person,0.7,FIR0072
FIR0072,P0126,mentioned_person,0.79,FIR0072
FIR0072,P0736,mentioned_person,0.67,FIR0072
FIR0072,P0286,mentioned_person,0.52,FIR0072
FIR0072,P0954,mentioned_person,0.47,FIR0072
FIR0072,P0197,mentioned_person,0.58,FIR0072
FIR0072,P0059,mentioned_person,0.6,FIR0072
FIR0072,P0072,mentioned_person,0.84,FIR0072
FIR0072,P0314,mentioned_person,0.94,FIR0072
FIR0072,P0459,mentioned_person,0.47,FIR0072
FIR0072,P0998,mentioned_person,0.82,FIR0072
FIR0072,P0419,mentioned_person,0.69,FIR0072
FIR0072,P0310,mentioned_person,0.76,FIR0072
FIR0072,P0401,mentioned_person,0.7,FIR0072
FIR0072,P0484,mentioned_person,0.83,FIR0072
FIR0072,P0381,mentioned_person,0.43,FIR0072
FIR0072,P0724,mentioned_person,0.79,FIR0072
FIR0072,P0232,mentioned_person,0.68,FIR0072
FIR0072,P0437,mentioned_person,0.58,FIR0072
FIR0072,P0378,mentioned_person,0.79,FIR0072
FIR0072,P0553,mentioned_person,0.44,FIR0072
FIR0072,P0499,mentioned_person,0.5,FIR0072
FIR0072,P0411,mentioned_person,0.83,FIR0072
FIR0072,P0649,mentioned_person,0.41,FIR0072
FIR0072,P0651,mentioned_person,0.45,FIR0072
FIR0072,P0057,mentioned_person,0.41,FIR0072
FIR0072,P0745,mentioned_person,0.87,FIR0072
FIR0072,P0508,mentioned_person,0.78,FIR0072
FIR0073,P0958,suspect,0.63,FIR0073
FIR0073,P0650,suspect,0.65,FIR0073
FIR0073,P0172,mentioned_person,0.66,FIR0073
FIR0073,P0938,mentioned_person,0.74,FIR0073
FIR0073,P0663,mentioned_person,0.49,FIR0073
FIR0073,P0019,mentioned_person,0.66,FIR0073
FIR0073,P0615,mentioned_person,0.9,FIR0073
FIR0073,P0450,mentioned_person,0.56,FIR0073
FIR0073,P0935,mentioned_person,0.86,FIR0073
FIR0073,P0869,mentioned_person,0.56,FIR0073
FIR0073,P0825,mentioned_person,0.68,FIR0073
FIR0073,P0837,mentioned_person,0.5,FIR0073
FIR0073,P0336,mentioned_person,0.65,FIR0073
FIR0073,P0323,mentioned_person,0.5,FIR0073
FIR0073,P0751,mentioned_person,0.65,FIR0073
FIR0073,P0051,mentioned_person,0.77,FIR0073
FIR0073,P0281,mentioned_person,0.64,FIR0073
FIR0073,P0004,mentioned_person,0.43,FIR0073
FIR0073,P0261,mentioned_person,0.41,FIR0073
FIR0073,P0295,mentioned_person,0.41,FIR0073
FIR0073,P0489,mentioned_person,0.58,FIR0073
FIR0073,P0401,mentioned_person,0.66,FIR0073
FIR0073,P0319,mentioned_person,0.41,FIR0073
FIR0073,P0691,mentioned_person,0.9,FIR0073
FIR0073,P0379,mentioned_person,0.69,FIR0073
FIR0073,P0757,mentioned_person,0.62,FIR0073
FIR0073,P0906,mentioned_person,0.9,FIR0073
FIR0073,P0808,mentioned_person,0.63,FIR0073
FIR0073,P0070,mentioned_person,0.88,FIR0073
FIR0073,P0377,mentioned_person,0.89,FIR0073
FIR0073,P0754,mentioned_person,0.53,FIR0073
FIR0073,P0169,mentioned_person,0.8,FIR0073
FIR0073,P0146,mentioned_person,0.52,FIR0073
FIR0073,P0769,mentioned_person,0.41,FIR0073
FIR0073,P0604,mentioned_person,0.79,FIR0073
FIR0073,P0164,mentioned_person,0.46,FIR0073
FIR0073,P0592,mentioned_person,0.53,FIR0073
FIR0073,P0636,mentioned_person,0.59,FIR0073
FIR0073,P0214,mentioned_person,0.93,FIR0073
FIR0073,P0047,mentioned_person,0.48,FIR0073
FIR0073,P0767,mentioned_person,0.55,FIR0073
FIR0073,P0588,mentioned_person,0.77,FIR0073
FIR0073,P0240,mentioned_person,0.73,FIR0073
FIR0073,P0687,victim,0.75,FIR0073
FIR0073,P0010,mentioned_person,0.82,FIR0073
FIR0073,P0968,mentioned_person,0.68,FIR0073
FIR0073,P0599,mentioned_person,0.91,FIR0073
FIR0073,P0764,mentioned_person,0.49,FIR0073
FIR0073,P0887,mentioned_person,0.68,FIR0073
FIR0073,P0048,mentioned_person,0.48,FIR0073
FIR0073,P0290,mentioned_person,0.67,FIR0073
FIR0073,P0882,mentioned_person,0.46,FIR0073
FIR0073,P0955,mentioned_person,0.63,FIR0073
FIR0073,P0846,mentioned_person,0.73,FIR0073
FIR0073,P0883,mentioned_person,0.82,FIR0073
FIR0073,P0311,mentioned_person,0.71,FIR0073
FIR0073,P0834,mentioned_person,0.55,FIR0073
FIR0073,P0533,mentioned_person,0.89,FIR0073
FIR0073,P0920,mentioned_person,0.46,FIR0073
FIR0073,P0481,mentioned_person,0.73,FIR0073
FIR0073,P0541,mentioned_person,0.44,FIR0073
FIR0073,P0108,mentioned_person,0.48,FIR0073
FIR0073,P0473,mentioned_person,0.92,FIR0073
FIR0073,P0670,mentioned_person,0.45,FIR0073
FIR0073,P0403,mentioned_person,0.8,FIR0073
FIR0073,P0289,mentioned_person,0.5,FIR0073
FIR0073,P0013,mentioned_person,0.59,FIR0073
FIR0073,P0065,mentioned_person,0.45,FIR0073
FIR0074,P0664,suspect,0.75,FIR0074
FIR0074,P0450,suspect,0.74,FIR0074
FIR0074,P0235,mentioned_person,0.76,FIR0074
FIR0074,P0286,mentioned_person,0.58,FIR0074
FIR0074,P0572,mentioned_person,0.75,FIR0074
FIR0074,P0955,mentioned_person,0.62,FIR0074
FIR0074,P0321,mentioned_person,0.69,FIR0074
FIR0074,P0455,mentioned_person,0.9,FIR0074
FIR0074,P0409,mentioned_person,0.68,FIR0074
FIR0074,P0640,mentioned_person,0.92,FIR0074
FIR0074,P0956,mentioned_person,0.89,FIR0074
FIR0074,P0904,mentioned_person,0.62,FIR0074
FIR0074,P0987,mentioned_person,0.86,FIR0074
FIR0074,P0189,mentioned_person,0.73,FIR0074
FIR0074,P0621,mentioned_person,0.85,FIR0074
FIR0074,P0830,mentioned_person,0.86,FIR0074
FIR0074,P0428,mentioned_person,0.61,FIR0074
FIR0074,P0547,mentioned_person,0.85,FIR0074
FIR0074,P0276,mentioned_person,0.71,FIR0074
FIR0074,P0358,mentioned_person,0.44,FIR0074
FIR0074,P0036,mentioned_person,0.44,FIR0074
FIR0074,P0821,mentioned_person,0.64,FIR0074
FIR0074,P0673,mentioned_person,0.68,FIR0074
FIR0074,P0543,mentioned_person,0.58,FIR0074
FIR0074,P0711,mentioned_person,0.41,FIR0074
FIR0074,P0650,mentioned_person,0.44,FIR0074
FIR0074,P0143,victim,0.42,FIR0074
FIR0074,P0209,mentioned_person,0.92,FIR0074
FIR0074,P0086,mentioned_person,0.62,FIR0074
FIR0074,P0626,mentioned_person,0.53,FIR0074
FIR0074,P0954,mentioned_person,0.87,FIR0074
FIR0074,P0897,mentioned_person,0.48,FIR0074
FIR0074,P0581,mentioned_person,0.79,FIR0074
FIR0074,P0812,mentioned_person,0.74,FIR0074
FIR0074,P0055,mentioned_person,0.56,FIR0074
FIR0074,P0011,mentioned_person,0.4,FIR0074
FIR0074,P0600,mentioned_person,0.73,FIR0074
