link_id,phone_id,sim_id,device_id,person_id,first_seen,last_seen,is_primary
LNK0951,PH0906,SIM0951,DEV1019,P0783,2025-09-16,2025-10-15,Y
LNK0952,PH0907,SIM0952,DEV1020,P0783,2025-12-09,2026-02-18,Y
LNK0953,PH0908,SIM0953,DEV1021,P0784,2026-01-05,2026-03-31,Y
LNK0954,PH0909,SIM0954,DEV1022,P0785,2025-05-09,2025-08-02,Y
LNK0955,PH0910,SIM0955,DEV1023,P0786,2026-02-14,2026-06-19,Y
LNK0956,PH0911,SIM0956,DEV1024,P0787,2026-04-22,2026-08-03,Y
LNK0957,PH0912,SIM0957,DEV1025,P0787,2025-10-13,2025-11-03,Y
LNK0958,PH0913,SIM0958,DEV1026,P0788,2025-10-22,2025-10-24,Y
LNK0959,PH0914,SIM0959,DEV0374,P0788,2026-02-17,2026-02-19,Y
LNK0960,PH0915,SIM0960,DEV1027,P0789,2026-04-27,2026-11-09,Y
LNK0961,PH0916,SIM0961,DEV1028,P0790,2025-09-24,2026-02-04,Y
LNK0962,PH0917,SIM0962,DEV0170,P0790,2025-06-12,2025-11-17,Y
LNK0963,PH0918,SIM0963,DEV1029,P0791,2025-01-05,2025-02-03,Y
LNK0964,PH0919,SIM0964,DEV1030,P0792,2025-06-26,2025-08-02,Y
LNK0965,PH0920,SIM0965,DEV1031,P0793,2025-05-03,2025-05-17,Y
LNK0966,PH0921,SIM0966,DEV1032,P0794,2025-04-13,2025-10-04,Y
LNK0967,PH0921,SIM0967,DEV0232,P0794,2025-10-18,2026-03-30,N
LNK0968,PH0922,SIM0968,DEV1033,P0795,2025-07-06,2025-10-18,Y
LNK0969,PH0923,SIM0969,DEV0280,P0796,2025-11-20,2026-02-12,Y
LNK0970,PH0924,SIM0970,DEV1034,P0797,2025-05-20,2025-06-24,Y
LNK0971,PH0925,SIM0971,DEV0129,P0798,2026-01-08,2026-07-18,Y
LNK0972,PH0926,SIM0972,DEV1035,P0799,2025-06-08,2025-11-15,Y
LNK0973,PH0927,SIM0973,DEV1036,P0800,2026-04-24,2026-08-05,Y
LNK0974,PH0928,SIM0974,DEV0149,P0801,2025-09-09,2025-10-23,Y
LNK0975,PH0929,SIM0975,DEV0333,P0802,2026-03-12,2026-09-23,Y
LNK0976,PH0930,SIM0976,DEV0015,P0802,2025-02-27,2025-03-13,Y
LNK0977,PH0931,SIM0977,DEV1037,P0803,2025-03-29,2025-06-24,Y
LNK0978,PH0932,SIM0978,DEV1038,P0804,2025-06-06,2025-11-09,Y
LNK0979,PH0933,SIM0979,DEV1039,P0805,2026-02-04,2026-03-28,Y
LNK0980,PH0934,SIM0980,DEV1040,P0806,2025-12-10,2025-12-23,Y
LNK0981,PH0935,SIM0981,DEV1041,P0807,2026-01-26,2026-06-14,Y
LNK0982,PH0935,SIM0982,DEV1042,P0807,2025-05-17,2025-06-16,N
LNK0983,PH0936,SIM0983,DEV0065,P0808,2025-10-01,2026-02-24,Y
LNK0984,PH0937,SIM0984,DEV1043,P0809,2025-01-11,2025-02-10,Y
LNK0985,PH0938,SIM0985,DEV0169,P0810,2025-02-22,2025-03-07,Y
LNK0986,PH0939,SIM0986,DEV1044,P0810,2026-04-06,2026-07-05,Y
LNK0987,PH0940,SIM0987,DEV0325,P0811,2025-12-07,2026-06-11,Y
LNK0988,PH0941,SIM0988,DEV0234,P0812,2025-08-28,2026-02-25,Y
LNK0989,PH0942,SIM0989,DEV1045,P0813,2026-02-28,2026-09-02,Y
LNK0990,PH0943,SIM0990,DEV1046,P0814,2026-05-02,2026-11-13,Y
LNK0991,PH0944,SIM0991,DEV0082,P0814,2026-04-19,2026-06-18,Y
LNK0992,PH0945,SIM0992,DEV1047,P0815,2025-07-02,2025-11-22,Y
LNK0993,PH0946,SIM0993,DEV1048,P0816,2026-02-20,2026-04-17,Y
LNK0994,PH0947,SIM0994,DEV1049,P0817,2025-12-30,2026-02-28,Y
LNK0995,PH0948,SIM0995,DEV1050,P0818,2025-03-10,2025-08-02,Y
LNK0996,PH0949,SIM0996,DEV1051,P0819,2026-03-07,2026-08-10,Y
LNK0997,PH0950,SIM0997,DEV1052,P0820,2025-11-17,2026-03-31,Y
LNK0998,PH0951,SIM0998,DEV1053,P0821,2025-09-29,2026-01-01,Y
LNK0999,PH0952,SIM0999,DEV0243,P0822,2025-08-01,2025-12-04,Y
LNK1000,PH0953,SIM1000,DEV1054,P0823,2025-06-07,2025-12-15,Y
LNK1001,PH0954,SIM1001,DEV1055,P0824,2025-06-24,2025-07-26,Y
LNK1002,PH0955,SIM1002,DEV1056,P0825,2025-08-27,2025-10-05,Y
LNK1003,PH0955,SIM1003,DEV1057,P0825,2025-02-10,2025-07-13,N
LNK1004,PH0956,SIM1004,DEV0213,P0826,2025-06-09,2025-07-03,Y
LNK1005,PH0957,SIM1005,DEV0230,P0826,2025-05-05,2025-10-18,Y
LNK1006,PH0957,SIM1006,DEV1058,P0826,2025-11-18,2025-12-22,N
LNK1007,PH0958,SIM1007,DEV1059,P0827,2025-10-23,2026-02-07,Y
LNK1008,PH0958,SIM1008,DEV0306,P0827,2025-02-15,2025-06-18,N
LNK1009,PH0959,SIM1009,DEV1060,P0828,2026-02-17,2026-05-04,Y
LNK1010,PH0960,SIM1010,DEV1061,P0829,2025-09-20,2025-10-20,Y
LNK1011,PH0961,SIM1011,DEV1062,P0830,2025-09-06,2025-10-20,Y
LNK1012,PH0962,SIM1012,DEV0066,P0831,2026-02-05,2026-05-17,Y
LNK1013,PH0963,SIM1013,DEV1063,P0831,2026-03-16,2026-09-20,Y
LNK1014,PH0964,SIM1014,DEV1064,P0832,2025-11-24,2026-05-17,Y
LNK1015,PH0965,SIM1015,DEV0239,P0833,2026-01-01,2026-05-16,Y
LNK1016,PH0966,SIM1016,DEV1065,P0834,2025-03-12,2025-08-30,Y
LNK1017,PH0967,SIM1017,DEV1066,P0835,2025-09-13,2026-03-30,Y
LNK1018,PH0968,SIM1018,DEV1067,P0836,2026-04-29,2026-05-11,Y
LNK1019,PH0969,SIM1019,DEV1068,P0837,2025-01-01,2025-05-01,Y
LNK1020,PH0970,SIM1020,DEV1069,P0837,2025-03-25,2025-08-24,Y
LNK1021,PH0971,SIM1021,DEV0244,P0838,2026-02-12,2026-03-07,Y
LNK1022,PH0972,SIM1022,DEV1070,P0839,2025-11-13,2026-01-29,Y
LNK1023,PH0972,SIM1023,DEV1071,P0839,2025-01-26,2025-04-21,N
LNK1024,PH0973,SIM1024,DEV1072,P0840,2026-01-30,2026-02-24,Y
LNK1025,PH0974,SIM1025,DEV1073,P0841,2026-03-10,2026-07-02,Y
LNK1026,PH0974,SIM1026,DEV1074,P0841,2025-09-30,2025-11-01,N
LNK1027,PH0975,SIM1027,DEV0278,P0842,2025-04-01,2025-07-26,Y
LNK1028,PH0976,SIM1028,DEV1075,P0843,2026-01-17,2026-05-14,Y
LNK1029,PH0977,SIM1029,DEV1076,P0844,2026-04-18,2026-04-26,Y
LNK1030,PH0978,SIM1030,DEV0385,P0845,2025-03-23,2025-09-30,Y
LNK1031,PH0979,SIM1031,DEV1077,P0846,2025-03-28,2025-10-01,Y
LNK1032,PH0980,SIM1032,DEV1078,P0847,2025-08-08,2026-02-16,Y
LNK1033,PH0981,SIM1033,DEV1079,P0848,2025-08-06,2025-10-05,Y
LNK1034,PH0982,SIM1034,DEV1080,P0849,2025-10-07,2025-11-02,Y
LNK1035,PH0983,SIM1035,DEV1081,P0850,2025-12-06,2026-02-21,Y
LNK1036,PH0984,SIM1036,DEV0226,P0850,2026-05-09,2026-07-25,Y
LNK1037,PH0985,SIM1037,DEV1082,P0851,2025-07-11,2025-08-16,Y
LNK1038,PH0986,SIM1038,DEV0111,P0852,2025-08-13,2025-10-30,Y
LNK1039,PH0987,SIM1039,DEV0369,P0853,2025-07-21,2026-01-28,Y
LNK1040,PH0988,SIM1040,DEV0186,P0854,2025-04-06,2025-06-15,Y
LNK1041,PH0989,SIM1041,DEV0383,P0854,2025-07-08,2025-11-07,Y
LNK1042,PH0990,SIM1042,DEV0122,P0855,2026-01-31,2026-07-30,Y
LNK1043,PH0991,SIM1043,DEV0125,P0856,2025-08-13,2025-09-06,Y
LNK1044,PH0992,SIM1044,DEV0322,P0857,2025-09-26,2026-04-10,Y
LNK1045,PH0993,SIM1045,DEV0023,P0858,2025-08-18,2026-03-05,Y
LNK1046,PH0993,SIM1046,DEV1083,P0858,2026-01-22,2026-04-03,N
LNK1047,PH0994,SIM1047,DEV0276,P0858,2026-03-09,2026-06-18,Y
LNK1048,PH0995,SIM1048,DEV0166,P0859,2025-04-30,2025-06-17,Y
LNK1049,PH0996,SIM1049,DEV1084,P0860,2025-11-05,2025-11-24,Y
LNK1050,PH0997,SIM1050,DEV1085,P0861,2025-01-11,2025-05-20,Y
LNK1051,PH0998,SIM1051,DEV1086,P0861,2026-01-10,2026-02-01,Y
LNK1052,PH0999,SIM1052,DEV1087,P0862,2025-03-28,2025-10-08,Y
LNK1053,PH1000,SIM1053,DEV1088,P0862,2025-06-07,2025-09-22,Y
LNK1054,PH1001,SIM1054,DEV1089,P0863,2025-09-16,2025-12-17,Y
LNK1055,PH1002,SIM1055,DEV0165,P0863,2025-12-05,2026-06-02,Y
LNK1056,PH1003,SIM1056,DEV0252,P0864,2026-04-24,2026-07-31,Y
LNK1057,PH1004,SIM1057,DEV0030,P0864,2025-07-12,2025-09-02,Y
LNK1058,PH1005,SIM1058,DEV0235,P0865,2025-02-10,2025-03-03,Y
LNK1059,PH1006,SIM1059,DEV1090,P0866,2026-03-24,2026-07-22,Y
LNK1060,PH1007,SIM1060,DEV1091,P0867,2025-11-18,2026-05-24,Y
LNK1061,PH1008,SIM1061,DEV1092,P0868,2025-08-21,2025-11-06,Y
LNK1062,PH1009,SIM1062,DEV1093,P0869,2025-06-20,2025-10-06,Y
LNK1063,PH1010,SIM1063,DEV1094,P0870,2026-05-07,2026-08-06,Y
LNK1064,PH1011,SIM1064,DEV0052,P0871,2025-10-25,2026-01-16,Y
LNK1065,PH1012,SIM1065,DEV0304,P0872,2025-03-29,2025-04-15,Y
LNK1066,PH1013,SIM1066,DEV0350,P0873,2026-02-07,2026-03-01,Y
LNK1067,PH1014,SIM1067,DEV1095,P0874,2025-03-30,2025-06-16,Y
LNK1068,PH1015,SIM1068,DEV1096,P0875,2025-03-31,2025-05-22,Y
LNK1069,PH1016,SIM1069,DEV1097,P0876,2026-02-06,2026-05-30,Y
LNK1070,PH1017,SIM1070,DEV0368,P0876,2025-03-06,2025-06-12,Y
LNK1071,PH1018,SIM1071,DEV1098,P0877,2025-03-06,2025-05-07,Y
LNK1072,PH1019,SIM1072,DEV0233,P0878,2026-04-13,2026-09-21,Y
LNK1073,PH1020,SIM1073,DEV1099,P0879,2026-03-16,2026-03-21,Y
LNK1074,PH1021,SIM1074,DEV1100,P0880,2025-06-26,2025-10-21,Y
LNK1075,PH1022,SIM1075,DEV1101,P0881,2025-01-03,2025-07-14,Y
LNK1076,PH1023,SIM1076,DEV1102,P0882,2025-04-26,2025-06-29,Y
LNK1077,PH1024,SIM1077,DEV1103,P0883,2025-01-22,2025-07-15,Y
LNK1078,PH1025,SIM1078,DEV1104,P0884,2025-11-11,2026-02-01,Y
LNK1079,PH1026,SIM1079,DEV0046,P0885,2026-02-27,2026-05-19,Y
LNK1080,PH1027,SIM1080,DEV0164,P0886,2025-11-01,2026-05-04,Y
LNK1081,PH1028,SIM1081,DEV0380,P0887,2025-07-31,2025-09-01,Y
LNK1082,PH1029,SIM1082,DEV0381,P0887,2025-10-21,2025-11-23,Y
LNK1083,PH1030,SIM1083,DEV0255,P0888,2026-01-20,2026-08-04,Y
LNK1084,PH1031,SIM1084,DEV0079,P0889,2025-11-03,2026-03-02,Y
LNK1085,PH1032,SIM1085,DEV0387,P0890,2026-03-27,2026-08-16,Y
LNK1086,PH1033,SIM1086,DEV1105,P0891,2025-07-03,2025-12-14,Y
LNK1087,PH1034,SIM1087,DEV1106,P0891,2025-10-23,2025-11-01,Y
LNK1088,PH1035,SIM1088,DEV1107,P0892,2025-01-10,2025-07-13,Y
LNK1089,PH1036,SIM1089,DEV1108,P0893,2025-10-14,2026-02-11,Y
LNK1090,PH1037,SIM1090,DEV1109,P0894,2025-11-13,2026-01-23,Y
LNK1091,PH1038,SIM1091,DEV1110,P0895,2025-10-24,2026-04-16,Y
LNK1092,PH1039,SIM1092,DEV1111,P0896,2025-08-09,2026-01-20,Y
LNK1093,PH1040,SIM1093,DEV1112,P0897,2025-11-10,2025-12-10,Y
LNK1094,PH1041,SIM1094,DEV0160,P0898,2025-09-25,2026-02-02,Y
LNK1095,PH1042,SIM1095,DEV0317,P0899,2025-10-21,2025-11-11,Y
LNK1096,PH1043,SIM1096,DEV0239,P0899,2025-07-24,2025-12-24,Y
LNK1097,PH1044,SIM1097,DEV1113,P0900,2026-01-22,2026-06-11,Y
LNK1098,PH1045,SIM1098,DEV0173,P0901,2025-04-24,2025-06-04,Y
LNK1099,PH1046,SIM1099,DEV1114,P0902,2025-11-11,2026-05-30,Y
LNK1100,PH1047,SIM1100,DEV1115,P0903,2026-01-08,2026-06-29,Y
LNK1101,PH1048,SIM1101,DEV1116,P0904,2026-01-25,2026-01-29,Y
LNK1102,PH1049,SIM1102,DEV1117,P0905,2025-07-04,2026-01-14,Y
LNK1103,PH1050,SIM1103,DEV1118,P0906,2025-04-26,2025-06-26,Y
LNK1104,PH1051,SIM1104,DEV0277,P0907,2025-05-22,2025-07-28,Y
LNK1105,PH1052,SIM1105,DEV0296,P0908,2025-08-08,2025-09-01,Y
LNK1106,PH1053,SIM1106,DEV0199,P0909,2026-03-24,2026-07-23,Y
LNK1107,PH1054,SIM1107,DEV1119,P0910,2025-01-18,2025-06-12,Y
LNK1108,PH1055,SIM1108,DEV1120,P0910,2026-02-11,2026-08-08,Y
LNK1109,PH1056,SIM1109,DEV1121,P0911,2025-05-23,2025-06-16,Y
LNK1110,PH1056,SIM1110,DEV0337,P0911,2025-09-04,2025-12-15,N
LNK1111,PH1057,SIM1111,DEV1122,P0912,2026-01-12,2026-02-09,Y
LNK1112,PH1058,SIM1112,DEV1123,P0913,2025-06-17,2025-08-10,Y
LNK1113,PH1059,SIM1113,DEV1124,P0914,2025-01-04,2025-04-04,Y
LNK1114,PH1060,SIM1114,DEV1125,P0915,2026-03-09,2026-09-18,Y
LNK1115,PH1061,SIM1115,DEV1126,P0915,2025-05-15,2025-05-30,Y
LNK1116,PH1062,SIM1116,DEV1127,P0916,2025-09-21,2026-01-18,Y
LNK1117,PH1063,SIM1117,DEV0387,P0917,2025-01-31,2025-06-06,Y
LNK1118,PH1064,SIM1118,DEV1128,P0918,2025-08-19,2025-10-17,Y
LNK1119,PH1065,SIM1119,DEV1129,P0918,2026-01-29,2026-05-25,Y
LNK1120,PH1066,SIM1120,DEV0306,P0919,2025-10-13,2025-11-12,Y
LNK1121,PH1067,SIM1121,DEV0266,P0919,2026-03-23,2026-04-05,Y
LNK1122,PH1068,SIM1122,DEV1130,P0920,2025-05-31,2025-09-16,Y
LNK1123,PH1069,SIM1123,DEV1131,P0921,2026-04-04,2026-09-06,Y
LNK1124,PH1070,SIM1124,DEV1132,P0921,2025-11-07,2026-03-29,Y
LNK1125,PH1071,SIM1125,DEV1133,P0922,2025-03-17,2025-09-30,Y
LNK1126,PH1072,SIM1126,DEV1134,P0923,2025-01-26,2025-07-31,Y
LNK1127,PH1073,SIM1127,DEV1135,P0923,2025-09-07,2025-11-29,Y
LNK1128,PH1074,SIM1128,DEV1136,P0924,2025-06-08,2025-11-03,Y
LNK1129,PH1075,SIM1129,DEV0201,P0925,2025-05-08,2025-10-20,Y
LNK1130,PH1076,SIM1130,DEV1137,P0926,2026-04-11,2026-06-04,Y
LNK1131,PH1077,SIM1131,DEV1138,P0927,2025-08-17,2026-01-23,Y
LNK1132,PH1078,SIM1132,DEV1139,P0928,2025-05-23,2025-10-17,Y
LNK1133,PH1079,SIM1133,DEV0143,P0929,2026-04-17,2026-05-03,Y
LNK1134,PH1079,SIM1134,DEV1140,P0929,2025-03-29,2025-07-20,N
LNK1135,PH1080,SIM1135,DEV1141,P0930,2026-03-20,2026-07-13,Y
LNK1136,PH1080,SIM1136,DEV1142,P0930,2025-07-11,2025-09-16,N
LNK1137,PH1081,SIM1137,DEV0327,P0931,2025-10-24,2026-03-14,Y
LNK1138,PH1082,SIM1138,DEV1143,P0932,2025-04-19,2025-05-18,Y
LNK1139,PH1083,SIM1139,DEV0229,P0932,2025-11-20,2026-06-02,Y
LNK1140,PH1084,SIM1140,DEV0160,P0933,2025-06-28,2025-08-06,Y
LNK1141,PH1085,SIM1141,DEV1144,P0934,2025-03-18,2025-08-06,Y
LNK1142,PH1086,SIM1142,DEV1145,P0935,2025-11-06,2026-04-16,Y
LNK1143,PH1087,SIM1143,DEV0142,P0936,2025-11-28,2025-12-06,Y
LNK1144,PH1088,SIM1144,DEV1146,P0936,2025-05-25,2025-12-03,Y
LNK1145,PH1089,SIM1145,DEV0375,P0937,2025-08-14,2025-12-25,Y
LNK1146,PH1090,SIM1146,DEV1147,P0938,2025-03-26,2025-07-22,Y
LNK1147,PH1091,SIM1147,DEV1148,P0939,2025-07-28,2025-10-02,Y
LNK1148,PH1092,SIM1148,DEV1149,P0940,2025-02-03,2025-03-09,Y
LNK1149,PH1093,SIM1149,DEV0089,P0941,2025-02-09,2025-03-22,Y
LNK1150,PH1094,SIM1150,DEV0134,P0942,2025-02-09,2025-03-23,Y
LNK1151,PH1094,SIM1151,DEV0120,P0942,2026-03-30,2026-05-09,N
LNK1152,PH1095,SIM1152,DEV0096,P0943,2025-09-04,2025-09-24,Y
LNK1153,PH1096,SIM1153,DEV1150,P0944,2025-07-09,2026-01-07,Y
LNK1154,PH1097,SIM1154,DEV0384,P0945,2025-04-11,2025-07-09,Y
LNK1155,PH1098,SIM1155,DEV1151,P0946,2025-12-03,2026-04-20,Y
LNK1156,PH1099,SIM1156,DEV1152,P0946,2025-03-16,2025-07-21,Y
LNK1157,PH1100,SIM1157,DEV0267,P0947,2026-02-12,2026-04-26,Y
LNK1158,PH1101,SIM1158,DEV1153,P0948,2026-01-12,2026-01-17,Y
LNK1159,PH1102,SIM1159,DEV0274,P0949,2025-05-04,2025-10-27,Y
LNK1160,PH1103,SIM1160,DEV1154,P0950,2025-07-28,2026-01-02,Y
LNK1161,PH1103,SIM1161,DEV1155,P0950,2026-04-09,2026-10-02,N
LNK1162,PH1104,SIM1162,DEV1156,P0951,2025-03-14,2025-06-25,Y
LNK1163,PH1105,SIM1163,DEV1157,P0952,2026-05-13,2026-11-17,Y
LNK1164,PH1106,SIM1164,DEV0149,P0953,2025-05-13,2025-07-12,Y
LNK1165,PH1107,SIM1165,DEV1158,P0954,2026-01-27,2026-02-17,Y
LNK1166,PH1108,SIM1166,DEV1159,P0954,2025-12-23,2026-05-21,Y
LNK1167,PH1109,SIM1167,DEV1160,P0955,2025-05-30,2025-11-18,Y
LNK1168,PH1110,SIM1168,DEV1161,P0956,2025-12-05,2026-06-23,Y
LNK1169,PH1111,SIM1169,DEV0233,P0957,2026-02-17,2026-03-06,Y
LNK1170,PH1112,SIM1170,DEV1162,P0957,2025-11-27,2026-05-25,Y
LNK1171,PH1113,SIM1171,DEV1163,P0958,2025-10-16,2026-04-24,Y
LNK1172,PH1114,SIM1172,DEV1164,P0959,2025-05-31,2025-09-19,Y
LNK1173,PH1115,SIM1173,DEV1165,P0959,2025-02-07,2025-02-13,Y
LNK1174,PH1116,SIM1174,DEV0192,P0960,2026-04-07,2026-09-18,Y
LNK1175,PH1116,SIM1175,DEV0345,P0960,2025-08-30,2025-10-24,N
LNK1176,PH1117,SIM1176,DEV1166,P0961,2026-03-26,2026-07-21,Y
LNK1177,PH1118,SIM1177,DEV1167,P0962,2025-10-30,2026-01-25,Y
LNK1178,PH1119,SIM1178,DEV1168,P0963,2025-09-10,2025-09-21,Y
LNK1179,PH1120,SIM1179,DEV1169,P0964,2025-05-31,2025-08-21,Y
LNK1180,PH1121,SIM1180,DEV1170,P0965,2025-01-13,2025-03-22,Y
LNK1181,PH1122,SIM1181,DEV0284,P0966,2025-02-16,2025-04-26,Y
LNK1182,PH1123,SIM1182,DEV1171,P0967,2025-10-25,2026-03-01,Y
LNK1183,PH1124,SIM1183,DEV1172,P0968,2025-10-10,2026-02-09,Y
LNK1184,PH1125,SIM1184,DEV1173,P0969,2026-02-28,2026-04-29,Y
LNK1185,PH1126,SIM1185,DEV0184,P0970,2026-03-12,2026-09-23,Y
LNK1186,PH1127,SIM1186,DEV1174,P0971,2025-06-29,2025-08-06,Y
LNK1187,PH1128,SIM1187,DEV1175,P0972,2025-05-18,2025-06-06,Y
LNK1188,PH1129,SIM1188,DEV0066,P0972,2025-03-09,2025-07-04,Y
LNK1189,PH1130,SIM1189,DEV1176,P0973,2026-03-24,2026-09-15,Y
LNK1190,PH1131,SIM1190,DEV1177,P0974,2025-01-04,2025-06-26,Y
LNK1191,PH1132,SIM1191,DEV1178,P0975,2026-01-12,2026-07-27,Y
LNK1192,PH1133,SIM1192,DEV1179,P0976,2026-02-18,2026-03-13,Y
LNK1193,PH1134,SIM1193,DEV1180,P0976,2026-05-12,2026-05-26,Y
LNK1194,PH1135,SIM1194,DEV1181,P0977,2025-05-26,2025-11-01,Y
LNK1195,PH1136,SIM1195,DEV1182,P0977,2025-07-14,2026-01-04,Y
LNK1196,PH1136,SIM1196,DEV1183,P0977,2025-09-09,2025-10-19,N
LNK1197,PH1137,SIM1197,DEV1184,P0978,2025-11-29,2026-04-28,Y
LNK1198,PH1138,SIM1198,DEV1185,P0979,2025-06-03,2025-12-01,Y
LNK1199,PH1139,SIM1199,DEV1186,P0980,2025-11-27,2025-12-05,Y
LNK1200,PH1140,SIM1200,DEV1187,P0981,2026-03-30,2026-09-10,Y
LNK1201,PH1141,SIM1201,DEV1188,P0982,2025-05-27,2025-08-12,Y
LNK1202,PH1142,SIM1202,DEV0105,P0983,2026-02-05,2026-04-10,Y
LNK1203,PH1143,SIM1203,DEV1189,P0984,2025-12-09,2026-05-31,Y
LNK1204,PH1144,SIM1204,DEV0145,P0985,2025-12-31,2026-02-06,Y
LNK1205,PH1145,SIM1205,DEV0072,P0985,2026-04-08,2026-10-13,Y
LNK1206,PH1146,SIM1206,DEV0309,P0986,2025-08-14,2025-11-11,Y
LNK1207,PH1146,SIM1207,DEV1190,P0986,2025-02-05,2025-02-22,N
LNK1208,PH1147,SIM1208,DEV0024,P0987,2025-12-09,2026-05-11,Y
LNK1209,PH1148,SIM1209,DEV0191,P0988,2025-04-05,2025-04-15,Y
LNK1210,PH1149,SIM1210,DEV1191,P0989,2025-03-29,2025-07-14,Y
LNK1211,PH1150,SIM1211,DEV1192,P0990,2025-01-20,2025-03-31,Y
LNK1212,PH1151,SIM1212,DEV0241,P0990,2025-05-26,2025-09-30,Y
LNK1213,PH1152,SIM1213,DEV1193,P0991,2025-07-31,2025-10-08,Y
LNK1214,PH1153,SIM1214,DEV1194,P0992,2025-06-25,2025-12-05,Y
LNK1215,PH1154,SIM1215,DEV1195,P0993,2025-06-18,2025-07-30,Y
LNK1216,PH1154,SIM1216,DEV1196,P0993,2026-04-21,2026-06-09,N
LNK1217,PH1155,SIM1217,DEV1197,P0994,2025-03-04,2025-03-22,Y
LNK1218,PH1156,SIM1218,DEV1198,P0995,2025-06-10,2025-06-16,Y
LNK1219,PH1156,SIM1219,DEV0217,P0995,2026-04-22,2026-05-26,N
LNK1220,PH1157,SIM1220,DEV1199,P0996,2025-05-10,2025-11-19,Y
LNK1221,PH1158,SIM1221,DEV1200,P0997,2026-04-09,2026-07-08,Y
LNK1222,PH1159,SIM1222,DEV0225,P0998,2025-01-13,2025-05-05,Y
LNK1223,PH1160,SIM1223,DEV1201,P0999,2026-03-19,2026-05-24,Y
LNK1224,PH1161,SIM1224,DEV1202,P1000,2026-05-03,2026-11-15,Y
