evidence_id,case_id,source_table,record_id,evidence_type,collected_date,custodian
cdr:CDR16455,CASE079,cdr,CDR16455,structured,,System
cdr:CDR16456,CASE079,cdr,CDR16456,structured,,System
cdr:CDR16457,CASE079,cdr,CDR16457,structured,,System
cdr:CDR16458,CASE079,cdr,CDR16458,structured,,System
cdr:CDR16459,CASE079,cdr,CDR16459,structured,,System
cdr:CDR16460,CASE079,cdr,CDR16460,structured,,System
cdr:CDR16461,CASE079,cdr,CDR16461,structured,,System
cdr:CDR16462,CASE079,cdr,CDR16462,structured,,System
cdr:CDR16463,CASE079,cdr,CDR16463,structured,,System
cdr:CDR16464,CASE079,cdr,CDR16464,structured,,System
cdr:CDR16465,CASE079,cdr,CDR16465,structured,,System
cdr:CDR16466,CASE079,cdr,CDR16466,structured,,System
cdr:CDR16467,CASE079,cdr,CDR16467,structured,,System
cdr:CDR16468,CASE079,cdr,CDR16468,structured,,System
cdr:CDR16469,CASE079,cdr,CDR16469,structured,,System
cdr:CDR16470,CASE079,cdr,CDR16470,structured,,System
cdr:CDR16471,CASE079,cdr,CDR16471,structured,,System
cdr:CDR16472,CASE079,cdr,CDR16472,structured,,System
cdr:CDR16473,CASE079,cdr,CDR16473,structured,,System
cdr:CDR16474,CASE079,cdr,CDR16474,structured,,System
cdr:CDR16475,CASE079,cdr,CDR16475,structured,,System
cdr:CDR16476,CASE079,cdr,CDR16476,structured,,System
cdr:CDR16477,CASE079,cdr,CDR16477,structured,,System
cdr:CDR16478,CASE079,cdr,CDR16478,structured,,System
cdr:CDR16479,CASE079,cdr,CDR16479,structured,,System
cdr:CDR16480,CASE079,cdr,CDR16480,structured,,System
cdr:CDR16481,CASE079,cdr,CDR16481,structured,,System
cdr:CDR16482,CASE079,cdr,CDR16482,structured,,System
cdr:CDR16483,CASE079,cdr,CDR16483,structured,,System
cdr:CDR16484,CASE079,cdr,CDR16484,structured,,System
cdr:CDR16485,CASE079,cdr,CDR16485,structured,,System
cdr:CDR16486,CASE079,cdr,CDR16486,structured,,System
transactions:TX3727,CASE079,transactions,TX3727,structured,,System
transactions:TX3728,CASE079,transactions,TX3728,structured,,System
transactions:TX3729,CASE079,transactions,TX3729,structured,,System
transactions:TX3730,CASE079,transactions,TX3730,structured,,System
transactions:TX3731,CASE079,transactions,TX3731,structured,,System
transactions:TX3732,CASE079,transactions,TX3732,structured,,System
transactions:TX3733,CASE079,transactions,TX3733,structured,,System
transactions:TX3734,CASE079,transactions,TX3734,structured,,System
transactions:TX3735,CASE079,transactions,TX3735,structured,,System
transactions:TX3736,CASE079,transactions,TX3736,structured,,System
transactions:TX3737,CASE079,transactions,TX3737,structured,,System
transactions:TX3738,CASE079,transactions,TX3738,structured,,System
transactions:TX3739,CASE079,transactions,TX3739,structured,,System
transactions:TX3740,CASE079,transactions,TX3740,structured,,System
transactions:TX3741,CASE079,transactions,TX3741,structured,,System
transactions:TX3742,CASE079,transactions,TX3742,structured,,System
transactions:TX3743,CASE079,transactions,TX3743,structured,,System
transactions:TX3744,CASE079,transactions,TX3744,structured,,System
transactions:TX3745,CASE079,transactions,TX3745,structured,,System
transactions:TX3746,CASE079,transactions,TX3746,structured,,System
transactions:TX3747,CASE079,transactions,TX3747,structured,,System
transactions:TX3748,CASE079,transactions,TX3748,structured,,System
transactions:TX3749,CASE079,transactions,TX3749,structured,,System
transactions:TX3750,CASE079,transactions,TX3750,structured,,System
transactions:TX3751,CASE079,transactions,TX3751,structured,,System
transactions:TX3752,CASE079,transactions,TX3752,structured,,System
transactions:TX3753,CASE079,transactions,TX3753,structured,,System
transactions:TX3754,CASE079,transactions,TX3754,structured,,System
transactions:TX3755,CASE079,transactions,TX3755,structured,,System
transactions:TX3756,CASE079,transactions,TX3756,structured,,System
transactions:TX3757,CASE079,transactions,TX3757,structured,,System
transactions:TX3758,CASE079,transactions,TX3758,structured,,System
transactions:TX3759,CASE079,transactions,TX3759,structured,,System
transactions:TX3760,CASE079,transactions,TX3760,structured,,System
transactions:TX3761,CASE079,transactions,TX3761,structured,,System
transactions:TX3762,CASE079,transactions,TX3762,structured,,System
transactions:TX3763,CASE079,transactions,TX3763,structured,,System
transactions:TX3764,CASE079,transactions,TX3764,structured,,System
transactions:TX3765,CASE079,transactions,TX3765,structured,,System
transactions:TX3766,CASE079,transactions,TX3766,structured,,System
transactions:TX3767,CASE079,transactions,TX3767,structured,,System
transactions:TX3768,CASE079,transactions,TX3768,structured,,System
transactions:TX3769,CASE079,transactions,TX3769,structured,,System
transactions:TX3770,CASE079,transactions,TX3770,structured,,System
transactions:TX3771,CASE079,transactions,TX3771,structured,,System
transactions:TX3772,CASE079,transactions,TX3772,structured,,System
transactions:TX3773,CASE079,transactions,TX3773,structured,,System
transactions:TX3774,CASE079,transactions,TX3774,structured,,System
transactions:TX3775,CASE079,transactions,TX3775,structured,,System
transactions:TX5188,CASE079,transactions,TX5188,structured,,System
transactions:TX5189,CASE079,transactions,TX5189,structured,,System
transactions:TX5190,CASE079,transactions,TX5190,structured,,System
transactions:TX5191,CASE079,transactions,TX5191,structured,,System
transactions:TX5192,CASE079,transactions,TX5192,structured,,System
location_events:CASE079-LE0405,CASE079,location_events,CASE079-LE0405,structured,,System
location_events:CASE079-LE0406,CASE079,location_events,CASE079-LE0406,structured,,System
location_events:CASE079-LE0407,CASE079,location_events,CASE079-LE0407,structured,,System
location_events:CASE079-LE0408,CASE079,location_events,CASE079-LE0408,structured,,System
location_events:CASE079-LE0409,CASE079,location_events,CASE079-LE0409,structured,,System
location_events:CASE079-LE0410,CASE079,location_events,CASE079-LE0410,structured,,System
documents:FIR_FIR0080,CASE079,documents,FIR_FIR0080,document,,System
documents:WITNESS_CASE079_1,CASE079,documents,WITNESS_CASE079_1,document,,System
fir:FIR0081,CASE080,fir,FIR0081,structured,,System
cdr:CDR16487,CASE080,cdr,CDR16487,structured,,System
cdr:CDR16488,CASE080,cdr,CDR16488,structured,,System
cdr:CDR16489,CASE080,cdr,CDR16489,structured,,System
cdr:CDR16490,CASE080,cdr,CDR16490,structured,,System
cdr:CDR16491,CASE080,cdr,CDR16491,structured,,System
cdr:CDR16492,CASE080,cdr,CDR16492,structured,,System
cdr:CDR16493,CASE080,cdr,CDR16493,structured,,System
cdr:CDR16494,CASE080,cdr,CDR16494,structured,,System
cdr:CDR16495,CASE080,cdr,CDR16495,structured,,System
cdr:CDR16496,CASE080,cdr,CDR16496,structured,,System
cdr:CDR16497,CASE080,cdr,CDR16497,structured,,System
cdr:CDR16498,CASE080,cdr,CDR16498,structured,,System
cdr:CDR16499,CASE080,cdr,CDR16499,structured,,System
cdr:CDR16500,CASE080,cdr,CDR16500,structured,,System
cdr:CDR16501,CASE080,cdr,CDR16501,structured,,System
cdr:CDR16502,CASE080,cdr,CDR16502,structured,,System
cdr:CDR16503,CASE080,cdr,CDR16503,structured,,System
cdr:CDR16504,CASE080,cdr,CDR16504,structured,,System
cdr:CDR16505,CASE080,cdr,CDR16505,structured,,System
cdr:CDR16506,CASE080,cdr,CDR16506,structured,,System
cdr:CDR16507,CASE080,cdr,CDR16507,structured,,System
cdr:CDR16508,CASE080,cdr,CDR16508,structured,,System
cdr:CDR16509,CASE080,cdr,CDR16509,structured,,System
cdr:CDR16510,CASE080,cdr,CDR16510,structured,,System
cdr:CDR16511,CASE080,cdr,CDR16511,structured,,System
cdr:CDR16512,CASE080,cdr,CDR16512,structured,,System
cdr:CDR16513,CASE080,cdr,CDR16513,structured,,System
cdr:CDR16514,CASE080,cdr,CDR16514,structured,,System
cdr:CDR16515,CASE080,cdr,CDR16515,structured,,System
cdr:CDR16516,CASE080,cdr,CDR16516,structured,,System
cdr:CDR16517,CASE080,cdr,CDR16517,structured,,System
cdr:CDR16518,CASE080,cdr,CDR16518,structured,,System
cdr:CDR16519,CASE080,cdr,CDR16519,structured,,System
cdr:CDR16520,CASE080,cdr,CDR16520,structured,,System
cdr:CDR16521,CASE080,cdr,CDR16521,structured,,System
cdr:CDR16522,CASE080,cdr,CDR16522,structured,,System
cdr:CDR16523,CASE080,cdr,CDR16523,structured,,System
cdr:CDR16524,CASE080,cdr,CDR16524,structured,,System
cdr:CDR16525,CASE080,cdr,CDR16525,structured,,System
cdr:CDR16526,CASE080,cdr,CDR16526,structured,,System
cdr:CDR16527,CASE080,cdr,CDR16527,structured,,System
cdr:CDR16528,CASE080,cdr,CDR16528,structured,,System
cdr:CDR16529,CASE080,cdr,CDR16529,structured,,System
cdr:CDR16530,CASE080,cdr,CDR16530,structured,,System
cdr:CDR16531,CASE080,cdr,CDR16531,structured,,System
cdr:CDR16532,CASE080,cdr,CDR16532,structured,,System
cdr:CDR16533,CASE080,cdr,CDR16533,structured,,System
cdr:CDR16534,CASE080,cdr,CDR16534,structured,,System
cdr:CDR16535,CASE080,cdr,CDR16535,structured,,System
cdr:CDR16536,CASE080,cdr,CDR16536,structured,,System
cdr:CDR16537,CASE080,cdr,CDR16537,structured,,System
cdr:CDR16538,CASE080,cdr,CDR16538,structured,,System
cdr:CDR16539,CASE080,cdr,CDR16539,structured,,System
cdr:CDR16540,CASE080,cdr,CDR16540,structured,,System
cdr:CDR16541,CASE080,cdr,CDR16541,structured,,System
cdr:CDR16542,CASE080,cdr,CDR16542,structured,,System
cdr:CDR16543,CASE080,cdr,CDR16543,structured,,System
cdr:CDR16544,CASE080,cdr,CDR16544,structured,,System
cdr:CDR16545,CASE080,cdr,CDR16545,structured,,System
cdr:CDR16546,CASE080,cdr,CDR16546,structured,,System
cdr:CDR16547,CASE080,cdr,CDR16547,structured,,System
cdr:CDR16548,CASE080,cdr,CDR16548,structured,,System
cdr:CDR16549,CASE080,cdr,CDR16549,structured,,System
cdr:CDR16550,CASE080,cdr,CDR16550,structured,,System
cdr:CDR16551,CASE080,cdr,CDR16551,structured,,System
cdr:CDR16552,CASE080,cdr,CDR16552,structured,,System
cdr:CDR16553,CASE080,cdr,CDR16553,structured,,System
cdr:CDR16554,CASE080,cdr,CDR16554,structured,,System
cdr:CDR16555,CASE080,cdr,CDR16555,structured,,System
cdr:CDR16556,CASE080,cdr,CDR16556,structured,,System
cdr:CDR16557,CASE080,cdr,CDR16557,structured,,System
cdr:CDR16558,CASE080,cdr,CDR16558,structured,,System
cdr:CDR16559,CASE080,cdr,CDR16559,structured,,System
cdr:CDR16560,CASE080,cdr,CDR16560,structured,,System
cdr:CDR16561,CASE080,cdr,CDR16561,structured,,System
cdr:CDR16562,CASE080,cdr,CDR16562,structured,,System
cdr:CDR16563,CASE080,cdr,CDR16563,structured,,System
cdr:CDR16564,CASE080,cdr,CDR16564,structured,,System
cdr:CDR16565,CASE080,cdr,CDR16565,structured,,System
cdr:CDR16566,CASE080,cdr,CDR16566,structured,,System
cdr:CDR16567,CASE080,cdr,CDR16567,structured,,System
cdr:CDR16568,CASE080,cdr,CDR16568,structured,,System
cdr:CDR16569,CASE080,cdr,CDR16569,structured,,System
cdr:CDR16570,CASE080,cdr,CDR16570,structured,,System
cdr:CDR16571,CASE080,cdr,CDR16571,structured,,System
cdr:CDR16572,CASE080,cdr,CDR16572,structured,,System
cdr:CDR16573,CASE080,cdr,CDR16573,structured,,System
cdr:CDR16574,CASE080,cdr,CDR16574,structured,,System
cdr:CDR16575,CASE080,cdr,CDR16575,structured,,System
cdr:CDR16576,CASE080,cdr,CDR16576,structured,,System
cdr:CDR16577,CASE080,cdr,CDR16577,structured,,System
cdr:CDR16578,CASE080,cdr,CDR16578,structured,,System
cdr:CDR16579,CASE080,cdr,CDR16579,structured,,System
cdr:CDR16580,CASE080,cdr,CDR16580,structured,,System
cdr:CDR16581,CASE080,cdr,CDR16581,structured,,System
cdr:CDR16582,CASE080,cdr,CDR16582,structured,,System
cdr:CDR16583,CASE080,cdr,CDR16583,structured,,System
cdr:CDR16584,CASE080,cdr,CDR16584,structured,,System
cdr:CDR16585,CASE080,cdr,CDR16585,structured,,System
cdr:CDR16586,CASE080,cdr,CDR16586,structured,,System
cdr:CDR16587,CASE080,cdr,CDR16587,structured,,System
cdr:CDR16588,CASE080,cdr,CDR16588,structured,,System
cdr:CDR16589,CASE080,cdr,CDR16589,structured,,System
cdr:CDR16590,CASE080,cdr,CDR16590,structured,,System
cdr:CDR16591,CASE080,cdr,CDR16591,structured,,System
cdr:CDR16592,CASE080,cdr,CDR16592,structured,,System
cdr:CDR16593,CASE080,cdr,CDR16593,structured,,System
cdr:CDR16594,CASE080,cdr,CDR16594,structured,,System
cdr:CDR16595,CASE080,cdr,CDR16595,structured,,System
cdr:CDR16596,CASE080,cdr,CDR16596,structured,,System
cdr:CDR16597,CASE080,cdr,CDR16597,structured,,System
cdr:CDR16598,CASE080,cdr,CDR16598,structured,,System
cdr:CDR16599,CASE080,cdr,CDR16599,structured,,System
cdr:CDR16600,CASE080,cdr,CDR16600,structured,,System
cdr:CDR16601,CASE080,cdr,CDR16601,structured,,System
cdr:CDR16602,CASE080,cdr,CDR16602,structured,,System
cdr:CDR16603,CASE080,cdr,CDR16603,structured,,System
cdr:CDR16604,CASE080,cdr,CDR16604,structured,,System
cdr:CDR16605,CASE080,cdr,CDR16605,structured,,System
cdr:CDR16606,CASE080,cdr,CDR16606,structured,,System
cdr:CDR16607,CASE080,cdr,CDR16607,structured,,System
cdr:CDR16608,CASE080,cdr,CDR16608,structured,,System
cdr:CDR16609,CASE080,cdr,CDR16609,structured,,System
cdr:CDR16610,CASE080,cdr,CDR16610,structured,,System
cdr:CDR16611,CASE080,cdr,CDR16611,structured,,System
cdr:CDR16612,CASE080,cdr,CDR16612,structured,,System
cdr:CDR16613,CASE080,cdr,CDR16613,structured,,System
cdr:CDR16614,CASE080,cdr,CDR16614,structured,,System
cdr:CDR16615,CASE080,cdr,CDR16615,structured,,System
cdr:CDR16616,CASE080,cdr,CDR16616,structured,,System
cdr:CDR16617,CASE080,cdr,CDR16617,structured,,System
cdr:CDR16618,CASE080,cdr,CDR16618,structured,,System
cdr:CDR16619,CASE080,cdr,CDR16619,structured,,System
cdr:CDR16620,CASE080,cdr,CDR16620,structured,,System
cdr:CDR16621,CASE080,cdr,CDR16621,structured,,System
cdr:CDR16622,CASE080,cdr,CDR16622,structured,,System
cdr:CDR16623,CASE080,cdr,CDR16623,structured,,System
cdr:CDR16624,CASE080,cdr,CDR16624,structured,,System
cdr:CDR16625,CASE080,cdr,CDR16625,structured,,System
cdr:CDR16626,CASE080,cdr,CDR16626,structured,,System
cdr:CDR16627,CASE080,cdr,CDR16627,structured,,System
cdr:CDR16628,CASE080,cdr,CDR16628,structured,,System
cdr:CDR16629,CASE080,cdr,CDR16629,structured,,System
cdr:CDR16630,CASE080,cdr,CDR16630,structured,,System
cdr:CDR16631,CASE080,cdr,CDR16631,structured,,System
cdr:CDR16632,CASE080,cdr,CDR16632,structured,,System
cdr:CDR16633,CASE080,cdr,CDR16633,structured,,System
cdr:CDR16634,CASE080,cdr,CDR16634,structured,,System
cdr:CDR16635,CASE080,cdr,CDR16635,structured,,System
cdr:CDR16636,CASE080,cdr,CDR16636,structured,,System
cdr:CDR16637,CASE080,cdr,CDR16637,structured,,System
cdr:CDR16638,CASE080,cdr,CDR16638,structured,,System
cdr:CDR16639,CASE080,cdr,CDR16639,structured,,System
cdr:CDR16640,CASE080,cdr,CDR16640,structured,,System
transactions:TX3776,CASE080,transactions,TX3776,structured,,System
transactions:TX3777,CASE080,transactions,TX3777,structured,,System
transactions:TX3778,CASE080,transactions,TX3778,structured,,System
transactions:TX3779,CASE080,transactions,TX3779,structured,,System
transactions:TX3780,CASE080,transactions,TX3780,structured,,System
transactions:TX3781,CASE080,transactions,TX3781,structured,,System
transactions:TX3782,CASE080,transactions,TX3782,structured,,System
transactions:TX3783,CASE080,transactions,TX3783,structured,,System
transactions:TX3784,CASE080,transactions,TX3784,structured,,System
transactions:TX3785,CASE080,transactions,TX3785,structured,,System
transactions:TX3786,CASE080,transactions,TX3786,structured,,System
transactions:TX3787,CASE080,transactions,TX3787,structured,,System
transactions:TX3788,CASE080,transactions,TX3788,structured,,System
transactions:TX3789,CASE080,transactions,TX3789,structured,,System
transactions:TX3790,CASE080,transactions,TX3790,structured,,System
transactions:TX3791,CASE080,transactions,TX3791,structured,,System
transactions:TX3792,CASE080,transactions,TX3792,structured,,System
transactions:TX3793,CASE080,transactions,TX3793,structured,,System
transactions:TX3794,CASE080,transactions,TX3794,structured,,System
transactions:TX3795,CASE080,transactions,TX3795,structured,,System
transactions:TX3796,CASE080,transactions,TX3796,structured,,System
transactions:TX3797,CASE080,transactions,TX3797,structured,,System
transactions:TX3798,CASE080,transactions,TX3798,structured,,System
transactions:TX3799,CASE080,transactions,TX3799,structured,,System
transactions:TX3800,CASE080,transactions,TX3800,structured,,System
transactions:TX3801,CASE080,transactions,TX3801,structured,,System
transactions:TX3802,CASE080,transactions,TX3802,structured,,System
transactions:TX3803,CASE080,transactions,TX3803,structured,,System
transactions:TX3804,CASE080,transactions,TX3804,structured,,System
transactions:TX3805,CASE080,transactions,TX3805,structured,,System
transactions:TX3806,CASE080,transactions,TX3806,structured,,System
transactions:TX3807,CASE080,transactions,TX3807,structured,,System
transactions:TX3808,CASE080,transactions,TX3808,structured,,System
transactions:TX3809,CASE080,transactions,TX3809,structured,,System
transactions:TX3810,CASE080,transactions,TX3810,structured,,System
transactions:TX3811,CASE080,transactions,TX3811,structured,,System
transactions:TX3812,CASE080,transactions,TX3812,structured,,System
transactions:TX3813,CASE080,transactions,TX3813,structured,,System
transactions:TX3814,CASE080,transactions,TX3814,structured,,System
transactions:TX3815,CASE080,transactions,TX3815,structured,,System
transactions:TX3816,CASE080,transactions,TX3816,structured,,System
transactions:TX3817,CASE080,transactions,TX3817,structured,,System
transactions:TX3818,CASE080,transactions,TX3818,structured,,System
transactions:TX3819,CASE080,transactions,TX3819,structured,,System
transactions:TX3820,CASE080,transactions,TX3820,structured,,System
transactions:TX3821,CASE080,transactions,TX3821,structured,,System
transactions:TX3822,CASE080,transactions,TX3822,structured,,System
transactions:TX3823,CASE080,transactions,TX3823,structured,,System
transactions:TX5193,CASE080,transactions,TX5193,structured,,System
transactions:TX5194,CASE080,transactions,TX5194,structured,,System
transactions:TX5195,CASE080,transactions,TX5195,structured,,System
transactions:TX5196,CASE080,transactions,TX5196,structured,,System
transactions:TX5197,CASE080,transactions,TX5197,structured,,System
location_events:CASE080-LE0411,CASE080,location_events,CASE080-LE0411,structured,,System
location_events:CASE080-LE0412,CASE080,location_events,CASE080-LE0412,structured,,System
location_events:CASE080-LE0413,CASE080,location_events,CASE080-LE0413,structured,,System
location_events:CASE080-LE0414,CASE080,location_events,CASE080-LE0414,structured,,System
location_events:CASE080-LE0415,CASE080,location_events,CASE080-LE0415,structured,,System
documents:FIR_FIR0081,CASE080,documents,FIR_FIR0081,document,,System
documents:WITNESS_CASE080_1,CASE080,documents,WITNESS_CASE080_1,document,,System
fir:FIR0082,CASE081,fir,FIR0082,structured,,System
cdr:CDR16641,CASE081,cdr,CDR16641,structured,,System
cdr:CDR16642,CASE081,cdr,CDR16642,structured,,System
cdr:CDR16643,CASE081,cdr,CDR16643,structured,,System
cdr:CDR16644,CASE081,cdr,CDR16644,structured,,System
cdr:CDR16645,CASE081,cdr,CDR16645,structured,,System
cdr:CDR16646,CASE081,cdr,CDR16646,structured,,System
cdr:CDR16647,CASE081,cdr,CDR16647,structured,,System
cdr:CDR16648,CASE081,cdr,CDR16648,structured,,System
cdr:CDR16649,CASE081,cdr,CDR16649,structured,,System
cdr:CDR16650,CASE081,cdr,CDR16650,structured,,System
cdr:CDR16651,CASE081,cdr,CDR16651,structured,,System
cdr:CDR16652,CASE081,cdr,CDR16652,structured,,System
cdr:CDR16653,CASE081,cdr,CDR16653,structured,,System
cdr:CDR16654,CASE081,cdr,CDR16654,structured,,System
cdr:CDR16655,CASE081,cdr,CDR16655,structured,,System
cdr:CDR16656,CASE081,cdr,CDR16656,structured,,System
cdr:CDR16657,CASE081,cdr,CDR16657,structured,,System
cdr:CDR16658,CASE081,cdr,CDR16658,structured,,System
cdr:CDR16659,CASE081,cdr,CDR16659,structured,,System
cdr:CDR16660,CASE081,cdr,CDR16660,structured,,System
cdr:CDR16661,CASE081,cdr,CDR16661,structured,,System
cdr:CDR16662,CASE081,cdr,CDR16662,structured,,System
cdr:CDR16663,CASE081,cdr,CDR16663,structured,,System
cdr:CDR16664,CASE081,cdr,CDR16664,structured,,System
cdr:CDR16665,CASE081,cdr,CDR16665,structured,,System
cdr:CDR16666,CASE081,cdr,CDR16666,structured,,System
cdr:CDR16667,CASE081,cdr,CDR16667,structured,,System
cdr:CDR16668,CASE081,cdr,CDR16668,structured,,System
cdr:CDR16669,CASE081,cdr,CDR16669,structured,,System
cdr:CDR16670,CASE081,cdr,CDR16670,structured,,System
cdr:CDR16671,CASE081,cdr,CDR16671,structured,,System
cdr:CDR16672,CASE081,cdr,CDR16672,structured,,System
cdr:CDR16673,CASE081,cdr,CDR16673,structured,,System
cdr:CDR16674,CASE081,cdr,CDR16674,structured,,System
cdr:CDR16675,CASE081,cdr,CDR16675,structured,,System
cdr:CDR16676,CASE081,cdr,CDR16676,structured,,System
cdr:CDR16677,CASE081,cdr,CDR16677,structured,,System
cdr:CDR16678,CASE081,cdr,CDR16678,structured,,System
cdr:CDR16679,CASE081,cdr,CDR16679,structured,,System
cdr:CDR16680,CASE081,cdr,CDR16680,structured,,System
cdr:CDR16681,CASE081,cdr,CDR16681,structured,,System
cdr:CDR16682,CASE081,cdr,CDR16682,structured,,System
cdr:CDR16683,CASE081,cdr,CDR16683,structured,,System
cdr:CDR16684,CASE081,cdr,CDR16684,structured,,System
cdr:CDR16685,CASE081,cdr,CDR16685,structured,,System
cdr:CDR16686,CASE081,cdr,CDR16686,structured,,System
cdr:CDR16687,CASE081,cdr,CDR16687,structured,,System
cdr:CDR16688,CASE081,cdr,CDR16688,structured,,System
cdr:CDR16689,CASE081,cdr,CDR16689,structured,,System
cdr:CDR16690,CASE081,cdr,CDR16690,structured,,System
cdr:CDR16691,CASE081,cdr,CDR16691,structured,,System
cdr:CDR16692,CASE081,cdr,CDR16692,structured,,System
cdr:CDR16693,CASE081,cdr,CDR16693,structured,,System
cdr:CDR16694,CASE081,cdr,CDR16694,structured,,System
cdr:CDR16695,CASE081,cdr,CDR16695,structured,,System
cdr:CDR16696,CASE081,cdr,CDR16696,structured,,System
cdr:CDR16697,CASE081,cdr,CDR16697,structured,,System
cdr:CDR16698,CASE081,cdr,CDR16698,structured,,System
cdr:CDR16699,CASE081,cdr,CDR16699,structured,,System
cdr:CDR16700,CASE081,cdr,CDR16700,structured,,System
cdr:CDR16701,CASE081,cdr,CDR16701,structured,,System
cdr:CDR16702,CASE081,cdr,CDR16702,structured,,System
cdr:CDR16703,CASE081,cdr,CDR16703,structured,,System
cdr:CDR16704,CASE081,cdr,CDR16704,structured,,System
cdr:CDR16705,CASE081,cdr,CDR16705,structured,,System
cdr:CDR16706,CASE081,cdr,CDR16706,structured,,System
cdr:CDR16707,CASE081,cdr,CDR16707,structured,,System
cdr:CDR16708,CASE081,cdr,CDR16708,structured,,System
cdr:CDR16709,CASE081,cdr,CDR16709,structured,,System
cdr:CDR16710,CASE081,cdr,CDR16710,structured,,System
cdr:CDR16711,CASE081,cdr,CDR16711,structured,,System
cdr:CDR16712,CASE081,cdr,CDR16712,structured,,System
cdr:CDR16713,CASE081,cdr,CDR16713,structured,,System
cdr:CDR16714,CASE081,cdr,CDR16714,structured,,System
cdr:CDR16715,CASE081,cdr,CDR16715,structured,,System
cdr:CDR16716,CASE081,cdr,CDR16716,structured,,System
cdr:CDR16717,CASE081,cdr,CDR16717,structured,,System
cdr:CDR16718,CASE081,cdr,CDR16718,structured,,System
cdr:CDR16719,CASE081,cdr,CDR16719,structured,,System
cdr:CDR16720,CASE081,cdr,CDR16720,structured,,System
cdr:CDR16721,CASE081,cdr,CDR16721,structured,,System
cdr:CDR16722,CASE081,cdr,CDR16722,structured,,System
cdr:CDR16723,CASE081,cdr,CDR16723,structured,,System
cdr:CDR16724,CASE081,cdr,CDR16724,structured,,System
cdr:CDR16725,CASE081,cdr,CDR16725,structured,,System
cdr:CDR16726,CASE081,cdr,CDR16726,structured,,System
cdr:CDR16727,CASE081,cdr,CDR16727,structured,,System
cdr:CDR16728,CASE081,cdr,CDR16728,structured,,System
cdr:CDR16729,CASE081,cdr,CDR16729,structured,,System
cdr:CDR16730,CASE081,cdr,CDR16730,structured,,System
cdr:CDR16731,CASE081,cdr,CDR16731,structured,,System
cdr:CDR16732,CASE081,cdr,CDR16732,structured,,System
cdr:CDR16733,CASE081,cdr,CDR16733,structured,,System
cdr:CDR16734,CASE081,cdr,CDR16734,structured,,System
cdr:CDR16735,CASE081,cdr,CDR16735,structured,,System
cdr:CDR16736,CASE081,cdr,CDR16736,structured,,System
cdr:CDR16737,CASE081,cdr,CDR16737,structured,,System
cdr:CDR16738,CASE081,cdr,CDR16738,structured,,System
cdr:CDR16739,CASE081,cdr,CDR16739,structured,,System
cdr:CDR16740,CASE081,cdr,CDR16740,structured,,System
cdr:CDR16741,CASE081,cdr,CDR16741,structured,,System
cdr:CDR16742,CASE081,cdr,CDR16742,structured,,System
cdr:CDR16743,CASE081,cdr,CDR16743,structured,,System
cdr:CDR16744,CASE081,cdr,CDR16744,structured,,System
cdr:CDR16745,CASE081,cdr,CDR16745,structured,,System
cdr:CDR16746,CASE081,cdr,CDR16746,structured,,System
cdr:CDR16747,CASE081,cdr,CDR16747,structured,,System
cdr:CDR16748,CASE081,cdr,CDR16748,structured,,System
cdr:CDR16749,CASE081,cdr,CDR16749,structured,,System
cdr:CDR16750,CASE081,cdr,CDR16750,structured,,System
cdr:CDR16751,CASE081,cdr,CDR16751,structured,,System
cdr:CDR16752,CASE081,cdr,CDR16752,structured,,System
cdr:CDR16753,CASE081,cdr,CDR16753,structured,,System
cdr:CDR16754,CASE081,cdr,CDR16754,structured,,System
cdr:CDR16755,CASE081,cdr,CDR16755,structured,,System
cdr:CDR16756,CASE081,cdr,CDR16756,structured,,System
cdr:CDR16757,CASE081,cdr,CDR16757,structured,,System
cdr:CDR16758,CASE081,cdr,CDR16758,structured,,System
cdr:CDR16759,CASE081,cdr,CDR16759,structured,,System
cdr:CDR16760,CASE081,cdr,CDR16760,structured,,System
cdr:CDR16761,CASE081,cdr,CDR16761,structured,,System
cdr:CDR16762,CASE081,cdr,CDR16762,structured,,System
cdr:CDR16763,CASE081,cdr,CDR16763,structured,,System
cdr:CDR16764,CASE081,cdr,CDR16764,structured,,System
cdr:CDR16765,CASE081,cdr,CDR16765,structured,,System
cdr:CDR16766,CASE081,cdr,CDR16766,structured,,System
cdr:CDR16767,CASE081,cdr,CDR16767,structured,,System
cdr:CDR16768,CASE081,cdr,CDR16768,structured,,System
cdr:CDR16769,CASE081,cdr,CDR16769,structured,,System
cdr:CDR16770,CASE081,cdr,CDR16770,structured,,System
cdr:CDR16771,CASE081,cdr,CDR16771,structured,,System
cdr:CDR16772,CASE081,cdr,CDR16772,structured,,System
cdr:CDR16773,CASE081,cdr,CDR16773,structured,,System
cdr:CDR16774,CASE081,cdr,CDR16774,structured,,System
cdr:CDR16775,CASE081,cdr,CDR16775,structured,,System
cdr:CDR16776,CASE081,cdr,CDR16776,structured,,System
cdr:CDR16777,CASE081,cdr,CDR16777,structured,,System
cdr:CDR16778,CASE081,cdr,CDR16778,structured,,System
cdr:CDR16779,CASE081,cdr,CDR16779,structured,,System
cdr:CDR16780,CASE081,cdr,CDR16780,structured,,System
cdr:CDR16781,CASE081,cdr,CDR16781,structured,,System
cdr:CDR16782,CASE081,cdr,CDR16782,structured,,System
cdr:CDR16783,CASE081,cdr,CDR16783,structured,,System
