:START_ID(Person),:END_ID(Person),confidence,source_record
P0668,P0096,0.88,CDR
P0689,P0096,0.61,CDR
P0689,P0185,0.89,CDR
P0096,P0185,0.78,CDR
P0096,P0573,0.88,CDR
P0185,P0573,0.8,CDR
P0185,P0699,0.78,CDR
P0573,P0699,0.77,CDR
P0573,P0740,0.89,CDR
P0699,P0740,0.87,CDR
P0699,P0875,0.8,CDR
P0740,P0875,0.68,CDR
P0740,P0719,0.8,CDR
P0875,P0719,0.58,CDR
P0875,P0496,0.87,CDR
P0719,P0496,0.59,CDR
P0719,P0724,0.82,CDR
P0496,P0724,0.92,CDR
P0870,P0724,0.3,SHARED_ORG
P0182,P0605,0.83,CDR
P0605,P0957,0.5,CDR
P0957,P0105,0.54,CDR
P0105,P0426,0.52,CDR
P0426,P0637,0.82,CDR
P0637,P0577,0.86,CDR
P0577,P0329,0.94,CDR
P0329,P0158,0.62,CDR
P0426,P0577,0.3,SHARED_ORG
P0301,P0245,0.62,CDR
P0245,P0771,0.82,CDR
P0771,P0751,0.77,CDR
P0751,P0445,0.72,CDR
P0445,P0839,0.9,CDR
P0839,P0020,0.63,CDR
P0020,P0469,0.75,CDR
P0469,P0513,0.55,CDR
P0513,P0322,0.72,CDR
P0322,P0106,0.87,CDR
P0106,P0119,0.94,CDR
P0119,P0690,0.92,CDR
P0690,P0443,0.8,CDR
P0751,P0690,0.3,SHARED_ORG
P0359,P0826,0.59,CDR
P0826,P0638,0.69,CDR
P0857,P0754,0.65,CDR
P0754,P0697,0.67,CDR
P0697,P0024,0.67,CDR
P0638,P0857,0.65,CDR
P0638,P0754,0.3,SHARED_ORG
P0651,P0187,0.94,CDR
P0187,P0696,0.63,CDR
P0696,P0813,0.52,CDR
P0813,P0463,0.93,CDR
P0463,P0985,0.63,CDR
P0775,P0016,0.81,CDR
P0016,P0759,0.88,CDR
P0759,P0714,0.51,CDR
P0714,P0825,0.57,CDR
P0825,P0459,0.9,CDR
P0459,P0279,0.68,CDR
P0985,P0775,0.65,CDR
P0696,P0463,0.3,SHARED_ORG
P0172,P0777,0.64,CDR
P0378,P0014,0.52,CDR
P0014,P0051,0.76,CDR
P0777,P0378,0.68,CDR
P0378,P0014,0.3,SHARED_ORG
P0906,P0623,0.74,CDR
P0623,P0806,0.51,CDR
P0806,P0749,0.61,CDR
P0749,P0328,0.63,CDR
P0328,P0643,0.8,CDR
P0643,P0362,0.95,CDR
P0362,P0482,0.88,CDR
P0482,P0172,0.91,CDR
P0172,P0645,0.77,CDR
P0645,P0994,0.56,CDR
P0994,P0560,0.54,CDR
P0560,P0781,0.93,CDR
P0781,P0263,0.93,CDR
P0263,P0105,0.82,CDR
P0105,P0962,0.88,CDR
P0962,P0376,0.7,CDR
P0376,P0545,0.61,CDR
P0545,P0841,0.71,CDR
P0841,P0316,0.84,CDR
P0316,P0265,0.54,CDR
P0265,P0534,0.68,CDR
P0534,P0170,0.82,CDR
P0170,P0700,0.8,CDR
P0700,P0928,0.79,CDR
P0928,P0533,0.7,CDR
P0533,P0224,0.59,CDR
P0224,P0758,0.53,CDR
P0758,P0966,0.76,CDR
P0966,P0840,0.87,CDR
P0840,P0008,0.71,CDR
P0008,P0486,0.93,CDR
P0486,P0118,0.57,CDR
P0118,P0015,0.59,CDR
P0015,P0117,0.58,CDR
P0117,P0581,0.69,CDR
P0581,P0595,0.87,CDR
P0746,P0633,0.8,CDR
P0633,P0067,0.68,CDR
P0067,P0507,0.85,CDR
P0507,P0195,0.74,CDR
P0195,P0986,0.9,CDR
P0986,P0152,0.78,CDR
P0152,P0524,0.67,CDR
P0524,P0883,0.76,CDR
P0883,P0222,0.94,CDR
P0222,P0852,0.89,CDR
P0852,P0721,0.84,CDR
P0721,P0843,0.68,CDR
P0843,P0449,0.65,CDR
P0449,P0078,0.61,CDR
P0078,P0961,0.57,CDR
P0961,P0327,0.88,CDR
P0327,P0663,0.85,CDR
P0663,P0978,0.52,CDR
P0978,P0814,0.58,CDR
P0814,P0987,0.69,CDR
P0987,P0336,0.52,CDR
P0336,P0703,0.84,CDR
P0703,P0651,0.81,CDR
P0651,P0361,0.51,CDR
P0361,P0750,0.51,CDR
P0750,P0691,0.83,CDR
P0691,P0847,0.75,CDR
P0847,P0474,0.7,CDR
P0474,P0257,0.69,CDR
P0257,P0812,0.58,CDR
P0812,P0086,0.63,CDR
P0086,P0945,0.72,CDR
P0945,P0348,0.79,CDR
P0348,P0589,0.6,CDR
P0589,P0392,0.74,CDR
P0392,P0732,0.53,CDR
P0732,P0740,0.83,CDR
P0595,P0746,0.59,CDR
P0978,P0691,0.3,SHARED_ORG
P0462,P0095,0.62,CDR
P0095,P0600,0.6,CDR
P0600,P0286,0.5,CDR
P0286,P0738,0.77,CDR
P0738,P0048,0.62,CDR
P0048,P0657,0.76,CDR
P0657,P0828,0.63,CDR
P0828,P0828,0.3,SHARED_ORG
P0706,P0980,0.85,CDR
P0980,P0472,0.67,CDR
P0472,P0024,0.61,CDR
P0024,P0136,0.92,CDR
P0136,P0309,0.58,CDR
P0822,P0232,0.86,CDR
P0232,P0187,0.82,CDR
P0187,P0840,0.69,CDR
P0840,P0020,0.56,CDR
P0020,P0842,0.69,CDR
P0842,P0668,0.72,CDR
P0309,P0822,0.79,CDR
P0136,P0840,0.3,SHARED_ORG
P0531,P0723,0.71,CDR
P0332,P0455,0.7,CDR
P0332,P0811,0.83,CDR
P0332,P0039,0.64,CDR
P0332,P0583,0.54,CDR
P0332,P0311,0.62,CDR
P0455,P0723,0.3,SHARED_ORG
P0681,P0502,0.92,CDR
P0502,P0733,0.59,CDR
P0733,P0286,0.63,CDR
P0286,P0269,0.64,CDR
P0269,P0200,0.7,CDR
P0200,P0825,0.58,CDR
P0825,P0104,0.91,CDR
P0104,P0638,0.79,CDR
P0638,P0910,0.65,CDR
P0910,P0266,0.82,CDR
P0266,P0777,0.82,CDR
P0777,P0979,0.92,CDR
P0979,P0866,0.63,CDR
P0866,P0226,0.57,CDR
P0226,P0765,0.89,CDR
P0765,P0907,0.8,CDR
P0907,P0750,0.74,CDR
P0750,P0372,0.67,CDR
P0372,P0186,0.82,CDR
P0186,P0043,0.82,CDR
P0043,P0921,0.95,CDR
P0921,P0088,0.91,CDR
P0088,P0783,0.66,CDR
P0783,P0954,0.78,CDR
P0954,P0356,0.75,CDR
P0356,P0171,0.84,CDR
P0171,P0228,0.53,CDR
P0228,P0437,0.94,CDR
P0437,P0268,0.67,CDR
P0268,P0352,0.59,CDR
P0352,P0501,0.82,CDR
P0501,P0841,0.54,CDR
P0841,P0865,0.61,CDR
P0865,P0255,0.58,CDR
P0255,P0939,0.81,CDR
P0939,P0198,0.55,CDR
P0198,P0026,0.56,CDR
P0026,P0699,0.62,CDR
P0699,P0100,0.52,CDR
P0100,P0562,0.79,CDR
P0562,P0637,0.61,CDR
P0637,P0061,0.54,CDR
P0061,P0278,0.82,CDR
P0278,P0419,0.93,CDR
P0419,P0076,0.72,CDR
P0076,P0872,0.59,CDR
P0872,P0067,0.6,CDR
P0067,P0080,0.51,CDR
P0080,P0902,0.93,CDR
P0902,P0151,0.68,CDR
P0151,P0057,0.7,CDR
P0057,P0032,0.68,CDR
P0255,P0356,0.3,SHARED_ORG
P0682,P0933,0.86,CDR
P0236,P0315,0.62,CDR
P0682,P0661,0.56,CDR
P0682,P0653,0.92,CDR
P0682,P0125,0.86,CDR
P0682,P0987,0.84,CDR
P0682,P0260,0.61,CDR
P0236,P0207,0.93,CDR
P0236,P0814,0.65,CDR
P0682,P0519,0.83,CDR
P0682,P0679,0.7,CDR
P0682,P0802,0.71,CDR
P0236,P0652,0.53,CDR
P0236,P0224,0.77,CDR
P0682,P0497,0.68,CDR
P0236,P0729,0.56,CDR
P0236,P0637,0.83,CDR
P0236,P0546,0.71,CDR
P0682,P0426,0.85,CDR
P0236,P0876,0.59,CDR
P0125,P0637,0.3,SHARED_ORG
P0673,P0331,0.56,CDR
P0331,P0304,0.91,CDR
P0304,P0851,0.52,CDR
P0851,P0238,0.73,CDR
P0238,P0198,0.71,CDR
P0198,P0660,0.59,CDR
P0660,P0907,0.73,CDR
P0907,P0588,0.9,CDR
P0588,P0947,0.75,CDR
P0947,P0788,0.51,CDR
P0788,P0883,0.51,CDR
P0883,P0092,0.93,CDR
P0092,P0285,0.55,CDR
P0285,P0809,0.68,CDR
P0809,P0383,0.81,CDR
P0383,P0812,0.9,CDR
P0812,P0605,0.92,CDR
P0605,P0692,0.83,CDR
P0692,P0290,0.8,CDR
P0290,P0561,0.71,CDR
P0561,P0334,0.62,CDR
P0334,P0981,0.68,CDR
P0981,P0818,0.71,CDR
P0818,P0162,0.69,CDR
P0162,P0338,0.6,CDR
P0338,P0184,0.77,CDR
P0184,P0597,0.57,CDR
P0597,P0576,0.79,CDR
P0576,P0865,0.72,CDR
P0865,P0546,0.67,CDR
P0546,P0448,0.82,CDR
P0448,P0461,0.82,CDR
P0461,P0256,0.52,CDR
P0256,P0654,0.78,CDR
P0654,P0429,0.77,CDR
P0429,P0591,0.83,CDR
P0591,P0997,0.77,CDR
P0997,P0980,0.71,CDR
P0980,P0158,0.85,CDR
P0158,P0301,0.58,CDR
P0301,P0884,0.72,CDR
P0884,P0249,0.77,CDR
P0249,P0458,0.63,CDR
P0458,P0674,0.95,CDR
P0674,P0743,0.59,CDR
P0743,P0072,0.73,CDR
P0072,P0362,0.67,CDR
P0362,P0214,0.7,CDR
P0214,P0211,0.67,CDR
P0211,P0550,0.72,CDR
P0550,P0045,0.78,CDR
P0045,P0121,0.67,CDR
P0121,P0431,0.8,CDR
P0431,P0790,0.72,CDR
P0790,P0364,0.59,CDR
P0364,P0227,0.91,CDR
P0227,P0294,0.7,CDR
P0294,P0849,0.6,CDR
P0849,P0459,0.52,CDR
P0459,P0332,0.6,CDR
P0332,P0084,0.78,CDR
P0084,P0656,0.56,CDR
P0656,P0414,0.69,CDR
P0414,P0363,0.77,CDR
P0363,P0102,0.7,CDR
P0102,P0279,0.55,CDR
P0332,P0588,0.3,SHARED_ORG
P0890,P0664,0.74,CDR
P0664,P0788,0.67,CDR
P0788,P0676,0.78,CDR
P0676,P0900,0.52,CDR
P0900,P0714,0.64,CDR
P0714,P0717,0.94,CDR
P0717,P0928,0.56,CDR
P0928,P0678,0.57,CDR
P0678,P0003,0.7,CDR
P0003,P0340,0.78,CDR
P0340,P0862,0.77,CDR
P0862,P0658,0.63,CDR
P0658,P0535,0.51,CDR
P0535,P0045,0.53,CDR
P0045,P0190,0.7,CDR
P0190,P0391,0.59,CDR
P0391,P0792,0.58,CDR
P0792,P0593,0.8,CDR
P0593,P0059,0.73,CDR
P0059,P0299,0.88,CDR
P0299,P0974,0.84,CDR
P0862,P0676,0.3,SHARED_ORG
P0224,P0103,0.62,CDR
P0224,P0241,0.78,CDR
P0103,P0241,0.8,CDR
P0103,P0690,0.85,CDR
P0241,P0690,0.63,CDR
P0241,P0690,0.3,SHARED_ORG
P0519,P0229,0.75,CDR
P0935,P0270,0.53,CDR
P0935,P0061,0.87,CDR
P0935,P0001,0.68,CDR
P0935,P0246,0.77,CDR
P0935,P0158,0.52,CDR
P0935,P0534,0.67,CDR
P0935,P0934,0.94,CDR
P0519,P0701,0.6,CDR
P0519,P0230,0.78,CDR
P0935,P0666,0.82,CDR
P0519,P0599,0.89,CDR
P0935,P0971,0.55,CDR
P0935,P0649,0.67,CDR
P0519,P0319,0.94,CDR
P0935,P0476,0.64,CDR
P0935,P0469,0.54,CDR
P0935,P0918,0.82,CDR
P0935,P0066,0.87,CDR
P0519,P0977,0.63,CDR
P0519,P0700,0.51,CDR
P0519,P0650,0.66,CDR
P0935,P0771,0.92,CDR
P0519,P0038,0.72,CDR
P0935,P0808,0.52,CDR
P0519,P0716,0.59,CDR
P0935,P0558,0.68,CDR
P0519,P0118,0.85,CDR
P0935,P0682,0.54,CDR
P0935,P0611,0.89,CDR
P0519,P0132,0.54,CDR
P0935,P0778,0.85,CDR
P0935,P0799,0.58,CDR
P0519,P0289,0.75,CDR
P0935,P0513,0.8,CDR
P0935,P0169,0.79,CDR
P0935,P0624,0.92,CDR
P0519,P0437,0.92,CDR
P0935,P0457,0.83,CDR
P0519,P0931,0.67,CDR
P0935,P0082,0.85,CDR
P0519,P0815,0.51,CDR
P0935,P0717,0.91,CDR
P0519,P0396,0.64,CDR
P0935,P0911,0.65,CDR
P0935,P0678,0.69,CDR
P0935,P0614,0.8,CDR
P0519,P0190,0.58,CDR
P0935,P0134,0.7,CDR
P0519,P0968,0.59,CDR
P0935,P0062,0.81,CDR
P0935,P0630,0.69,CDR
P0519,P0107,0.75,CDR
P0519,P0388,0.57,CDR
P0935,P0777,0.51,CDR
P0519,P0272,0.59,CDR
P0935,P0375,0.9,CDR
P0519,P0401,0.67,CDR
P0935,P0427,0.59,CDR
P0519,P0350,0.58,CDR
P0935,P0572,0.79,CDR
P0935,P0706,0.75,CDR
P0935,P0471,0.91,CDR
P0935,P0535,0.89,CDR
P0519,P0097,0.83,CDR
P0935,P0282,0.82,CDR
P0935,P0423,0.59,CDR
P0935,P0510,0.92,CDR
P0519,P0677,0.62,CDR
P0519,P0913,0.94,CDR
P0935,P0866,0.55,CDR
P0935,P0333,0.94,CDR
P0935,P0425,0.64,CDR
P0935,P0769,0.71,CDR
P0935,P0010,0.57,CDR
P0935,P0833,0.68,CDR
P0062,P0866,0.3,SHARED_ORG
P0789,P0478,0.65,CDR
P0478,P0348,0.81,CDR
P0348,P0863,0.53,CDR
P0863,P0643,0.75,CDR
P0643,P0098,0.61,CDR
P0098,P0019,0.87,CDR
P0019,P0946,0.53,CDR
P0946,P0957,0.79,CDR
P0957,P0598,0.77,CDR
P0598,P0989,0.59,CDR
P0989,P0306,0.84,CDR
P0306,P0198,0.75,CDR
P0198,P0950,0.84,CDR
P0950,P0674,0.72,CDR
P0674,P0625,0.69,CDR
P0348,P0946,0.3,SHARED_ORG
